source_pcode,match_id,match_public_id,hard_check_pass,status,checks_json
189255,170019,1f45b0f5-1694-4125-bc55-725ce7e3bb0b,True,ACCEPTED,"{""approved_township_matches"": true, ""entity_type_matches"": true, ""strong_my_or_bilingual_identity"": true, ""geometry_supports_identity"": true, ""one_to_one_source_assignment"": true, ""existing_geometry_unchanged_policy"": true, ""pre_match_point_sha256"": ""1c72e7d807b0d1df90566b6d95399a9758e4f76780198c802d8d6b8294e20239"", ""settlement_type"": ""village"", ""distance_m"": 63.2, ""my_hit"": true, ""en_hit"": true}"
189131,169993,9bc2a458-fe62-48ba-a2b0-4a6314e29366,True,ACCEPTED,"{""approved_township_matches"": true, ""entity_type_matches"": true, ""strong_my_or_bilingual_identity"": true, ""geometry_supports_identity"": true, ""one_to_one_source_assignment"": true, ""existing_geometry_unchanged_policy"": true, ""pre_match_point_sha256"": ""b8d06a93e3af394565d2031e15d97bb240a42d1901222f21ca3deb5c5fbe43bf"", ""settlement_type"": ""village"", ""distance_m"": 40.3, ""my_hit"": true, ""en_hit"": true}"
