postal_code,region_name_en,region_name_my,township_name_en,township_name_my,locality_name_en,locality_name_my,locality_type,township_admin_area_id,local_admin_area_id,match_status,match_method,review_reason
0101200,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Alam Village Tract,အာလမ် ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101201,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Nawng Nang Village Tract,နောင်နန်း ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101202,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Pa La Na Sa Khan Myar Village Tract,ပလနစခန်းများ ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101203,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Nam Kyin Village Tract,နန့်ကျင် ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101204,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Nam Kwayt Village Tract,နန်းကွေ့ ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101206,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Maw Hpawng Village Tract,မော်ဖေါင်း ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101207,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Sha Daung Village Tract,ရှဒေါင် ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101208,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Loi Hkaw Village Tract,လွယ်ခေါ ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101209,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Tang Hpe Village Tract,တန်ဖဲ ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101210,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,In Jit Yang Village Tract,အင်ဂျစ်ယန် ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101211,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Ti Yang Zug Village Tract,တီယန်ဇွပ် ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101212,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Ta Law Gyi Village Tract,တာလောကြီး ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101213,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Hkaung Hpu Ywar Thit Village Tract,ခေါင်ဖူးရွာသစ် ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101214,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Hkaung Hpu Ywar Haung Village Tract,ခေါင်ဖူးရွာဟောင်း ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101215,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Ho Kat Village Tract,ဟိုကပ် ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101216,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,San Kin Village Tract,စံကင်း ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101217,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Ah Kye Village Tract,အကြဲ ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101218,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Myin Thar Village Tract,မြင်သာ ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101219,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Yae Nar Pin Lon Village Tract,ရေနားပင်လုံ ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101220,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Pin Taw Village Tract,ပင်တော် ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101221,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Taw Pin Lon Village Tract,တောပင်လုံ ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101222,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Man Kin Village Tract,မံကင်း ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101223,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Wea Gyi Village Tract,ဝဲကြီး ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101224,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Nawng Pwe Village Tract,နောင်ပွဲ ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101225,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Nei Char Village Tract,နယ်ခြား ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101226,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Man Hpwar Village Tract,မံဖွား ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101227,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Nyaung Pin Thar Village Tract,ညောင်ပင်သာ ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101228,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Waing Lon Village Tract,ဝိုင်းလုံ ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0101229,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Tar Hoe Nar Village Tract,တာဟိုးနား ကျေးရွာအုပ်စု,village_tract,6610,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102001,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,ward,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102002,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,ward,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102003,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,ward,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102004,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,ward,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102200,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Jun Ga Village Tract,အင်ဂျွန်ဂါး ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102201,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Shagri Bum Village Tract,ရှဂရီဘွမ် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102202,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Mai Rawn Village Tract,မိုင်ရွန်း ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102203,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Ma Htum Village Tract,မထွမ် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102204,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Sam Hpum Ga Village Tract,ဆမ်ဖွမ်ဂါး ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102205,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Dung Yang Village Tract,အင်ဒုံးယန် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102206,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Hpon Gan Village Tract,ဖုန်ဂန် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102207,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Sut Mar Tu Village Tract,ဆွပ်မာတူ ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102208,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Sa Law Ding Sar Village Tract,ဆလော်ဒိန်ဆာ ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102209,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Sha Dan Lawt Khum Village Tract,ရှဒန်လော့ခွမ် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102210,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Man Hka Jang Village Tract,အင်မန်ခဂျန် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102211,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Hpyin Ga Village Tract,အင်ဖျင်ဂါး ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102212,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Mai Taung Village Tract,မိုင်တောင် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102213,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Sha Ga Ri Ka Htaung Village Tract,ရှဂရီကထောင် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102214,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Shin Kun (Kying Htaung Ga) Village Tract,ရှင်ကွန် (ကျိန်ထောင်ဂါး) ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102215,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Tsum Dwar Ga Village Tract,ဆွမ်ဒွါဂါး ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102216,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Pin Laung Village Tract,ပင်လောင် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102217,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Htauk Ga Village Tract,အင်ထောက်ဂါး ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102218,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Ka Yawng Htein Rawt Village Tract,ကရောင်ထိန်ရော့ ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102219,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Sha Dan Pong War Village Tract,ရှဒန်ပုန်ဝါ ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102220,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Trein Hka Yam Village Tract,အင်တျိန်ခရမ် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102221,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Hkan Dauk Yang Village Tract,ခန်ဒေါက်ယန် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102222,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Jing Ma Yang Village Tract,ဂျိန်မာယန် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102223,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Waing Kawng Village Tract,အင်ဝိုင်းကောင် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102224,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Myit Son Village Tract,မြစ်ဆုံ ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102225,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Pauk Chet Village Tract,အင်ပေါက်ချက် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102226,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Hku Ga Village Tract,အင်ခူဂါး ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102227,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Ji Au Mar Village Tract,အင်ဂျီအူးမား ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102228,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Ka Kyee Htu La Nang Village Tract,ဂကျီးထုလနန် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102229,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,La Gan In Bauk Htu Village Tract,လဂန်အင်ဘောက်တူ ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102230,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Tsum Hpawng Village Tract,ဆွမ်ဖောင်း ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102231,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Au Ga Au Si Village Tract,အူဂါအူဆီ ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102232,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Gawt Au Mar Village Tract,အင်ဂေါ့အူမား ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102233,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Shadan Ding Sa Village Tract,ရှင်ဒန်ဒိန်ဆာ ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102234,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Pawm Bum Village Tract,အင်ပေါမ်ဘွမ်း ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102235,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,La Zee Gum Yang Lar Village Tract,လဇီးဂွမ်ရန်လာ ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102236,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,La Wa Yang Village Tract,လဝါ့ယန် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102237,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Ka Kyee Htu Village Tract,ကကျီးထူ ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102238,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Sa Law Ding Ngut Village Tract,ဆလော်ဒိန်ငွတ် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102239,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Ma Kyang Ding Sa Village Tract,မကျန်ဒိန်ဆာ ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102240,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Ka Ring Ga Village Tract,ကရိန်ဂါး ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102241,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Hkum Bwe Au Mar Village Tract,ခွမ်ဘွဲအူမား ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102242,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Ma Dan Tu Village Tract,မဒန်တူ ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102243,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Law Au Mar Village Tract,အင်လောအူမား ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102244,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,War Li Chet Village Tract,ဝါလီချက် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102245,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Naw Hkum Ga Village Tract,နော့ခွမ်ဂါး ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102246,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Shang Hkoe Gar Village Tract,အင်ရှန်ခိုးဂါး ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102247,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Kying Ma Gar Village Tract,ကျိန်မာဂါး ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102248,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Ma Wun Au Mar Village Tract,မဝန်အူမား ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102249,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Sha Re Au Mar Village Tract,ရှရဲအူမား ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102250,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Hku Village Tract,အင်ခူး ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102251,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Adan Ga Village Tract,အဒန်ဂါး ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102252,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Gum Lang Village Tract,ဂွမ်လန် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102253,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Hpum Yawng Ding Sa Village Tract,ဖွမ်ယောင်ဒိန်ဆာ ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102254,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Ka Htang Tu Village Tract,ကထန်တူ ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102255,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Gum La Village Tract,အင်ဂွမ်းလ ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102256,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Bang Bum Village Tract,အင်ဘန်ဘွမ်း ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102257,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Ma Htaw Au Mar Village Tract,မထော်အူမား ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102258,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Naw Lang Village Tract,နော်လန် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102259,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Ka Dawt Zum Hpaw Village Tract,ကဒေါ့ဇွမ်ဖော် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102260,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Kwei Village Tract,အင်ကွယ် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102261,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Byine Gar Village Tract,အင်ဗျိုင်ဂါး ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0102262,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Sar Hkram Village Tract,အင်ဆာခရန် ကျေးရွာအုပ်စု,village_tract,6668,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0103001,Kachin State,ကချင်ပြည်နယ်,Nawngmun Township,နောင်မွန်း မြို့နယ်,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,ward,6681,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0103002,Kachin State,ကချင်ပြည်နယ်,Nawngmun Township,နောင်မွန်း မြို့နယ်,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,ward,6681,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0103003,Kachin State,ကချင်ပြည်နယ်,Nawngmun Township,နောင်မွန်း မြို့နယ်,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,ward,6681,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0103004,Kachin State,ကချင်ပြည်နယ်,Nawngmun Township,နောင်မွန်း မြို့နယ်,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,ward,6681,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0103005,Kachin State,ကချင်ပြည်နယ်,Nawngmun Township,နောင်မွန်း မြို့နယ်,No (5) Quarter,အမှတ် (၅) ရပ်ကွက်,ward,6681,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
0103200,Kachin State,ကချင်ပြည်နယ်,Nawngmun Township,နောင်မွန်း မြို့နယ်,Nawngmun Village Tract,နောင်မွန် ကျေးရွာအုပ်စု,village_tract,6681,,linked_township_only,exact_township_name,Unique township match; locality not uniquely linked
