region_en,township_en,status,count
Shan State (East),Mongla Township,missing_local_admin_identity,6
Shan State (East),Mongping Township,linked_exact_local_area,27
Shan State (East),Mongping Township,missing_local_admin_identity,5
Shan State (East),Mongton Township,linked_exact_local_area,16
Shan State (East),Mongton Township,missing_local_admin_identity,4
Shan State (East),Mongyang Township,linked_exact_local_area,26
Shan State (East),Mongyawng Township,linked_exact_local_area,29
Shan State (East),Mongyu Town,non_admin_postal_locality,1
Shan State (East),Ponparkyin Town,non_admin_postal_locality,5
Shan State (East),Tachileik Township,linked_exact_local_area,13
Shan State (East),Tachileik Township,missing_local_admin_identity,11
Shan State (East),Tarlay Town,non_admin_postal_locality,4
Shan State (East),Tontar Town,non_admin_postal_locality,4
Shan State (North),Chinshwehaw Town,non_admin_postal_locality,6
Shan State (North),Hopang Township,linked_exact_local_area,61
Shan State (North),Hopang Township,missing_local_admin_identity,3
Shan State (North),Hseni Township,linked_exact_local_area,36
Shan State (North),Hsipaw Township,linked_after_review,2
Shan State (North),Hsipaw Township,linked_exact_local_area,76
Shan State (North),Konkyan Township,linked_exact_local_area,14
Shan State (North),Konkyan Township,missing_local_admin_identity,22
Shan State (North),Kunlong Township,linked_exact_local_area,31
Shan State (North),Kutkai Township,linked_exact_local_area,76
Shan State (North),Kutkai Township,missing_local_admin_identity,5
Shan State (North),Kyaukme Township,linked_exact_local_area,77
Shan State (North),Kyaukme Township,missing_local_admin_identity,8
Shan State (North),Lashio Township,linked_exact_local_area,75
Shan State (North),Lashio Township,missing_local_admin_identity,15
Shan State (North),Laukkaing Township,linked_exact_local_area,10
Shan State (North),Laukkaing Township,missing_local_admin_identity,29
Shan State (North),Mabein Township,linked_exact_local_area,20
Shan State (North),Mabein Township,missing_local_admin_identity,4
Shan State (North),Man Kan Town,non_admin_postal_locality,3
Shan State (North),Manhlyoe (Manhero) Town,non_admin_postal_locality,3
Shan State (North),Manton Township,linked_exact_local_area,31
Shan State (North),Manton Township,missing_local_admin_identity,1
Shan State (North),Matman Township,linked_exact_local_area,26
Shan State (North),Matman Township,missing_local_admin_identity,4
Shan State (North),Maw Hteik Town,non_admin_postal_locality,3
Shan State (North),Monekoe Town,non_admin_postal_locality,7
Shan State (North),Monglon Town,non_admin_postal_locality,6
Shan State (North),Mongmao Township,linked_exact_local_area,36
Shan State (North),Mongmao Township,missing_local_admin_identity,4
Shan State (North),Mongmit Township,linked_exact_local_area,27
Shan State (North),Mongmit Township,missing_local_admin_identity,5
Shan State (North),Mongngawt Town,non_admin_postal_locality,5
Shan State (North),Mongyai Township,linked_exact_local_area,28
Shan State (North),Mongyai Township,missing_local_admin_identity,3
Shan State (North),Muse Township,linked_after_review,1
Shan State (North),Muse Township,linked_exact_local_area,69
Shan State (North),Muse Township,missing_local_admin_identity,3
Shan State (North),Nam Tit Town,missing_local_admin_identity,5
Shan State (North),Namhkan Township,linked_exact_local_area,43
Shan State (North),Namhkan Township,missing_local_admin_identity,15
Shan State (North),Namhsan Township,linked_exact_local_area,33
Shan State (North),Namtu Township,linked_exact_local_area,23
Shan State (North),Namtu Township,missing_local_admin_identity,3
Shan State (North),Narphan Township,linked_exact_local_area,30
Shan State (North),Narphan Township,missing_local_admin_identity,4
Shan State (North),Nawnghkio Township,linked_exact_local_area,41
Shan State (North),Pan Lon Town,missing_local_admin_identity,8
Shan State (North),Pang Hseng (Kyu Koke) Town,non_admin_postal_locality,5
Shan State (North),Pangsang (Panghkam) Township,linked_after_review,2
Shan State (North),Pangsang (Panghkam) Township,linked_exact_local_area,72
Shan State (North),Pangsang (Panghkam) Township,missing_local_admin_identity,14
Shan State (North),Pangwaun Township,linked_exact_local_area,17
Shan State (North),Pangwaun Township,missing_local_admin_identity,2
Shan State (North),Tangyan Township,linked_exact_local_area,50
Shan State (North),Tangyan Township,missing_local_admin_identity,9
Shan State (North),Tarmoenye Town,missing_local_admin_identity,8
Shan State (North),Wein Kawn Town,non_admin_postal_locality,1
Shan State (South),- | Pinlon Town,non_admin_postal_locality,4
Shan State (South),Aungpan Town,linked_exact_local_area,12
Shan State (South),Ayetharyar Town,non_admin_postal_locality,12
Shan State (South),He Hoe Town,non_admin_postal_locality,5
Shan State (South),Homein Town,linked_exact_local_area,3
Shan State (South),Hopong Township,linked_exact_local_area,28
Shan State (South),Hsihseng Township,linked_exact_local_area,19
Shan State (South),Intaw Town,non_admin_postal_locality,6
Shan State (South),Kalaw Township,linked_exact_local_area,37
Shan State (South),Kar Li Town,non_admin_postal_locality,6
Shan State (South),Kengtawng Town,non_admin_postal_locality,7
Shan State (South),Kho Lam Town,non_admin_postal_locality,6
Shan State (South),Kunhing Township,linked_exact_local_area,18
Shan State (South),Kunhing Township,missing_local_admin_identity,1
Shan State (South),Kyauktalonegyi Town,non_admin_postal_locality,6
Shan State (South),Kyethi Township,linked_exact_local_area,38
Shan State (South),Laihka Township,linked_exact_local_area,23
Shan State (South),Langkho Township,linked_exact_local_area,22
Shan State (South),Lawksawk Township,linked_exact_local_area,26
Shan State (South),Loilen Township,linked_exact_local_area,23
Shan State (South),Mawkmai Township,linked_exact_local_area,15
Shan State (South),Monghsu Township,linked_exact_local_area,21
Shan State (South),Mongkaing Township,linked_exact_local_area,29
Shan State (South),Mongnai Township,linked_exact_local_area,18
Shan State (South),Mongnai Township,missing_local_admin_identity,2
Shan State (South),Mongnawng Town,linked_exact_local_area,5
Shan State (South),Mongpan Township,linked_exact_local_area,15
Shan State (South),Mongpan Township,missing_local_admin_identity,1
Shan State (South),Mongsan (Hmonesan) Town,non_admin_postal_locality,3
Shan State (South),Nang Pang Town,non_admin_postal_locality,4
Shan State (South),Nansang Township,linked_exact_local_area,25
Shan State (South),Naungtayar Town,non_admin_postal_locality,3
Shan State (South),Nyaungshwe Township,linked_exact_local_area,42
Shan State (South),Pawng Lawng Town,non_admin_postal_locality,6
Shan State (South),Pekon Township,linked_exact_local_area,16
Shan State (South),Pekon Township,missing_local_admin_identity,3
Shan State (South),Pindaya Township,linked_exact_local_area,27
Shan State (South),Pindaya Township,missing_local_admin_identity,13
Shan State (South),Pinlaung Township,linked_after_review,1
Shan State (South),Pinlaung Township,linked_exact_local_area,34
Shan State (South),Shwenyaung Town,non_admin_postal_locality,11
Shan State (South),Taunggyi Township,linked_exact_local_area,24
Shan State (South),Taunggyi Township,missing_local_admin_identity,22
Shan State (South),Ywangan Township,linked_exact_local_area,32
Tanintharyi Region,Bokpyin Township,linked_exact_local_area,18
Tanintharyi Region,Bokpyin Township,missing_local_admin_identity,4
Tanintharyi Region,Dawei Township,linked_exact_local_area,40
Tanintharyi Region,Kaleinaung Town,non_admin_postal_locality,4
Tanintharyi Region,Karathuri Town,non_admin_postal_locality,3
Tanintharyi Region,Kawthoung Township,linked_exact_local_area,28
Tanintharyi Region,Khamaukgyi Town,non_admin_postal_locality,3
Tanintharyi Region,Kyunsu Township,linked_exact_local_area,24
Tanintharyi Region,Launglon Township,linked_exact_local_area,45
Tanintharyi Region,Maw Taung Town,non_admin_postal_locality,3
Tanintharyi Region,Myeik Township,linked_exact_local_area,34
Tanintharyi Region,Myitta Town,non_admin_postal_locality,3
Tanintharyi Region,Pala Town,linked_exact_local_area,4
Tanintharyi Region,Palauk Town,non_admin_postal_locality,4
Tanintharyi Region,Palaw Township,linked_exact_local_area,32
Tanintharyi Region,Pyigyimandaing Town,non_admin_postal_locality,3
Tanintharyi Region,Tanintharyi Township,linked_exact_local_area,23
Tanintharyi Region,Thayetchaung Township,linked_exact_local_area,44
Tanintharyi Region,Yebyu Township,linked_exact_local_area,38
Tanintharyi Region,Yebyu Township,missing_local_admin_identity,1
Yangon Region,- | Hlaingtharya (West) Township,linked_exact_local_area,15
Yangon Region,- | Hlaingtharya(East) Township,linked_exact_local_area,13
Yangon Region,- | Hlaingtharya(East) Township,missing_local_admin_identity,1
Yangon Region,Ahlone Township,linked_exact_local_area,11
Yangon Region,Ahpyauk Town,non_admin_postal_locality,4
Yangon Region,Bahan Township,linked_exact_local_area,22
Yangon Region,Botahtaung Township,linked_exact_local_area,12
Yangon Region,Cocokyun Township,missing_local_admin_identity,2
Yangon Region,Dagon Myothit (East) Township,linked_exact_local_area,64
Yangon Region,Dagon Myothit (East) Township,missing_local_admin_identity,1
Yangon Region,Dagon Myothit (North) Township,linked_exact_local_area,27
Yangon Region,Dagon Myothit (Seikkan) Township,linked_exact_local_area,35
Yangon Region,Dagon Myothit (Seikkan) Township,missing_local_admin_identity,4
Yangon Region,Dagon Myothit (South) Township,linked_exact_local_area,48
Yangon Region,Dagon Myothit (South) Township,missing_local_admin_identity,1
Yangon Region,Dagon Township,linked_exact_local_area,5
Yangon Region,Dala Township,linked_exact_local_area,47
Yangon Region,Dawbon Township,linked_exact_local_area,14
Yangon Region,Hlaing Township,linked_exact_local_area,16
Yangon Region,Hlegu Township,linked_exact_local_area,48
Yangon Region,Hlegu Township,missing_local_admin_identity,11
Yangon Region,Hmawbi Township,linked_exact_local_area,41
Yangon Region,Hmawbi Township,missing_local_admin_identity,2
Yangon Region,Htantabin Township,linked_exact_local_area,52
Yangon Region,Htantabin Township,missing_local_admin_identity,7
Yangon Region,Htaukkyant Town,linked_exact_local_area,13
Yangon Region,Insein Township,linked_exact_local_area,21
Yangon Region,Kamayut Township,linked_exact_local_area,10
Yangon Region,Kawhmu Township,linked_exact_local_area,62
Yangon Region,Kayan Township,linked_exact_local_area,66
Yangon Region,Kungyangon Township,linked_after_review,2
Yangon Region,Kungyangon Township,linked_exact_local_area,46
Yangon Region,Kungyangon Township,missing_local_admin_identity,2
Yangon Region,Kyauktada Township,linked_exact_local_area,9
Yangon Region,Kyauktan Township,linked_exact_local_area,54
Yangon Region,Kyauktan Township,missing_local_admin_identity,1
Yangon Region,Kyeemyindaing Township,linked_exact_local_area,22
Yangon Region,Lanmadaw Township,linked_exact_local_area,13
Yangon Region,Latha Township,linked_exact_local_area,10
Yangon Region,Mayangone Township,linked_exact_local_area,10
Yangon Region,Mingaladon Township,linked_exact_local_area,19
Yangon Region,Mingalartaungnyunt Township,linked_exact_local_area,20
Yangon Region,North Okkalapa Township,linked_exact_local_area,19
Yangon Region,Okekan Town,non_admin_postal_locality,8
Yangon Region,Pabedan Township,linked_exact_local_area,11
Yangon Region,Pazundaung Township,linked_exact_local_area,10
Yangon Region,Sanchaung Township,linked_exact_local_area,18
Yangon Region,Seikgyikanaungto Township,linked_exact_local_area,9
Yangon Region,Shwepyithar Township,linked_exact_local_area,27
Yangon Region,South Okkalapa Township,linked_exact_local_area,13
Yangon Region,Tadar Town,non_admin_postal_locality,4
Yangon Region,Taikkyi Township,linked_exact_local_area,81
Yangon Region,Taikkyi Township,missing_local_admin_identity,2
Yangon Region,Tamwe Township,linked_after_review,2
Yangon Region,Tamwe Township,linked_exact_local_area,18
Yangon Region,Thaketa Township,linked_exact_local_area,19
Yangon Region,Thanlyin Township,linked_exact_local_area,45
Yangon Region,Thingangyun Township,linked_exact_local_area,38
Yangon Region,Thingangyun Township,missing_local_admin_identity,1
Yangon Region,Thongwa Township,linked_exact_local_area,64
Yangon Region,Thongwa Township,missing_local_admin_identity,12
Yangon Region,Twantay Township,linked_exact_local_area,73
Yangon Region,Yankin Township,linked_exact_local_area,15
