source_key,level,action,outcome,coremap_id,target_parent_id,name_en,name_my,official,rename,reparent,reclassify,create,notes
_06-VillageTract:2536,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Nga Hpei Inn,ငါးဖယ်အင်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2517,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Doe Inn,ဒိုးအင်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2537,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Pa De,ပဒဲ,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2525,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Kayin Chaung,ကုရင်ချောင်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2514,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Ah Shey Sin,အရှေ့ဆင်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2513,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Ah Nauk Sin,အနောက်ဆင်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2546,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Tha Hpan Pin,သဖန်းပင်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2532,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Moe Kaung,မိုးကောင်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2548,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Zee Daing,ဇီးဒိုင်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2523,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Kan Ni,ကမ်းနီ,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2527,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Kun Pin,ကွမ်းပင်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2528,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Kyauk Taing,ကျောက်တိုင်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2518,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Doe Thaung,ဒိုးသောင်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2541,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Shan Su Gyi,ရှမ်းစုကြီး,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2526,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Kin Seik,ကင်းဆိပ်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2543,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Shwe Inn Lay,ရွှေအင်းလေး,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2542,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Shauk Pin Chaung,ရှောက်ပင်ချောင်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2530,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Le Bu,လဲဘူး,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2544,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Sin Seik,ဆင်ဆိပ်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2519,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Hpa Yar Hnit Su,ဘုရားနှစ်ဆူ,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2515,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Bo Ka Taw,ဘိုကတော်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2520,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Htan Kone,ထန်းကုန်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2545,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Su Tat,ဆူးတပ်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2516,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Chaung Hpyu,ချောင်းဖြူ,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2538,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Pe Chet Kone,ပဲချက်ကုန်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2533,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Myauk Yae Kyi,မြောက်ရေကြည်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2535,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Nay Pu Kone,နေပူကုန်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2529,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Kyun Kone,ကျွန်းကုန်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2531,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Ma Hin,မဟင်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2521,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,In Daing,အင်ဒိုင်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2524,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Kan Yoe,ကံရိုး,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2547,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Wet Khauk Sein,ဝက်ခေါက်စိန်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2539,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Sa Par Kywei,စပါးကြွယ်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2549,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Zee Kone,ဇီးကုန်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2522,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Ka Nyin Myaung,ကညင်မြောင်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2534,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Na Gar Mauk,နဂါးမောက်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2540,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Seik Hpu (South),ဆိပ်ဖူး (တောင်),True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_05_Ward:460,ward_village_tract,update_name,renamed,5951,6019,Htee Hlaing Ward,ထီးလှိုင်ရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:473,ward_village_tract,update_name,renamed,5946,6019,Rakhine Su /Nay Pu Kone Ward,ရခိုင်စု၊ နေပူကုန်းရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:477,ward_village_tract,update_name,renamed,5947,6019,Yoe Da Yar Tan Ward,ယိုးဒယားတန်းရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:462,ward_village_tract,update_name,renamed,5896,6019,Kyet Ti Ward,ကြက်တည်ရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:472,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Pan Be Dan (South) Ward,ပန်းဘဲတန်း (တောင်) ရပ်ကွက်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_05_Ward:471,ward_village_tract,update_name,renamed,5948,6019,Pan Be Dan (North) Ward,ပန်းဘဲတန်း (မြောက်) ရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:474,ward_village_tract,update_name,renamed,5955,6019,Shan Tan Kwayt Zay Ward,ရှမ်းတန်းကွေ့ဈေးရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:469,ward_village_tract,update_name,renamed,5956,6019,Oke Kyut Tan (South) Ward,အုတ်ကျွတ်တန်း (တောင်) ရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:470,ward_village_tract,update_name,renamed,5953,6019,Oke Kyut Tan (West) Ward,အုတ်ကျွတ်တန်း (အနောက်) ရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:468,ward_village_tract,update_name,renamed,5952,6019,Oke Kyut Tan (East) Ward,အုတ်ကျွတ်တန်း (အရှေ.) ရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:461,ward_village_tract,update_name,renamed,5969,6019,Kan Taw Ward,ကန်တော်ရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:478,ward_village_tract,update_name,renamed,5967,6019,Zaung Chan (South) Ward,ဇောင်ချမ်းတောင်ရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:464,ward_village_tract,update_name,renamed,5945,6019,Man Ward,မန်းရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:479,ward_village_tract,update_name,renamed,5944,6019,Zay Tan Ward,ဈေးတန်းရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:463,ward_village_tract,update_name,renamed,5938,6019,Lan Ma Kye Ward,လမ်းမကျယ်ရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:480,ward_village_tract,update_name,renamed,5957,6019,Zay Ward,ဈေးရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:476,ward_village_tract,update_name,renamed,5950,6019,Taung Kwayt Zay Ward,တောင်ကွေ.ဈေးရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:467,ward_village_tract,update_name,renamed,5966,6019,Ngwe Hlan Oe Kone Ward,ငွေလှံအိုးကုန်းရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:475,ward_village_tract,update_name,renamed,5965,6019,Tat Myay Ward,တပ်မြေရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:466,ward_village_tract,update_name,renamed,5968,6019,Myo Gyi Ward,မြို့ကြီးရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:481,ward_village_tract,update_name,renamed,5963,6019,Zay Yar Khin U Ward,ဇေယျာခင်ဦးရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:465,ward_village_tract,update_name,renamed,5961,6019,Min Gyi Nyo Ward,မင်းကြီးညိုရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:459,ward_village_tract,update_name,renamed,5958,6019,Chin Thayt U Ward,ခြင်္သေ့ဦးရပ်ကွက်,True,True,False,False,False,matched_preserve_geom
_05_Ward:456,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Nat Shin Naung Ward,နတ်သျှင်နောင်ရပ်ကွက်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_05_Ward:457,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Ta Pin Shwe Htee Ward,တပင်ရွှေထီးရပ်ကွက်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_05_Ward:455,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Min Gyi Swe Ward,မင်းကြီးဆွေရပ်ကွက်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_05_Ward:458,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6019,Tha Wun Nge Ward,သဝန်ငယ်ရပ်ကွက်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2679,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Khin Tan Gyi,ခင်တန်းကြီး,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2669,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Boe Taw Kone,ဘိုးတော်ကုန်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2683,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Kyan Tha Nwe,ကျန်သနွယ်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2696,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Pauk Chaung,ပေါက်ချောင်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2697,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Pi Tauk Khin,ပတောက်ခင်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2699,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Pi Tu,ပီတူး,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2713,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,War Yon Taw,ဝါးရုံတော,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2709,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Tha Pyay Tan,သပြေတန်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2677,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Ke Lin Seik,ကဲလင်းဆိပ်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2686,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Kywe Yaing Pyin,ကျွဲရိုင်းပြင်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2705,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Sin Gway,ဆင်ဂွေ,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2718,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Za Loke Gyi,ဇလုပ်ကြီး,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2694,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Nyaung Pin Thar,ညောင်ပင်သာ,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2676,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,In Daing,အင်ဒိုင်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2673,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Doe Tan,ဒိုးတန်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2688,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Mi Chaung Aing,မိချောင်းအိုင်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2707,ward_village_tract,mark_reference_only,extra/reference,,,Swar Set Yon,ဆွာစက်ရုံ,False,False,False,False,False,unmatched_reference_only_no_create
_06-VillageTract:2682,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Kwin Gyi,ကွင်းကြီး,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2680,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Kone Gyi,ကုန်းကြီး,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2710,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Thaing Wa,သိုင်းဝ,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2674,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Gon Min Kwin,ဂုံမင်းကွင်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2706,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Swar Min Lan,ဆွာမင်းလမ်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2692,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Ngar Gyi Kwayt,ငါးကြီးကွေ့,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2703,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Shwe Ka Zaung,ရွှေကဇောင်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2681,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Kun Ohn,ကွမ်းအုံ,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2704,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Si Paing,စီပိုင်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2685,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Kyeik Pa Tee,ကျိပ်ပတီး,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2708,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Swar Ywar Ma,ဆွာရွာမ,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2698,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Pi Tauk Kone,ပိတောက်ကုန်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2690,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Na Kyat,နကျပ်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2700,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Sa Kway (Ma Yoe Khon),စကွေး(မရိုးခုံ),True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2715,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Yae Ngan,ရေငန်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2668,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,(Saing) Hpa Yar Kone,(စိုင်း) ဘုရားကုန်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2712,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Thit Poke Pin,သစ်ပုတ်ပင်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2701,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,San Taw Poet,ဆံတော်ပို့,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2687,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Lone Yan,လုံးရမ်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2695,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Oke Hpo,အုတ်ဖို,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2670,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Chaung Ma Gyi,ချောင်းမကြီး,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2689,ward_village_tract,mark_reference_only,extra/reference,,,Myo Hla,မြို့လှ,False,False,False,False,False,unmatched_reference_only_no_create
_06-VillageTract:2693,ward_village_tract,mark_reference_only,extra/reference,,,Ngwe Taung,ငွေတောင်,False,False,False,False,False,unmatched_reference_only_no_create
_06-VillageTract:2691,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Nat Taung,နတ်တောင်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2684,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Kyar Inn Kone,ကြာအင်းကုန်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2678,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Ket Ku,ကက္ကု,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2711,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Thar Ga Ra,သာဂရ,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2714,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Wea Daunt,ဝဲဒေါင့်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2672,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Daunt Inn Kone,ဒေါင့်အင်းကုန်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2702,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Sat Thay,ဆပ်သေ,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2671,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Daung Nan Kya,ဒေါင်းနန်းကျ,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2716,ward_village_tract,mark_reference_only,extra/reference,,,Yae Ni,ရေနီ,False,False,False,False,False,unmatched_reference_only_no_create
_06-VillageTract:2719,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Zay Ya Thein,ဇေယျသိမ်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2717,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Ye Kone,ရဲကုန်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2675,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Hpa Yar Kone (Myo Hla),ဘုရားကုန်း(မြို့လှ),True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_05_Ward:509,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Ywar Ma Ward,ရွာမရပ်ကွက်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_05_Ward:510,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Zay Ward,ဈေးရပ်ကွက်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_05_Ward:505,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Bo Te Ward,ဗိုလ်တဲရပ်ကွက်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_05_Ward:506,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Pay Kone Ward,ပေကုန်းရပ်ကွက်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_05_Ward:508,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Shwe Kyet Yet (South) Ward,ရွှေကြက်ယက်တောင်ရပ်ကွက်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_05_Ward:507,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Shwe Kyet Yet (North) Ward,ရွှေကြက်ယက်မြောက်ရပ်ကွက်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_05_Ward:494,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Hswar Myauk Paing Ward,ဆွာမြောက်ပိုင်းရပ်ကွက်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_05_Ward:495,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,Hswar Taung Paing Ward,ဆွာတောင်ပိုင်းရပ်ကွက်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_05_Ward:501,ward_village_tract,manual_review,manual_review_remaining,,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,True,False,False,False,False,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:502,ward_village_tract,manual_review,manual_review_remaining,,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,True,False,False,False,False,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:503,ward_village_tract,manual_review,manual_review_remaining,,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,True,False,False,False,False,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:504,ward_village_tract,manual_review,manual_review_remaining,,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,True,False,False,False,False,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:496,ward_village_tract,manual_review,manual_review_remaining,,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,True,False,False,False,False,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:497,ward_village_tract,manual_review,manual_review_remaining,,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,True,False,False,False,False,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:498,ward_village_tract,manual_review,manual_review_remaining,,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,True,False,False,False,False,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:499,ward_village_tract,manual_review,manual_review_remaining,,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,True,False,False,False,False,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:500,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,6020,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2227,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,5941,Ma Au Pin Seik,မအူပင်ဆိပ်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2233,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,5941,Mi Chaung Gaung,မိချောင်းဂေါင်း,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2220,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,5941,Kyauk Pon Lel,ကျောက်ပုံလယ်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2248,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,5941,Tone Gyi,တုံးကြီး,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2219,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,5941,Kyauk Pon (South),ကျောက်ပုံ(တောင်),True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
_06-VillageTract:2214,ward_village_tract,create_mimu_placeholder,create_skipped_no_valid_geometry,,5941,Inn Net,အင်းနက်,True,False,False,False,False,no MIMU comparison geometry; resolution=unresolved
