id,public_id,canonical_name,parent_id,parent_name,is_public_usable,verification_status,geometry_source
5856,fe548c57-494c-4ec6-84a9-a7cb4cd8523a,မှော်ဘီ,7234,ရန်ကုန်(မြောက်ပိုင်း),t,verified,
5857,1e3bc9ba-d0f3-4a7b-bf4f-8f1f931fafe5,လှည်းကူး,7234,ရန်ကုန်(မြောက်ပိုင်း),t,verified,
5865,0aa4b82e-9214-4248-abb3-3886abee3d79,သနပ်ပင်,5923,ပဲခူးခရိုင်,t,verified,
5873,b2669d3b-0c96-4706-9b5d-d3717ee96a08,ကဝ,5923,ပဲခူးခရိုင်,t,verified,
5877,181c660c-5b50-4037-9501-8d5290fdf60b,ဘားအံ,5878,ဘားအံခရိုင်,t,verified,
5880,6d850154-f201-4725-b742-0d2e26b3b98f,လှိုင်းဘွဲ့,5878,ဘားအံခရိုင်,t,verified,
5881,ef3681ad-b509-43d7-8f58-8d55d89ae95b,ဘီးလင်း,5054,သထုံခရိုင်,t,verified,
5889,63d433c8-858f-40fc-a439-c100f242427e,ကျိုက်ထို,5054,သထုံခရိုင်,t,verified,
5910,fbb410fd-7f59-4a6a-a094-1d7f5809c02b,ညောင်လေးပင်,5923,ပဲခူးခရိုင်,t,verified,
5911,d7cd1a22-4fcf-40cc-a5d0-efb583c0d919,ဒိုက်ဦး,5923,ပဲခူးခရိုင်,t,verified,
5920,621f4278-37c9-4248-95f9-3359b576560a,ရွှေကျင်,5923,ပဲခူးခရိုင်,t,verified,
5922,44e12248-4d33-4217-beba-170297188b42,ဝေါ,5923,ပဲခူးခရိုင်,t,verified,
5924,ea329457-de24-49f8-84fe-a2012f2a6b4a,ပဲခူး,5923,ပဲခူးခရိုင်,t,unverified,
5925,6a043b11-5d9c-4c73-ad46-a81d4fb6700d,ကျောက်တံခါး,5923,ပဲခူးခရိုင်,t,verified,
5941,42b59e9e-67cd-40ed-8097-1be225540267,ကျောက်ကြီး,5970,တောင်ငူခရိုင်,t,verified,
5942,1790b109-65f8-40a5-9506-e15d542b247f,ဖြူး,5970,တောင်ငူခရိုင်,t,verified,
5943,d62af6d8-d8cd-47e9-9efe-0963fa8f07d8,အုတ်တွင်း,5970,တောင်ငူခရိုင်,t,verified,
5962,8b8bb612-a137-4048-85fa-7cf344633cb9,မယ်စဲ့,5960,မယ်စဲ့ခရိုင်,t,verified,
5971,d4213201-c14a-48cf-adef-9ae6be622006,ထန်းတပင်,5970,တောင်ငူခရိုင်,t,verified,
5972,f701c4a8-a922-45c0-b723-528306287ea5,ဖားဆောင်း,5974,ဘော်လခဲခရိုင်,t,unverified,
5978,f646fae8-f401-4af2-a4e3-a3adfb6b798d,ဖာပွန်,5977,ဖာပွန်ခရိုင်,t,verified,
5990,1f29d26d-0314-4b92-9405-9cdf16a4b294,လယ်ဝေး,6037,ဒက္ခိဏခရိုင်,t,unverified,
5997,5632cab6-82ff-453a-b4bf-724c50230562,လွိုင်ကော်,5999,လွိုင်ကော်ခရိုင်,t,verified,
5998,8e325bbd-9ac1-4887-9c52-3a166896b0a0,ရှားတော,5999,လွိုင်ကော်ခရိုင်,t,verified,
6006,0a75da9d-650b-4084-9851-235afc2b7bc8,ဘောလခဲ,5974,ဘော်လခဲခရိုင်,t,verified,
6013,c8f052d2-9679-446a-91a2-281d7e25797a,ဖရူဆို,5999,လွိုင်ကော်ခရိုင်,t,verified,
6015,6feb9a2a-9848-4841-9231-f4b29c9b0594,ဒီးမော့ဆို,5999,လွိုင်ကော်ခရိုင်,t,verified,
6018,50cf5e9a-8f0f-4eb2-b870-93ac4354ea7b,သံတောင်ကြီး,5878,ဘားအံခရိုင်,t,verified,
6019,0a8a98f0-75ba-4af5-bc1e-88e444e38d5e,တောင်ငူ,5970,တောင်ငူခရိုင်,t,verified,
6020,3cbae518-6484-40c0-b1c1-5897a5ec6f61,ရေတာရှည်,5970,တောင်ငူခရိုင်,t,verified,
6029,0a007cb6-42ca-4887-8528-30777e3cb976,ဇမ္ဗူသီရိ,6037,ဒက္ခိဏခရိုင်,t,verified,
6032,1123f10f-3684-47d5-b6a8-8a6d992fa542,ဒက္ခိဏသီရိ,6037,ဒက္ခိဏခရိုင်,t,verified,
6038,ef532f22-75cc-4a7d-9e20-a2b6e405e2aa,ပျဉ်းမနား,6037,ဒက္ခိဏခရိုင်,t,unverified,
6039,6f539d20-6386-4822-98f2-83acecdad2b7,ဖယ်ခုံ,6176,တောင်ကြီးခရိုင်,t,verified,
6046,e6f440e6-4c98-453b-bd80-eb1c76d55803,ဇေယျာသီရိ,6051,ဥတ္တရခရိုင်,t,unverified,
6059,cf19b0d8-dcda-403b-af29-83858c97f8f6,ပုဗ္ဗသီရိ,6051,ဥတ္တရခရိုင်,t,verified,
6067,5e55abe3-6b48-408a-9a2e-5660d7e44b05,တပ်ကုန်း,6051,ဥတ္တရခရိုင်,t,verified,
6069,e7bf2f86-c2bc-4d53-a235-44873964e344,ရမည်းသင်း,6068,ရမည်းသင်းခရိုင်,t,verified,
6073,8881b001-a128-4c5c-8f4f-bdba0d4745c0,ပင်လောင်း,6115,ပအိုဝ်း ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,t,verified,
6076,b49f3ad2-9b3a-4c9c-96d5-e7ac7deca5dd,ညောင်ရွှေ,6176,တောင်ကြီးခရိုင်,t,verified,
6091,58ad5d7d-6f58-427c-b30b-7db5f5e09c9b,ဆီဆိုင်မြို့နယ်,6115,ပအိုဝ်း ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,t,verified,
6092,61203f63-a933-4287-b4fb-3b696f56e666,မောက်မယ်,6383,လင်းခေးခရိုင်,t,verified,
6093,4d8e33b4-1198-4fa6-986f-aca9f1b8fccd,လင်းခေး,6383,လင်းခေးခရိုင်,t,verified,
6108,29b4cabd-9db4-4c7f-9a57-2bd3b00969f3,နမ့်စန်,6309,လွိုင်လင်ခရိုင်,t,verified,
6114,97faedef-5bbe-4490-a177-2910a2f1a05a,တောင်ကြီး,6176,တောင်ကြီးခရိုင်,t,verified,
6126,ca3c9a2e-e692-4a3a-bcee-0ecd4e78527e,လွိုင်လင်,6309,လွိုင်လင်ခရိုင်,t,verified,
6144,1e21c040-9ea6-4ac6-bdf9-4784006c55fe,ပင်းတယ,6192,ဓနု ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,t,verified,
6160,0cad1b5d-a9ff-47d6-bc7a-a44fb7569ed4,ကလော,6176,တောင်ကြီးခရိုင်,t,verified,
6164,79459481-30c9-496d-9fdc-e72194270119,သာစည်,6165,မိတ္ထီလာခရိုင်,t,verified,
6185,4334a141-6dd6-4964-9f93-1c32714a8206,ဝမ်းတွင်း,6165,မိတ္ထီလာခရိုင်,t,verified,
6187,c3967cce-92b3-4a62-b2e4-d8950d91061d,ရွာငံ,6192,ဓနု ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,t,verified,
6198,f74d4311-a45c-4acd-aa25-674834f9bbee,ကျောက်ဆည်,6197,ကျောက်ဆည်ခရိုင်,t,unverified,
6200,25c792bc-e0be-48fd-8dc5-81095ad06302,မြစ်သား,6197,ကျောက်ဆည်ခရိုင်,t,verified,
6202,afb23c10-442a-4fd0-8e7d-7c6324c372f2,အမရပူရ,6538,မန္တလေးခရိုင်,t,verified,
6203,851d1ec6-15f3-4c8a-aa3c-971641692c5f,ပြည်ကြီးတံခွန်,6538,မန္တလေးခရိုင်,t,unverified,
6205,c7d0ac0f-3dc8-4499-8117-18331e9c9ee0,စဉ့်ကိုင်,6197,ကျောက်ဆည်ခရိုင်,t,verified,
6223,5ac2a23a-6f1e-49e7-a883-eb467e5db2a0,ချမ်းမြသာစည်,6538,မန္တလေးခရိုင်,t,unverified,
6237,ebbd893e-c9a8-4d26-97c6-a183e784503e,ချမ်းအေးသာစံ,6538,မန္တလေးခရိုင်,t,verified,
6259,ea8c7c79-31b4-42bf-8df0-b76369251191,မဟာအောင်မြေ,6538,မန္တလေးခရိုင်,t,unverified,
6276,9db167eb-432e-4714-8910-09500af449e7,ပုသိမ်ကြီး,6538,မန္တလေးခရိုင်,t,verified,
6280,2c712dac-1c64-4b00-a484-1892994178b3,ရပ်စောက်,6176,တောင်ကြီးခရိုင်,t,verified,
6290,f5f8c81e-89db-4b9c-b36b-108834a680e3,မိုင်းကိုင်,6309,လွိုင်လင်ခရိုင်,t,unverified,
6305,6bb4ad0d-97e4-4486-98f0-75213bce1f65,လဲချား,6309,လွိုင်လင်ခရိုင်,t,verified,
6310,645a0d11-0d94-4fed-97cf-163ccc51fd05,ဟိုပုံး,6115,ပအိုဝ်း ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,t,verified,
6312,d69d7025-578c-4ad0-8a62-6525f6ba1e02,မိုင်းပျဉ်း,6361,ကျိုင်းတုံခရိုင်,t,verified,
6313,caa5fed0-b25b-4784-8fd5-ff2b22ba5fb8,ကွန်ဟိန်း,6309,လွိုင်လင်ခရိုင်,t,verified,
6322,47325943-a89f-41c4-9c9a-69bef7f8b63d,ကျေးသီး,6309,လွိုင်လင်ခရိုင်,t,verified,
6327,dc3f3eca-9cad-433b-910f-2e4df9fa6bb3,မိုင်းရှူး,6309,လွိုင်လင်ခရိုင်,t,verified,
6331,946c6529-d6ec-414d-ba51-0a494d775522,မိုင်းခတ်,6361,ကျိုင်းတုံခရိုင်,t,verified,
6333,3cdba452-a0ec-4ca5-8e9b-b812a7c69d29,မိုင်းပန်,6383,လင်းခေးခရိုင်,t,verified,
6338,13bee3ab-42f0-4345-aaa6-d99507d72c18,မိုင်းယန်း,6361,ကျိုင်းတုံခရိုင်,t,needs_fix,coremap_manual
6360,b86495bc-981a-45df-9407-bc9ed3e43ee2,ကျိုင်းတုံ,6361,ကျိုင်းတုံခရိုင်,t,verified,
6362,ec322fbf-3285-42cb-ac6d-aaa5d99e3996,မိုးနဲ,6383,လင်းခေးခရိုင်,t,verified,
6370,5a05af55-94a0-4164-b72b-4e1a0d76fee5,မိုင်းဖြတ်,6391,တာချီလိတ်ခရိုင်,t,verified,
6372,b2acc5fe-245e-4b57-84c7-dd2bf75e8ed0,မိုင်းဆတ်,6371,မိုင်းဆတ်ခရိုင်,t,verified,
6390,4ba61133-b252-41ee-a2bf-d89e724bcfbf,တာချီလိတ်,6391,တာချီလိတ်ခရိုင်,t,verified,
6394,bec49354-200d-4df2-9c95-894125aad114,နမ့်ဆန်,7532,ပလောင် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,t,verified,
6399,32ab0724-b110-49bc-8d6a-057c97a15d14,တုံချိန်မြို့နယ်,6411,ကိုးကန့် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,t,verified,
6408,1bfed069-7ca1-4164-8d01-ab9f986f2b63,မိုင်းယောင်း,6391,တာချီလိတ်ခရိုင်,t,needs_fix,coremap_manual
6410,dbda7c02-88cd-4927-a999-55862598d811,ဆီဆိုင်,6115,ပအိုဝ်း ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,t,verified,
6412,392f1420-4a8f-4546-bef9-e232f028977b,ကုန်းကြမ်း,6411,ကိုးကန့် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,t,verified,
6414,ad475a0c-859e-4a55-841a-c08c1b832fb7,တာမိုးညဲမြို့နယ်,6598,မူဆယ်ခရိုင်,t,needs_fix,coremap_manual
6416,f29c1dbd-5171-4e4b-8510-7bbb6d01f62f,တုန်းရှမ်းမြို့နယ်,6411,ကိုးကန့် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,t,verified,
6417,a58893b8-20a7-404a-9d1d-24cbb99cf23c,လောက်ကိုင်,6411,ကိုးကန့် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,t,verified,
6419,05a2fc77-c0e9-4d61-ad7a-d78ebd1d0d3d,ကျင့်ရှမ်းချိန်မြို့နယ်,6411,ကိုးကန့် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,t,unverified,
6434,bc3415de-3f1b-4c4a-b15c-3644218f84c9,ကန်မိန်းမြို့နယ်,6444,မူပန်ခရိုင်,t,unverified,
6441,5c09397c-9e3e-401b-9a2a-260ad55ba746,ကွမ်းလုံ,6463,လားရှိုးခရိုင်,t,needs_fix,coremap_manual
6443,cb76cb50-5edf-4d03-a8b3-5dc23507f81c,မိုင်ယော်မြို့နယ်,6444,မူပန်ခရိုင်,t,verified,
6445,dba297a0-b761-480c-b6d9-26e99a143ff2,မန်မတ်မြို့နယ်,6444,မူပန်ခရိုင်,t,unverified,
6467,161dd5c6-c71d-4247-98f6-4c681f506a18,တန့်ယန်း,6463,လားရှိုးခရိုင်,t,verified,
6468,ff921958-83f9-44df-919a-3093fc826112,လားရှိုး,6463,လားရှိုးခရိုင်,t,verified,
6479,68fdbb5b-be2b-46ce-902c-e797d59d2e18,မိုင်းရယ်,6463,လားရှိုးခရိုင်,t,verified,
6523,19f6b48b-fdae-4a77-b5ca-2b5db453543e,သီပေါ,6500,ကျောက်မဲခရိုင်,t,verified,
6524,f34b0bf9-b79a-413e-b2e6-17ac39239fd7,နောင်ချို,6500,ကျောက်မဲခရိုင်,t,unverified,
6527,c5ae9f1c-5a77-45ec-be90-851b56ef9604,မန်တုံ,7532,ပလောင် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,t,verified,
6535,96d53f71-1e23-4f54-ae08-256a6bb1f979,အောင်မြေသာစံ,6538,မန္တလေးခရိုင်,t,unverified,
6536,776f0afa-d089-4aeb-84cf-9d1c24d95100,ပြင်ဦးလွင်,6537,ပြင်ဦးလွင်ခရိုင်,t,verified,
6544,21922df7-c2f0-415e-b4dd-c465d1c2ea86,မတ္တရာ,6537,ပြင်ဦးလွင်ခရိုင်,t,verified,
6550,c9b96340-c36a-4336-81d9-31dc5bccf328,စဉ့်ကူး,6537,ပြင်ဦးလွင်ခရိုင်,t,verified,
6551,b0bd0c52-512f-45b6-97e1-7e42edbccf3e,ကျောက်မဲ,6500,ကျောက်မဲခရိုင်,t,verified,
6553,ba378de0-e38a-46d6-9e96-68a7bb2b494e,မိုးကုတ်,6537,ပြင်ဦးလွင်ခရိုင်,t,verified,
6554,5cae90bf-1722-4dd9-b929-8f64e4ff89be,သပိတ်ကျင်း,6537,ပြင်ဦးလွင်ခရိုင်,t,verified,
6558,f7a2ec31-1c24-4b7c-b4f4-cc46d2403490,မိုးမိတ်,6586,မိုးမိတ်ခရိုင်,t,verified,
6560,83d6611b-afc3-49dd-bb6b-83d91b09cc37,နမ္မတူ,6500,ကျောက်မဲခရိုင်,t,verified,
6562,4af0fa55-4019-49ac-9b76-ad0280aeb3ab,သိန္နီ,6463,လားရှိုးခရိုင်,t,needs_fix,coremap_manual
6569,3342e8b9-1c9e-458f-8a7a-1792c4afffda,ကွတ်ခိုင်,6598,မူဆယ်ခရိုင်,t,needs_fix,coremap_manual
6584,7a674913-c9d6-443f-8c1a-a9b3a4eff384,မံစီ,6594,ဗန်းမော်ခရိုင်,t,verified,
6585,16f9e74c-f933-4bae-aca5-b029782a4d2c,မဘိမ်း,6586,မိုးမိတ်ခရိုင်,t,verified,
6587,ac1ee905-d224-41e8-88ce-3a5036e05d34,ထီးချိုင့်,6704,ကောလင်းခရိုင်,t,verified,
6588,095293bf-0b9b-4ab3-abe0-3912b48f1b1e,ကသာ,6704,ကောလင်းခရိုင်,t,verified,
6589,ea3b5bf4-dfea-43ee-8561-3db7758b098e,ရွှေကူ,6594,ဗန်းမော်ခရိုင်,t,unverified,
6593,9cd1afaa-7da3-4888-94bd-620bc717726e,မိုးမောက်,6594,ဗန်းမော်ခရိုင်,t,verified,
6597,48b45252-a3f6-4822-987d-280838152416,နမ့်ဖက်ကာမြို့နယ်,6598,မူဆယ်ခရိုင်,t,needs_fix,coremap_manual
6599,8c022312-297d-4a47-b3f2-4582461ac3f6,နမ့်ခမ်း,6598,မူဆယ်ခရိုင်,t,needs_fix,coremap_manual
6600,3cfd5b12-9bbb-485c-94ac-35016a790171,မူဆယ်,6598,မူဆယ်ခရိုင်,t,needs_fix,coremap_manual
6601,9acfdc84-eb1f-4200-a298-8fa0c523e65a,မိုးညှင်း,6659,မိုးညှင်းခရိုင်,t,verified,
6607,5941d795-effb-4966-96b2-74294d19f8f3,အင်းတော်,6704,ကောလင်းခရိုင်,t,verified,
6610,96224d14-78b1-4bb9-84b2-c1fc64d41b95,မြစ်ကြီးနား,6622,မြစ်ကြီးနားခရိုင်,t,verified,
6612,dfe77f04-45f5-47d4-9bb9-55c25c4c0e23,ဗန်းမော်,6594,ဗန်းမော်ခရိုင်,t,verified,
6620,2d6a3126-be24-4d7c-9e59-bf6632b5b3aa,ဟုန်ရှင်းမြို့နယ်,6411,ကိုးကန့် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,t,verified,
6623,ba395666-afb8-486b-856c-2240e02e0ab1,ဝိုင်းမော်,6622,မြစ်ကြီးနားခရိုင်,t,verified,
6660,00bb5083-77f4-4aa5-8a54-ba210d766395,မိုးကောင်း,6659,မိုးညှင်းခရိုင်,t,verified,
6664,23ff19df-3432-41d1-a5f7-f6aac6997004,ဖားကန့်,6659,မိုးညှင်းခရိုင်,t,verified,
6666,1e399fef-fd78-4c8d-81f9-180a0d01b05d,တနိုင်း,6622,မြစ်ကြီးနားခရိုင်,t,verified,
6668,95a2ca52-9e38-4045-9e00-334771a534ae,အင်ဂျန်းယန်,6622,မြစ်ကြီးနားခရိုင်,t,verified,
6669,b0c4f113-21e5-4b70-a754-3843617e2eda,ဆွမ်ပရာဘွမ်,6682,ပူတာအိုခရိုင်,t,verified,
6674,8ce962d0-88de-4d8b-84c1-17eb6ed9c26b,နန်းယွန်း,6693,နာဂကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,t,verified,
6681,39aca498-4c51-49b3-ae50-50cc7ef46888,နောင်မွန်း,6682,ပူတာအိုခရိုင်,t,verified,
