source_key,level,action,outcome,coremap_id,name_en,name_my,notes
_05_Ward:1127,ward_village_tract,manual_review,manual_review_remaining,,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1128,ward_village_tract,manual_review,manual_review_remaining,,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1129,ward_village_tract,manual_review,manual_review_remaining,,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1130,ward_village_tract,manual_review,manual_review_remaining,,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1131,ward_village_tract,manual_review,manual_review_remaining,,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1121,ward_village_tract,manual_review,manual_review_remaining,,No (10) Ward,အမှတ် (၁၀) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1122,ward_village_tract,manual_review,manual_review_remaining,,No (11) Ward,အမှတ် (၁၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1123,ward_village_tract,manual_review,manual_review_remaining,,No (12) Ward,အမှတ် (၁၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1132,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1133,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1134,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1135,ward_village_tract,manual_review,manual_review_remaining,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1136,ward_village_tract,manual_review,manual_review_remaining,,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1137,ward_village_tract,manual_review,manual_review_remaining,,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1138,ward_village_tract,manual_review,manual_review_remaining,,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1139,ward_village_tract,manual_review,manual_review_remaining,,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:6446,ward_village_tract,manual_review,manual_review_remaining,,Myay Hpyu,မြေဖြူ,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:6447,ward_village_tract,manual_review,manual_review_remaining,,Myay Hpyu,မြေဖြူ,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1447,ward_village_tract,manual_review,manual_review_remaining,,Ngwe Taw Kyi Kone Ward,ငွေတော်ကြည်ကုန်းရပ်ကွက်,"Multiple plausible CoreMap candidates under matched hierarchy scope: 6211,6212"
_05_Ward:1488,ward_village_tract,manual_review,manual_review_remaining,,Zay Ward,ဈေးရပ်ကွက်,"Multiple plausible CoreMap candidates under matched hierarchy scope: 6907,6908"
_05_Ward:1417,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1418,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1419,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1420,ward_village_tract,manual_review,manual_review_remaining,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1413,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1414,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1415,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1416,ward_village_tract,manual_review,manual_review_remaining,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:8005,ward_village_tract,manual_review,manual_review_remaining,,Ah Hta Yan,အထရံ,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1520,ward_village_tract,manual_review,manual_review_remaining,,Ah Hta Yan Ward,အထရံရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1606,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1607,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1604,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1605,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:8740,ward_village_tract,manual_review,manual_review_remaining,,Sa Par Seik,စပါးဆိပ်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:8741,ward_village_tract,manual_review,manual_review_remaining,,Sa Par Seik,စပါးဆိပ်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:8733,ward_village_tract,manual_review,manual_review_remaining,,Paik Thei,ပိုက်သည်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1729,ward_village_tract,manual_review,manual_review_remaining,,Paik Thei Ward,ပိုက်သည်ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:8811,ward_village_tract,manual_review,manual_review_remaining,,Myaw Chaung,မြောချောင်း,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1733,ward_village_tract,manual_review,manual_review_remaining,,Ah Shey Paing Ward,အရှေ့ပိုင်းရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1751,ward_village_tract,manual_review,manual_review_remaining,,Ah Shey Paing Ward,အရှေ့ပိုင်းရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1754,ward_village_tract,manual_review,manual_review_remaining,,Myaw Chaung Ward,မြောချောင်းရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1705,ward_village_tract,manual_review,manual_review_remaining,,Ah Lel Paing Ward,အလယ်ပိုင်းရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1722,ward_village_tract,manual_review,manual_review_remaining,,Ah Lel Paing Ward,အလယ်ပိုင်းရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2944,ward_village_tract,manual_review,manual_review_remaining,,No (105) Ward,အမှတ် (၁၀၅) ရပ်ကွက်,"Multiple plausible CoreMap candidates under matched hierarchy scope: 5185,5186"
_05_Ward:2945,ward_village_tract,manual_review,manual_review_remaining,,No (106) Ward,အမှတ် (၁၀၆) ရပ်ကွက်,"Multiple plausible CoreMap candidates under matched hierarchy scope: 5182,5183"
_05_Ward:3148,ward_village_tract,manual_review,manual_review_remaining,,Taung Bet Paing Ward,တောင်ဘက်ပိုင်းရပ်ကွက်,"Multiple plausible CoreMap candidates under matched hierarchy scope: 5113,5119"
_06-VillageTract:13102,ward_village_tract,manual_review,manual_review_remaining,,Min Ga Lar,မင်္ဂလာ,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2643,ward_village_tract,manual_review,manual_review_remaining,,Min Ga Lar Ward,မင်္ဂလာရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2601,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2602,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2603,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2604,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,ရပ်ကွက် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2605,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,ရပ်ကွက် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2606,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,ရပ်ကွက် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:11996,ward_village_tract,manual_review,manual_review_remaining,,Man Kat,မန်ကပ်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:12026,ward_village_tract,manual_review,manual_review_remaining,,Pang Hto Len,ပန်ထိုလင်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:12027,ward_village_tract,manual_review,manual_review_remaining,,Pang Hto Len,ပန်ထိုလင်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:11997,ward_village_tract,manual_review,manual_review_remaining,,Man Kat,မန်ကပ်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:12617,ward_village_tract,manual_review,manual_review_remaining,,Pang Hpein,ပန်ဖိန်း,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:12632,ward_village_tract,manual_review,manual_review_remaining,,Yawng Lan,ယောင်လန်း,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:12583,ward_village_tract,manual_review,manual_review_remaining,,Man Htan,မန်ထန်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:12584,ward_village_tract,manual_review,manual_review_remaining,,Man Htan,မန်ထန်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:12633,ward_village_tract,manual_review,manual_review_remaining,,Yawng Lan,ယောင်လန်း,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:12616,ward_village_tract,manual_review,manual_review_remaining,,Pang Hpein,ပန်ဖိန်း,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2410,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,ရပ်ကွက် (၁),Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2411,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,ရပ်ကွက် (၂),Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2412,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,ရပ်ကွက် (၃),Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2407,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2408,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2409,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:12332,ward_village_tract,manual_review,manual_review_remaining,,Nawng Hseng,နောင်ဆိုင်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:12333,ward_village_tract,manual_review,manual_review_remaining,,Nawng Hseng,နောင်ဆိုင်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2358,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2359,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2360,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2361,ward_village_tract,manual_review,manual_review_remaining,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2362,ward_village_tract,manual_review,manual_review_remaining,,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2355,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2356,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2357,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2374,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2375,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2376,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2377,ward_village_tract,manual_review,manual_review_remaining,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2378,ward_village_tract,manual_review,manual_review_remaining,,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:11840,ward_village_tract,manual_review,manual_review_remaining,,Loi Kan,လွယ်ကန်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:11841,ward_village_tract,manual_review,manual_review_remaining,,Loi Kan,လွယ်ကန်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:11908,ward_village_tract,manual_review,manual_review_remaining,,Loi An,လွယ်အံ,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:11909,ward_village_tract,manual_review,manual_review_remaining,,Loi An,လွယ်အံ,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:11678,ward_village_tract,manual_review,manual_review_remaining,,Kawng Hkan,ကောင်းခံ,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:11695,ward_village_tract,manual_review,manual_review_remaining,,Man Kyawng,မန်ကျောင်း,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:11696,ward_village_tract,manual_review,manual_review_remaining,,Man Kyawng,မန်ကျောင်း,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:11679,ward_village_tract,manual_review,manual_review_remaining,,Kawng Hkan,ကောင်းခံ,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2245,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2246,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2247,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2248,ward_village_tract,manual_review,manual_review_remaining,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2249,ward_village_tract,manual_review,manual_review_remaining,,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2250,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2251,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2252,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2253,ward_village_tract,manual_review,manual_review_remaining,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2254,ward_village_tract,manual_review,manual_review_remaining,,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2336,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2337,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2338,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2333,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2334,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2335,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2273,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2274,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2275,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2276,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2277,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2278,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2189,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2190,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2191,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2183,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2184,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2185,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2217,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2218,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2219,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2231,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2232,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:2233,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:229,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:236,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:237,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:238,ward_village_tract,manual_review,manual_review_remaining,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:244,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:245,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:246,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:225,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:226,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:227,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:228,ward_village_tract,manual_review,manual_review_remaining,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:222,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:223,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:224,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:206,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:207,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:199,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:200,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:1835,ward_village_tract,manual_review,manual_review_remaining,,Hpa Yar Kone,ဘုရားကုန်း,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:1879,ward_village_tract,manual_review,manual_review_remaining,,Nyaung Pin Thar,ညောင်ပင်သာ,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:1880,ward_village_tract,manual_review,manual_review_remaining,,Nyaung Pin Thar,ညောင်ပင်သာ,Unresolved duplicate create for same normalized hierarchy path
_06-VillageTract:1836,ward_village_tract,manual_review,manual_review_remaining,,Hpa Yar Kone,ဘုရားကုန်း,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:305,ward_village_tract,manual_review,manual_review_remaining,,Myo Ma Ward,မြို့မရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:297,ward_village_tract,manual_review,manual_review_remaining,,Myo Ma Ward,မြို့မရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:70,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:71,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:72,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:73,ward_village_tract,manual_review,manual_review_remaining,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:74,ward_village_tract,manual_review,manual_review_remaining,,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:43,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:44,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:45,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:46,ward_village_tract,manual_review,manual_review_remaining,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:47,ward_village_tract,manual_review,manual_review_remaining,,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:177,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:178,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:179,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:180,ward_village_tract,manual_review,manual_review_remaining,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:168,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:169,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
