postal_code,source_row_count_en,source_row_count_my,region_name_en,region_name_my,township_name_en,township_name_my,locality_name_en,locality_name_my,locality_type,township_pcode,township_admin_area_id,local_pcode,local_admin_area_id,match_status,match_method,candidate_township_pcodes,candidate_local_pcodes,review_reason
0101215,1,1,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Ho Kat Village Tract,ဟိုကပ် ကျေးရွာအုပ်စု,village_tract,MMR001001,6610,MMR001001016,,township_only,exact_township_name,MMR001001,MMR001001016,
0101216,1,1,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,San Kin Village Tract,စံကင်း ကျေးရွာအုပ်စု,village_tract,MMR001001,6610,MMR001001017,,township_only,exact_township_name,MMR001001,MMR001001017,
0101217,1,1,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Ah Kye Village Tract,အကြဲ ကျေးရွာအုပ်စု,village_tract,MMR001001,6610,MMR001001018,,township_only,exact_township_name,MMR001001,MMR001001018,
0101218,1,1,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Myin Thar Village Tract,မြင်သာ ကျေးရွာအုပ်စု,village_tract,MMR001001,6610,MMR001001019,,township_only,exact_township_name,MMR001001,MMR001001019,
0101219,1,1,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Yae Nar Pin Lon Village Tract,ရေနားပင်လုံ ကျေးရွာအုပ်စု,village_tract,MMR001001,6610,MMR001001020,,township_only,exact_township_name,MMR001001,MMR001001020,
0101220,1,1,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Pin Taw Village Tract,ပင်တော် ကျေးရွာအုပ်စု,village_tract,MMR001001,6610,MMR001001021,,township_only,exact_township_name,MMR001001,MMR001001021,
0101221,1,1,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Taw Pin Lon Village Tract,တောပင်လုံ ကျေးရွာအုပ်စု,village_tract,MMR001001,6610,MMR001001022,,township_only,exact_township_name,MMR001001,MMR001001022,
0101222,1,1,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Man Kin Village Tract,မံကင်း ကျေးရွာအုပ်စု,village_tract,MMR001001,6610,MMR001001023,,township_only,exact_township_name,MMR001001,MMR001001023,
0101223,1,1,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Wea Gyi Village Tract,ဝဲကြီး ကျေးရွာအုပ်စု,village_tract,MMR001001,6610,MMR001001024,,township_only,exact_township_name,MMR001001,MMR001001024,
0101224,1,1,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Nawng Pwe Village Tract,နောင်ပွဲ ကျေးရွာအုပ်စု,village_tract,MMR001001,6610,MMR001001025,,township_only,exact_township_name,MMR001001,MMR001001025,
