duplicate_type,admin_level,parent_id,normalized_name,admin_area_ids,name_row_ids,row_count,review_reason
exact_duplicate_name_rows,,,မော်လိုက်,5021,7133;7882,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,မော်လိုက်,5022,7293;7854,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ကျွန်းလှ,5023,7265;8094,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ကော့ကရိတ်,5030,7238;7564,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ကော့ကရိတ်,5031,7118;8266,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,မြဝတီ,5032,7143;7908,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,မြဝတီ,5033,7333;7642,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ဘုတ်ပြင်း,5035,7179;7836,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ဘုတ်ပြင်း,5036,5228;7994,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,သထုံ,5053,7436;8186,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,သထုံ,5054,7161;7652,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,မွန်,5089,7099;7862,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,မာန်အောင်,5091,7328;7536,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,မော်လမြိုင်,5099,7134;7760,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ကွမ်းခြံကုန်း,5112,7245;8360,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ကော့မှူး,5125,7237;8158,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,တွံတေး,5134,5193;8068,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ခရမ်း,5142,7241;7574,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,သုံးခွ,5145,7442;8092,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ဒဂုံသစ်အရှေ့ပိုင်း,5165,7084;8036,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ဒဂုံသစ်,5170,5184;7794,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ကျောက်ဖြူ,5199,7255;8278,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,သန်လျင်,5211,7434;7544,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ဒဂုံသစ်တောင်ပိုင်း,5231,7085;7594,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,တောင်ဥက္ကလာပ,5267,7090;8058,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ရန်ကုန်,5271,7470;8304,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,သင်္ဃန်းကျွန်း,5282,5186;7972,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ကမာရွတ်,5306,7229;7966,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ကမာရွတ်,5310,5183;8230,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,သင်္ဃန်းကျွန်း,5344,7087;8184,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ဒေါပုံ,5395,7193;8128,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ဒဂုံ,5505,7189;8118,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ကျောက်တံတား,5510,5192;8172,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,တာမွေ,5568,7416;7962,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,လှိုင်သာယာအနောက်ပိုင်း,5675,5017;8114,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,အင်းစိန်,5690,7225;8170,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,အင်းစိန်,5696,5194;7608,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,မရမ်းကုန်း,5706,5187;7568,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ဒဂုံသစ်မြောက်ပိုင်း,5722,7083;8064,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,မြောက်ဥက္ကလာပ,5772,7353;7900,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,မင်္ဂလာဒုံ,5802,5195;7928,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ပန်းတနော်,5853,7510;8126,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,မှော်ဘီ,5856,7210;8368,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,လှည်းကူး,5857,7209;7620,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,လှည်းကူး,5858,5190;8222,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,သနပ်ပင်,5865,7430;7562,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ကဝ,5873,7236;8148,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ဘားအံ,5877,7213;7602,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ဘားအံ,5878,7114;8228,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ကရင်,5879,7096;8152,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,လှိုင်းဘွဲ,5880,7207;7902,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ဘီးလင်း,5881,7177;8338,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ကျိုက်ထို,5882,5221;7934,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ကျိုက်ထို,5889,7249;7822,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ဒိုက်ဦး,5911,7190;8268,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ရွှေကျင်,5920,7403;7816,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ဝေါ,5922,7451;7846,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ပဲခူး,5923,7105;8084,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ကျောက်တံခါး,5925,7258;7884,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ကျောက်ကြီး,5941,7252;7740,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ဖြူး,5942,7376;7600,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,အုတ်တွင်း,5943,7358;8260,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,မယ်စဲ့,5960,5217;7746,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,မယ်စဲ့,5962,7298;7982,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,တောင်ငူ,5970,7159;7894,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ထန်းတပင်,5971,7220;8256,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ဘော်လခဲ,5974,7106;7684,2,Remove exact duplicate name rows while preserving one row and useful aliases
exact_duplicate_name_rows,,,ဖာပွန်,5978,7215;8350,2,Remove exact duplicate name rows while preserving one row and useful aliases
