postal_code,source_row_count_en,source_row_count_my,region_name_en,region_name_my,township_name_en,township_name_my,locality_name_en,locality_name_my,locality_type,township_pcode,township_admin_area_id,local_pcode,local_admin_area_id,match_status,match_method,candidate_township_pcodes,candidate_local_pcodes,review_reason
0807206,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Kyar La Har Village Tract,ကြာလဟာ ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807207,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Kan Myint Village Tract,ကံမြင့် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807208,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Kyon Thin Village Tract,ကျုံသင် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807209,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Kawt Win Village Tract,ကော့ဝင်း ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807210,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Nyaung Thone Gwa Village Tract,ညောင်သုံးခွ ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807211,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Moe Net Village Tract,မိုးနက် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807212,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Nyaung Kaing Village Tract,ညောင်ကိုင်း ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807213,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Ka Dut Village Tract,ကဒွတ် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807214,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Kyon Ye Village Tract,ကျုံရဲ ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807215,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Bo Ka Taw Village Tract,ဘိုကတော် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807216,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Let Pan Thone Pin Village Tract,လက်ပံသုံးပင် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807217,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Ka Mar Ka Ban Village Tract,ကမာကဘန် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807218,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Hpa Yar Pyo Village Tract,ဘုရားပျို ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807219,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Htein Ta Pin Village Tract,ထိန်တပင် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807220,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Zee Hpyu Kone Village Tract,ဇီးဖြူကုန်း ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807221,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Win Ka Dat Village Tract,ဝင်းကဒတ် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807222,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Taw Gyi Village Tract,တောကြီး ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807223,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Shan Kaing Village Tract,ရှမ်းကိုင်း ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807224,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Ah Htet Pan Nyo Village Tract,အထက်ပန်းညို ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807225,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Tha Pyay Kan Village Tract,သပြေကန် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807226,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Nyaung Khar Shey Village Tract,ညောင်ခါးရှည် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807227,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Hmon Ka Tone Village Tract,မှုံကတုံး ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807228,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Sat Thwar Chon Village Tract,ဆပ်သွားခြုံ ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807229,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Ah Byar Hnget Chay Win Village Tract,အဗျားငှက်ချေးဝင်း ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807230,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Ah Byar Ah Lel Su Village Tract,အဗျားအလယ်စု ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807231,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Ah Byar Bo Te Village Tract,အဗျားဗိုလ်တဲ ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807232,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Boe Pyan Village Tract,ဘိုးပြန် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807233,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Boe Sa Bai Village Tract,ဘိုးစပါယ် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807234,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Ah Byar Hta Min Saing Village Tract,အဗျားထမင်းဆိုင် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807235,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Saing Ti Su Village Tract,စိုင်တီစု ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807236,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Inn Taing su Village Tract,အင်းတိုင်စု ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807237,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Ta Mar Ta Kay Village Tract,တမာတကေ ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807238,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Khin Tan Gyi Village Tract,ခင်တန်းကြီး ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807239,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Boe U Sein Village Tract,ဘိုးဦးစိန် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807240,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Lay Ein Su Village Tract,လေးအိမ်စု ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807241,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Myit Kyoe Village Tract,မြစ်ကျိုး ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807242,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Gwayt Gyi Village Tract,ဂွေ့ကြီး ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807243,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Bagan Village Tract,ပုဂံ ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807244,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Let Pan Village Tract,လက်ပန် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807245,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Ta Naw Kyun Village Tract,တနော်ကျွန်း ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807246,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Oke Hpo Village Tract,အုတ်ဖို ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807247,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Thu Ye Thu Mein Village Tract,သူရဲသူမိန် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807248,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Sin Village Tract,ဆင် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807249,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Da La Nwan Village Tract,ဒလနွမ်း ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807250,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Waing Pat Village Tract,ဝိုင်းပါတ် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807251,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Ah Bar Village Tract,အဘား ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807252,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Ka Pin Village Tract,ကပင် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807253,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Set Su Village Tract,စက်စု ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807254,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Thu Htay Kone Village Tract,သူဌေးကုန်း ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807255,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Auk Gwayt Gyi Village Tract,အောက်ဂွေ့ကြီး ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807256,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Boe Sein Dar Su Village Tract,ဘိုးစိန္ဒာစု ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0807257,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Waw Township,ဝေါ မြို့နယ်,Kayin Su Village Tract,ကရင်စု ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808001,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Zay Paing Quarter,ဈေးပိုင်း ရပ်ကွက်,ward,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808002,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Auk Su Paing Quarter,အောက်စုပိုင်း ရပ်ကွက်,ward,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808003,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Hpa Yar Gyi Paing Quarter,ဘုရားကြီးပိုင်း ရပ်ကွက်,ward,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808004,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Bu Tar Paing Quarter,ဘူတာပိုင်း ရပ်ကွက်,ward,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808005,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Set Kone Paing Quarter,စက်ကုန်းပိုင်း ရပ်ကွက်,ward,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808006,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Ywar Thit Paing Quarter,ရွာသစ်ပိုင်း ရပ်ကွက်,ward,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808200,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Yae Kyaw Village Tract,ရေကျော် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808201,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Ma Kyet Su Village Tract,မကြက်စု ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808202,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Ka Laing Village Tract,ကလိုင် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808203,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Sun Pi Village Tract,စွန်ပိ ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808204,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Ka Mar Hpa Yan Village Tract,ကမာဖရန် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808205,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Hpa Ye Village Tract,ဖရဲ ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808206,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Ngar Gyi Win Village Tract,ငါးကြီးဝင်း ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808207,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Htaung Min Village Tract,ထောင်မင်း ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808208,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Tar Wa Yae Ta Khar Village Tract,တာဝရေတံခါး ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808209,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Ka Thea Kone Village Tract,ကသဲကုန်း ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808210,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Kyaik Pa Daing Gyi Village Tract,ကျိုက်ပဒိုင်ကြီး ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808211,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Kyaik Pa Daing Lay Village Tract,ကျိုက်ပဒိုင်လေး ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808212,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Sint Oe Bo Village Tract,စဉ့်အိုးဘို ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808213,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Ta Khun Taing (West) Village Tract,တံခွန်တိုင် (နောက်) ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808214,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Kyaik Me Village Tract,ကျိုက်မဲ ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808215,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Moe Khaing Gyi Village Tract,မိုးခိုင်ကြီး ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808216,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Moe Khaing Lay Village Tract,မိုးခိုင်လေး ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808217,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Ah Paing Village Tract,အပိုင် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808218,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Zee Pin Village Tract,ဇီးပင် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808219,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Kha Yan Village Tract,ခရမ်း ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808220,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Kha Yan Nyaung Pin Village Tract,ခရမ်းညောင်ပင် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808221,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Min Ywar Tar Wa Village Tract,မင်းရွာတာဝ ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808222,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Min Village Tract,မင်း ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808223,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Min Ywar Kyaung Su Village Tract,မင်းရွာကျောင်းစု ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808224,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Kyu Chaung Village Tract,ကျူချောင်း ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808225,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Auk Ta Ke Village Tract,အောက်တကဲ ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808226,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Kyun Gyi Village Tract,ကျွန်းကြီး ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808227,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Kyon Par Village Tract,ကျုံပါ ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808228,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Wea Pyan Village Tract,ဝဲပြန် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808229,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Nyaung Pin Su Village Tract,ညောင်ပင်စု ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808230,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Auk Thaung Village Tract,အောက်သောင် ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808231,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Kyee Pin Su Village Tract,ကျီးပင်စု ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808232,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Tha Nat Tan Village Tract,သနတ္တန်း ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
0808233,1,1,Bago Region (East),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),Thanatpin Township,သနပ်ပင် မြို့နယ်,Shwe Hlay Su Village Tract,ရွှေလှေစု ကျေးရွာအုပ်စု,village_tract,,,,,unmatched_postal_locality,,,,Identity is not proven; do not guess or create geometry
