postal_code,region_name_en,region_name_my,township_name_en,township_name_my,locality_name_en,locality_name_my,locality_type,township_admin_area_id,local_admin_area_id,match_status,match_method,review_reason
1121015,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Tamwe Township,တာမွေ မြို့နယ်,Nat Chaung Quarter,နတ်ချောင်း ရပ်ကွက်,ward,5568,5558,linked_local_area,exact_local_under_township,Unique local admin under matched township
1121016,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Tamwe Township,တာမွေ မြို့နယ်,Tar Mway Gyi (Ka Gyi + Ga Nge) Quarter,တာမွေကြီး (က+ဂ) ရပ်ကွက်,ward,5568,5569,linked_local_area,exact_local_under_township,Unique local admin under matched township
1121017,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Tamwe Township,တာမွေ မြို့နယ်,Tar Mway Gyi (Kha Gway) Quarter,တာမွေကြီး (ခ) ရပ်ကွက်,ward,5568,5314,linked_local_area,exact_local_under_township,Unique local admin under matched township
1121018,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Tamwe Township,တာမွေ မြို့နယ်,Myit Tar Nyunt Quarter,မေတ္တာညွန့် ရပ်ကွက်,ward,5568,5329,linked_local_area,exact_local_under_township,Unique local admin under matched township
1121019,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Tamwe Township,တာမွေ မြို့နယ်,Tar Mway Lay Quarter,တာမွေလေး ရပ်ကွက်,ward,5568,5328,linked_local_area,exact_local_under_township,Unique local admin under matched township
1121020,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Tamwe Township,တာမွေ မြို့နယ်,Man Aung Quarter,မာန်အောင် ရပ်ကွက်,ward,5568,5322,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122001,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,U Yin Quarter,ဥယျာဉ် ရပ်ကွက်,ward,5538,5543,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122002,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,San Pya Hpa Sa Pa La Quarter,စံပြ ဖ-ဆ-ပ-လ ရပ်ကွက်,ward,5538,5513,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122003,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,Kan Taw Ka Lay (North) Quarter,ကန်တော်ကလေး (မြောက်) ရပ်ကွက်,ward,5538,5542,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122004,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,Kan Taw Ka Lay (West) Quarter,ကန်တော်ကလေး (အနောက်) ရပ်ကွက်,ward,5538,5514,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122005,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,Kan Taw Ka Lay (East) Quarter,ကန်တော်ကလေး (အရှေ့) ရပ်ကွက်,ward,5538,5515,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122006,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,Kan Taw Ka Lay (South) Quarter,ကန်တော်ကလေး (တောင်) ရပ်ကွက်,ward,5538,5517,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122007,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,Thein Hpyu Mee Ya Htar Quarter,သိမ်ဖြူမီးရထား ရပ်ကွက်,ward,5538,5503,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122008,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,Lut Lat Yay Quarter,လွတ်လပ်ရေး ရပ်ကွက်,ward,5538,5518,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122009,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,Hpoet Myay Quarter,ဖို့မြေ ရပ်ကွက်,ward,5538,5504,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122010,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,Taung Nyunt Mee Ya Htar Quarter,တောင်ညွန့်မီးရထား ရပ်ကွက်,ward,5538,5516,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122011,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,Min Ga Lar Taung Nyunt Quarter,မင်္ဂလာတောင်ညွန့် ရပ်ကွက်,ward,5538,5526,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122012,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,Kyee Taw Quarter,ကျီတော် ရပ်ကွက်,ward,5538,5520,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122013,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,Taung Lone Pyan Quarter,တောင်လုံးပြန် ရပ်ကွက်,ward,5538,5508,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122014,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,Yae Twin Kone Quarter,ရေတွင်းကုန်း ရပ်ကွက်,ward,5538,5527,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122015,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,The Pyay Kone Quarter,သပြေကုန်း ရပ်ကွက်,ward,5538,5541,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122016,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,Thar Yar Kone Quarter,သာယာကုန်း ရပ်ကွက်,ward,5538,5528,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122017,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,Pa Thein Nyunt Quarter,ပုသိမ်ညွန့် ရပ်ကွက်,ward,5538,5549,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122018,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,Ma Hlwa Kone Mee Ya Htar Quarter,မလွှကုန်းမီးရထား ရပ်ကွက်,ward,5538,5532,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122019,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,Sat San Quarter,စက်ဆန်း ရပ်ကွက်,ward,5538,5529,linked_local_area,exact_local_under_township,Unique local admin under matched township
1122020,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Mingalartaungnyunt Township,မင်္ဂလာတောင်ညွန့် မြို့နယ်,Ku Toet Seik Quarter,ကူးတို့ဆိပ် ရပ်ကွက်,ward,5538,5531,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123001,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,Set Hmu Let Hmu Quarter,စက်မှုလက်မှု ရပ်ကွက်,ward,5388,5380,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123002,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,No (1) Ah Naw Mar Quarter,အမှတ် (၁) အနော်မာ ရပ်ကွက်,ward,5388,5383,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123003,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,No (1) Htu Par Yon Quarter,အမှတ် (၁) ထူပါရုံ ရပ်ကွက်,ward,5388,5384,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123004,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,No (2) (South) Quarter,အမှတ် (၂) (တောင်) ရပ်ကွက်,ward,5388,5393,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123005,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,No (2) (North) Quarter,အမှတ် (၂) (မြောက်) ရပ်ကွက်,ward,5388,5379,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123006,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,No (3) Yan Pyay Quarter,အမှတ် (၃) ရန်ပြေ ရပ်ကွက်,ward,5388,5396,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123007,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,No (3) Man Pyay Quarter,အမှတ် (၃) မာန်ပြေ ရပ်ကွက်,ward,5388,5397,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123008,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,No (4) (South) Quarter,အမှတ် (၄)  (တောင်) ရပ်ကွက်,ward,5388,5416,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123009,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,No (4) (North) Quarter,အမှတ် (၄) (မြောက်) ရပ်ကွက်,ward,5388,5398,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123010,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,No (5) Quarter,အမှတ် (၅) ရပ်ကွက်,ward,5388,5399,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123011,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,No (6)  (East) Quarter,အမှတ် (၆) (အရှေ့) ရပ်ကွက်,ward,5388,5390,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123012,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,No (6) (West) Quarter,အမှတ် (၆) (အနောက်) ရပ်ကွက်,ward,5388,5389,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123013,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,No (7)  (East) Quarter,အမှတ် (၇) (အရှေ့) ရပ်ကွက်,ward,5388,5386,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123014,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,No (7) (West) Quarter,အမှတ် (၇) (အနောက်) ရပ်ကွက်,ward,5388,5385,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123015,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,No (8) Quarter,အမှတ် (၈) ရပ်ကွက်,ward,5388,5378,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123016,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,No (9) Quarter,အမှတ် (၉) ရပ်ကွက်,ward,5388,5377,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123017,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,No (10)  (South) Quarter,အမှတ် (၁၀)  (တောင်) ရပ်ကွက်,ward,5388,5374,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123018,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,No (10)  (North) Quarter,အမှတ် (၁၀) (မြောက်) ရပ်ကွက်,ward,5388,5375,linked_local_area,exact_local_under_township,Unique local admin under matched township
1123019,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa Township,သာကေတ မြို့နယ်,Shu Khin Thar Quarter,ရှုခင်းသာ ရပ်ကွက်,ward,5388,5400,linked_local_area,exact_local_under_township,Unique local admin under matched township
1124001,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dawbon Township,ဒေါပုံ မြို့နယ်,Nwe Aye Quarter,နွယ်အေး ရပ်ကွက်,ward,5395,5391,linked_local_area,exact_local_under_township,Unique local admin under matched township
1124002,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dawbon Township,ဒေါပုံ မြို့နယ်,Bamar Aye Quarter,ဗမာအေး ရပ်ကွက်,ward,5395,5382,linked_local_area,exact_local_under_township,Unique local admin under matched township
1124003,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dawbon Township,ဒေါပုံ မြို့နယ်,Bo Htun Zan Quarter,ဗိုလ်ထွန်းဇံ ရပ်ကွက်,ward,5395,5392,linked_local_area,exact_local_under_township,Unique local admin under matched township
1124004,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dawbon Township,ဒေါပုံ မြို့နယ်,Kyi Su Quarter,ကြည်စု ရပ်ကွက်,ward,5395,5525,linked_local_area,exact_local_under_township,Unique local admin under matched township
1124005,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dawbon Township,ဒေါပုံ မြို့နယ်,Say Sat Quarter,ဆေးစက် ရပ်ကွက်,ward,5395,5523,linked_local_area,exact_local_under_township,Unique local admin under matched township
1124006,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dawbon Township,ဒေါပုံ မြို့နယ်,Myo Thit Quarter,မြို့သစ် ရပ်ကွက်,ward,5395,5522,linked_local_area,exact_local_under_township,Unique local admin under matched township
1124007,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dawbon Township,ဒေါပုံ မြို့နယ်,Pa Thein Myay Ward Quarter,ပုသိမ်မြေ ရပ်ကွက်,ward,5395,5524,linked_local_area,exact_local_under_township,Unique local admin under matched township
1124008,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dawbon Township,ဒေါပုံ မြို့နယ်,War So Quarter,ဝါဆို ရပ်ကွက်,ward,5395,5521,linked_local_area,exact_local_under_township,Unique local admin under matched township
1124009,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dawbon Township,ဒေါပုံ မြို့နယ်,Aung Chan Thar Quarter,အောင်ချမ်းသာ ရပ်ကွက်,ward,5395,5413,linked_local_area,exact_local_under_township,Unique local admin under matched township
1124010,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dawbon Township,ဒေါပုံ မြို့နယ်,La Mu Tan Quarter,လမုတန်း ရပ်ကွက်,ward,5395,5421,linked_local_area,exact_local_under_township,Unique local admin under matched township
1124011,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dawbon Township,ဒေါပုံ မြို့နယ်,Ya Mon Nar (2) Quarter,ယမုံနာ (၂) ရပ်ကွက်,ward,5395,5420,linked_local_area,exact_local_under_township,Unique local admin under matched township
1124012,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dawbon Township,ဒေါပုံ မြို့နယ်,Ya Mon Nar (1) Quarter,ယမုံနာ (၁) ရပ်ကွက်,ward,5395,5418,linked_local_area,exact_local_under_township,Unique local admin under matched township
1124013,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dawbon Township,ဒေါပုံ မြို့နယ်,Zay Yar Thi Ri Quarter,ဇေယျာသီရိ ရပ်ကွက်,ward,5395,5419,linked_local_area,exact_local_under_township,Unique local admin under matched township
1124014,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dawbon Township,ဒေါပုံ မြို့နယ်,Thin Baw Kyin Quarter,သင်္ဘောကျင်း ရပ်ကွက်,ward,5395,5417,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125001,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,ward,5808,5814,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125002,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,ward,5808,5818,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125003,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,ward,5808,5821,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125004,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,ward,5808,5805,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125005,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (5) Quarter,အမှတ် (၅) ရပ်ကွက်,ward,5808,5819,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125006,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (6) Quarter,အမှတ် (၆) ရပ်ကွက်,ward,5808,5820,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125007,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (7) Quarter,အမှတ် (၇) ရပ်ကွက်,ward,5808,5810,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125008,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (8) Quarter,အမှတ် (၈) ရပ်ကွက်,ward,5808,5809,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125009,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (9) Quarter,အမှတ် (၉) ရပ်ကွက်,ward,5808,5807,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125010,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (10) Quarter,အမှတ် (၁၀) ရပ်ကွက်,ward,5808,5806,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125011,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (11) Quarter,အမှတ် (၁၁) ရပ်ကွက်,ward,5808,5817,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125012,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (12) Quarter,အမှတ် (၁၂) ရပ်ကွက်,ward,5808,5813,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125013,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (13) Quarter,အမှတ် (၁၃) ရပ်ကွက်,ward,5808,5816,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125014,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (14) Quarter,အမှတ် (၁၄) ရပ်ကွက်,ward,5808,5804,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125015,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (15) Quarter,အမှတ် (၁၅) ရပ်ကွက်,ward,5808,5803,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125016,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (16) Quarter,အမှတ် (၁၆) ရပ်ကွက်,ward,5808,5829,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125017,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (17) Quarter,အမှတ် (၁၇) ရပ်ကွက်,ward,5808,5828,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125018,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (18) Quarter,အမှတ် (၁၈) ရပ်ကွက်,ward,5808,5815,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125019,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (19) Quarter,အမှတ် (၁၉) ရပ်ကွက်,ward,5808,5823,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125020,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (20) Quarter,အမှတ် (၂၀) ရပ်ကွက်,ward,5808,5822,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125021,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (21) Quarter,အမှတ် (၂၁) ရပ်ကွက်,ward,5808,5827,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125022,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (22) Quarter,အမှတ် (၂၂) ရပ်ကွက်,ward,5808,5826,linked_local_area,exact_local_under_township,Unique local admin under matched township
1125023,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar Township,ရွှေပြည်သာ မြို့နယ်,No (23) Quarter,အမှတ် (၂၃) ရပ်ကွက်,ward,5808,5825,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126001,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,Tha Ma Ta Kan Chay Quarter,သမတကမ်းခြေ ရပ်ကွက်,ward,5133,5448,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126002,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,Ant Gyi Ah Shey (Ant Gyi) Quarter,အံ့ကြီးအရှေ့ (အံ့ကြီး) ရပ်ကွက်,ward,5133,5451,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126003,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,Ant Gyi Ah Nauk (Pyin Ma Kone) Quarter,အံ့ကြီးအနောက် (ပျဉ်းမကုန်း) ရပ်ကွက်,ward,5133,5131,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126004,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,No (6) Quarter,အမှတ် (၆) ရပ်ကွက်,ward,5133,5129,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126005,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,No (11/14) Quarter,အမှတ် (၁၁/၁၄) ရပ်ကွက်,ward,5133,5130,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126006,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,Nyaung Kone Quarter,ညောင်ကုန်း ရပ်ကွက်,ward,5133,5132,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126007,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,Myo Ma Ah Paing (1) Quarter,မြို့မအပိုင်း (၁) ရပ်ကွက်,ward,5133,5450,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126008,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,Myo Ma Ah Paing (2) Quarter,မြို့မအပိုင်း (၂) ရပ်ကွက်,ward,5133,5449,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126009,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,Myo Ma Ah Paing (3) Quarter,မြို့မအပိုင်း (၃) ရပ်ကွက်,ward,5133,5452,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126010,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,Myo Ma Ah Paing (4) Quarter,မြို့မအပိုင်း (၄) ရပ်ကွက်,ward,5133,5453,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126011,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,Aung Min Ga Lar Quarter,အောင်မင်္ဂလာ ရပ်ကွက်,ward,5133,5454,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126012,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,BI / IF Quarter,ဘီအိုင်/အိုင်အက်ဖ် ရပ်ကွက်,ward,5133,5459,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126013,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,Set Myay Quarter,စက်မြေ ရပ်ကွက်,ward,5133,5456,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126014,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,Ka Mar Ka Thwei Quarter,ကမာကသွယ် ရပ်ကွက်,ward,5133,5457,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126015,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,Ka Mar Ka Sit Quarter,ကမာကဆစ် ရပ်ကွက်,ward,5133,5455,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126016,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,Hmaw Set Quarter,မှော်စက် ရပ်ကွက်,ward,5133,5470,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126017,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,Sar Par Chaung /Kyaung Su Quarter,ဆာပါချောင်/ကျောင်းစု ရပ်ကွက်,ward,5133,5468,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126018,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,Kyan Sit Thar Quarter,ကျန်စစ်သား ရပ်ကွက်,ward,5133,5466,linked_local_area,exact_local_under_township,Unique local admin under matched township
1126019,Yangon Region,ရန်ကုန်တိုင်းဒေသကြီး,Dala Township,ဒလ မြို့နယ်,Ta Pin Shwe Htee Quarter,တပင်ရွှေထီး ရပ်ကွက်,ward,5133,5464,linked_local_area,exact_local_under_township,Unique local admin under matched township
