postal_code,region_name_en,region_name_my,township_name_en,township_name_my,locality_name_en,locality_name_my,locality_type,township_admin_area_id,local_admin_area_id,match_status,match_method,review_reason
0501018,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Aungmyaythazan Township,အောင်မြေသာစံ မြို့နယ်,Thi Ri Mar Lar (West) Quarter,သီရိမာလာ (အနောက်) ရပ်ကွက်,ward,6535,6026,linked_local_area,exact_local_under_township,Unique local admin under matched township
0501019,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Aungmyaythazan Township,အောင်မြေသာစံ မြို့နယ်,Ma Har Zay Yar Bon Quarter,မဟာဇေယျာဘုံ ရပ်ကွက်,ward,6535,6246,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502001,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Aung Nan Yeik Thar (East) Quarter,အောင်နန်းရိပ်သာ (အရှေ့) ရပ်ကွက်,ward,6237,6128,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502002,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Aung Nan Yeik Thar (West) Quarter,အောင်နန်းရိပ်သာ (အနောက်) ရပ်ကွက်,ward,6237,6234,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502003,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Chan Aye Thar Zan (East) Quarter,ချမ်းအေးသာစံ (အရှေ့) ရပ်ကွက်,ward,6237,6180,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502004,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Chan Aye Thar Zan (Middle) Quarter,ချမ်းအေးသာစံ (အလယ်) ရပ်ကွက်,ward,6237,6156,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502005,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Chan Aye Thar Zan (West) Quarter,ချမ်းအေးသာစံ (အနောက်) ရပ်ကွက်,ward,6237,5824,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502006,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Day Wun (West) Quarter,ဒေးဝန်း (အနောက်) ရပ်ကွက်,ward,6237,6231,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502007,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Hay Mar Za La Quarter,ဟေမာဇလ ရပ်ကွက်,ward,6237,5730,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502008,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Kan Kauk Quarter,ကံကောက် ရပ်ကွက်,ward,6237,6252,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502009,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Kit Sa Na Ma Hi Quarter,ကဉ္စနမဟီ ရပ်ကွက်,ward,6237,6236,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502010,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Maw Ra Gi War Quarter,မောရဂီဝါ ရပ်ကွက်,ward,6237,6235,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502011,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Pat Kone Pyaw Bwei Quarter,ပါတ်ကုန်းပျော်ဘွယ် ရပ်ကွက်,ward,6237,6249,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502012,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Pat Kone Wun Kyin Quarter,ပါတ်ကုန်းဝန်းကျင် ရပ်ကွက်,ward,6237,6247,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502013,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Pyi Gyi Myet Hman Quarter,ပြည်ကြီးမျက်မှန် ရပ်ကွက်,ward,6237,6248,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502014,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Pyi Gyi Myet Shin Quarter,ပြည်ကြီးမျက်ရှင် ရပ်ကွက်,ward,6237,6251,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502015,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Pyi Gyi Pyawbwe (East) Quarter,ပြည်ကြီးပျော်ဘွယ် (အရှေ့) ရပ်ကွက်,ward,6237,6233,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502016,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Pyi Gyi Pyawbwe (West) Quarter,ပြည်ကြီးပျော်ဘွယ် (အနောက်) ရပ်ကွက်,ward,6237,6232,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502017,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Seik Ta Ra Ma Hi Quarter,စိတ္တရမဟီ ရပ်ကွက်,ward,6237,6195,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502018,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Thi Ri Hay Mar (East) Quarter,သီရိဟေမာ (အရှေ့) ရပ်ကွက်,ward,6237,6229,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502019,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Thi Ri Hay Mar (West) Quarter,သီရိဟေမာ (အနောက်) ရပ်ကွက်,ward,6237,6060,linked_local_area,exact_local_under_township,Unique local admin under matched township
0502020,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanayethazan Township,ချမ်းအေးသာစံ မြို့နယ်,Yan Myo Lon Quarter,ရန်မျိုးလုံ ရပ်ကွက်,ward,6237,6250,linked_local_area,exact_local_under_township,Unique local admin under matched township
0503001,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahaaungmyay Township,မဟာအောင်မြေ မြို့နယ်,Ma Har Nwe Sin Quarter,မဟာနွယ်စင် ရပ်ကွက်,ward,6259,6257,linked_local_area,exact_local_under_township,Unique local admin under matched township
0503002,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahaaungmyay Township,မဟာအောင်မြေ မြို့နယ်,Set Kyar Nwe Sin Quarter,စကြာနွယ်စဉ် ရပ်ကွက်,ward,6259,5993,linked_local_area,exact_local_under_township,Unique local admin under matched township
0503003,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahaaungmyay Township,မဟာအောင်မြေ မြို့နယ်,Hay Ma Mar Lar (North) Quarter,ဟေမမာလာ (မြောက်) ရပ်ကွက်,ward,6259,6157,linked_local_area,exact_local_under_township,Unique local admin under matched township
0503004,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahaaungmyay Township,မဟာအောင်မြေ မြို့နယ်,Hay Ma Mar Lar (South) Quarter,ဟေမမာလာ (တောင်) ရပ်ကွက်,ward,6259,6258,linked_local_area,exact_local_under_township,Unique local admin under matched township
0503005,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahaaungmyay Township,မဟာအောင်မြေ မြို့နယ်,Ya Da Nar Bon Mi (East) Quarter,ရတနာဘုမ္မိ (အရှေ့) ရပ်ကွက်,ward,6259,6261,linked_local_area,exact_local_under_township,Unique local admin under matched township
0503006,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahaaungmyay Township,မဟာအောင်မြေ မြို့နယ်,Ya Da Nar Bon Mi (West) Quarter,ရတနာဘုမ္မိ (အနောက်) ရပ်ကွက်,ward,6259,5964,linked_local_area,exact_local_under_township,Unique local admin under matched township
0503007,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahaaungmyay Township,မဟာအောင်မြေ မြို့နယ်,Ma Har Aung Myay (East) Quarter,မဟာအောင်မြေ (အရှေ့) ရပ်ကွက်,ward,6259,6260,linked_local_area,exact_local_under_township,Unique local admin under matched township
0503008,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahaaungmyay Township,မဟာအောင်မြေ မြို့နယ်,Ma Har Aung Myay (West) Quarter,မဟာအောင်မြေ (အနောက်) ရပ်ကွက်,ward,6259,6263,linked_local_area,exact_local_under_township,Unique local admin under matched township
0503009,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahaaungmyay Township,မဟာအောင်မြေ မြို့နယ်,Shwe Hpone Shein Quarter,ရွှေဘုန်းရှိန် ရပ်ကွက်,ward,6259,6265,linked_local_area,exact_local_under_township,Unique local admin under matched township
0503010,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahaaungmyay Township,မဟာအောင်မြေ မြို့နယ်,Chan Mya Thar Zi (North) Quarter,ချမ်းမြသာစည် (မြောက်) ရပ်ကွက်,ward,6259,6266,linked_local_area,exact_local_under_township,Unique local admin under matched township
0503012,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahaaungmyay Township,မဟာအောင်မြေ မြို့နယ်,Sein Pan Quarter,စိန်ပန်း ရပ်ကွက်,ward,6259,6230,linked_local_area,exact_local_under_township,Unique local admin under matched township
0503013,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahaaungmyay Township,မဟာအောင်မြေ မြို့နယ်,Day Wun (East) Quarter,ဒေးဝန်း (အရှေ့) ရပ်ကွက်,ward,6259,6262,linked_local_area,exact_local_under_township,Unique local admin under matched township
0503014,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahaaungmyay Township,မဟာအောင်မြေ မြို့နယ်,Than Hlyat Maw (West) Quarter,သံလျက်မော် (အနောက်) ရပ်ကွက်,ward,6259,6227,linked_local_area,exact_local_under_township,Unique local admin under matched township
0503015,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahaaungmyay Township,မဟာအောင်မြေ မြို့နယ်,Than Hlyat Maw (East) Quarter,သံလျက်မော် (အရှေ့) ရပ်ကွက်,ward,6259,6264,linked_local_area,exact_local_under_township,Unique local admin under matched township
0503016,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahaaungmyay Township,မဟာအောင်မြေ မြို့နယ်,Ma Har Myaing (1) Quarter,မဟာမြိုင် (၁) ရပ်ကွက်,ward,6259,6255,linked_local_area,exact_local_under_township,Unique local admin under matched township
0503017,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahaaungmyay Township,မဟာအောင်မြေ မြို့နယ်,Ma Har Myaing (2) Quarter,မဟာမြိုင် (၂) ရပ်ကွက်,ward,6259,6254,linked_local_area,exact_local_under_township,Unique local admin under matched township
0503018,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahaaungmyay Township,မဟာအောင်မြေ မြို့နယ်,Ye Mun (South) Quarter,ရဲမွန်တောင် ရပ်ကွက်,ward,6259,6253,linked_local_area,exact_local_under_township,Unique local admin under matched township
0504001,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanmyathazi Township,ချမ်းမြသာစည် မြို့နယ်,Than Hlyet Maw (South) Quarter,သံလျှက်မော် (တောင်) ရပ်ကွက်,ward,6223,6268,linked_local_area,exact_local_under_township,Unique local admin under matched township
0504002,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanmyathazi Township,ချမ်းမြသာစည် မြို့နယ်,Kyung Lone U Shaung Quarter,ကျွန်းလုံးဥသျှောင် ရပ်ကွက်,ward,6223,6267,linked_local_area,exact_local_under_township,Unique local admin under matched township
0504003,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanmyathazi Township,ချမ်းမြသာစည် မြို့နယ်,Tan Pa Wa Di Quarter,တမ္ပဝတီ ရပ်ကွက်,ward,6223,6226,linked_local_area,exact_local_under_township,Unique local admin under matched township
0504004,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanmyathazi Township,ချမ်းမြသာစည် မြို့နယ်,Chan Mya Thar Zi (South) Quarter,ချမ်းမြသာစည် (တောင်) ရပ်ကွက်,ward,6223,6269,linked_local_area,exact_local_under_township,Unique local admin under matched township
0504005,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanmyathazi Township,ချမ်းမြသာစည် မြို့နယ်,Myo Thit No (1) Quarter,မြို့သစ်အမှတ် (၁) ရပ်ကွက်,ward,6223,6270,linked_local_area,exact_local_under_township,Unique local admin under matched township
0504006,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanmyathazi Township,ချမ်းမြသာစည် မြို့နယ်,Myo Thit No (2) Quarter,မြို့သစ်အမှတ် (၂) ရပ်ကွက်,ward,6223,6222,linked_local_area,exact_local_under_township,Unique local admin under matched township
0504007,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanmyathazi Township,ချမ်းမြသာစည် မြို့နယ်,Myo Thit No (3) Quarter,မြို့သစ်အမှတ် (၃) ရပ်ကွက်,ward,6223,6221,linked_local_area,exact_local_under_township,Unique local admin under matched township
0504008,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanmyathazi Township,ချမ်းမြသာစည် မြို့နယ်,Myo Thit No (4) Quarter,မြို့သစ်အမှတ် (၄) ရပ်ကွက်,ward,6223,6219,linked_local_area,exact_local_under_township,Unique local admin under matched township
0504009,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanmyathazi Township,ချမ်းမြသာစည် မြို့နယ်,Myo Thit No (5) Quarter,မြို့သစ်အမှတ် (၅) ရပ်ကွက်,ward,6223,6217,linked_local_area,exact_local_under_township,Unique local admin under matched township
0504010,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanmyathazi Township,ချမ်းမြသာစည် မြို့နယ်,Kan Thar Yar Quarter,ကန်သာယာ ရပ်ကွက်,ward,6223,6220,linked_local_area,exact_local_under_township,Unique local admin under matched township
0504011,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanmyathazi Township,ချမ်းမြသာစည် မြို့နယ်,Aung Pin Lel Quarter,အောင်ပင်လယ် ရပ်ကွက်,ward,6223,6271,linked_local_area,exact_local_under_township,Unique local admin under matched township
0504012,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanmyathazi Township,ချမ်းမြသာစည် မြို့နယ်,Htun Tone Quarter,ထွန်တုံး ရပ်ကွက်,ward,6223,6277,linked_local_area,exact_local_under_township,Unique local admin under matched township
0504013,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanmyathazi Township,ချမ်းမြသာစည် မြို့နယ်,Mya Yi Nan Dar Quarter,မြရည်နန္ဒာ ရပ်ကွက်,ward,6223,6274,linked_local_area,exact_local_under_township,Unique local admin under matched township
0504014,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Chanmyathazi Township,ချမ်းမြသာစည် မြို့နယ်,Aung Thar Yar Quarter,အောင်သာယာ ရပ်ကွက်,ward,6223,6278,linked_local_area,exact_local_under_township,Unique local admin under matched township
0505001,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Pyigyitagon Township,ပြည်ကြီးတံခွန် မြို့နယ်,Chan Mya Thar Yar Quarter,ချမ်းမြသာယာ ရပ်ကွက်,ward,6203,6225,linked_local_area,exact_local_under_township,Unique local admin under matched township
0505003,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Pyigyitagon Township,ပြည်ကြီးတံခွန် မြို့နယ်,Thin Pan Kone Quarter,သင်ပန်းကုန်း ရပ်ကွက်,ward,6203,6279,linked_local_area,exact_local_under_township,Unique local admin under matched township
0505004,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Pyigyitagon Township,ပြည်ကြီးတံခွန် မြို့နယ်,Ta Khun Taing Quarter,တံခွန်တိုင် ရပ်ကွက်,ward,6203,6210,linked_local_area,exact_local_under_township,Unique local admin under matched township
0505005,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Pyigyitagon Township,ပြည်ကြီးတံခွန် မြို့နယ်,Taung Myint Quarter,တောင်မြင့် ရပ်ကွက်,ward,6203,6119,linked_local_area,exact_local_under_township,Unique local admin under matched township
0505006,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Pyigyitagon Township,ပြည်ကြီးတံခွန် မြို့နယ်,Yar Taw Quarter,ယာတော် ရပ်ကွက်,ward,6203,6204,linked_local_area,exact_local_under_township,Unique local admin under matched township
0505007,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Pyigyitagon Township,ပြည်ကြီးတံခွန် မြို့နယ်,Htein Kone Quarter,ထိန်ကုန်း ရပ်ကွက်,ward,6203,6208,linked_local_area,exact_local_under_township,Unique local admin under matched township
0505008,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Pyigyitagon Township,ပြည်ကြီးတံခွန် မြို့နယ်,(Ka Gyi) Quarter,(က) ရပ်ကွက်,ward,6203,6218,linked_local_area,exact_local_under_township,Unique local admin under matched township
0505009,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Pyigyitagon Township,ပြည်ကြီးတံခွန် မြို့နယ်,(Kha Gway) Quarter,(ခ) ရပ်ကွက်,ward,6203,6216,linked_local_area,exact_local_under_township,Unique local admin under matched township
0505010,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Pyigyitagon Township,ပြည်ကြီးတံခွန် မြို့နယ်,(Ga Nge) Quarter,(ဂ) ရပ်ကွက်,ward,6203,6215,linked_local_area,exact_local_under_township,Unique local admin under matched township
0505011,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Pyigyitagon Township,ပြည်ကြီးတံခွန် မြို့နယ်,(Ga Gyi) Quarter,(ဃ) ရပ်ကွက်,ward,6203,6214,linked_local_area,exact_local_under_township,Unique local admin under matched township
0505012,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Pyigyitagon Township,ပြည်ကြီးတံခွန် မြို့နယ်,(Nga) Quarter,(င) ရပ်ကွက်,ward,6203,6213,linked_local_area,exact_local_under_township,Unique local admin under matched township
0505013,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Pyigyitagon Township,ပြည်ကြီးတံခွန် မြို့နယ်,(Sa Lone) Quarter,(စ) ရပ်ကွက်,ward,6203,6206,linked_local_area,exact_local_under_township,Unique local admin under matched township
0505014,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Pyigyitagon Township,ပြည်ကြီးတံခွန် မြို့နယ်,(Sa Lein) Quarter,(ဆ) ရပ်ကွက်,ward,6203,6174,linked_local_area,exact_local_under_township,Unique local admin under matched township
0505015,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Pyigyitagon Township,ပြည်ကြီးတံခွန် မြို့နယ်,(Za Gwe) Quarter,(ဇ) ရပ်ကွက်,ward,6203,6139,linked_local_area,exact_local_under_township,Unique local admin under matched township
0512001,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Madaya Township,မတ္တရာ မြို့နယ်,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,ward,6544,6546,linked_local_area,exact_local_under_township,Unique local admin under matched township
0512002,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Madaya Township,မတ္တရာ မြို့နယ်,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,ward,6544,6541,linked_local_area,exact_local_under_township,Unique local admin under matched township
0512003,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Madaya Township,မတ္တရာ မြို့နယ်,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,ward,6544,6542,linked_local_area,exact_local_under_township,Unique local admin under matched township
0512004,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Madaya Township,မတ္တရာ မြို့နယ်,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,ward,6544,6547,linked_local_area,exact_local_under_township,Unique local admin under matched township
0512005,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Madaya Township,မတ္တရာ မြို့နယ်,No (5) Quarter,အမှတ် (၅) ရပ်ကွက်,ward,6544,6545,linked_local_area,exact_local_under_township,Unique local admin under matched township
0516001,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Myittha Township,မြစ်သား မြို့နယ်,Bu Tar Quarter,ဘူတာ ရပ်ကွက်,ward,6200,6201,linked_local_area,exact_local_under_township,Unique local admin under matched township
0516002,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Myittha Township,မြစ်သား မြို့နယ်,Min Kone Quarter,မင်းကုန်း ရပ်ကွက်,ward,6200,6132,linked_local_area,exact_local_under_township,Unique local admin under matched township
0516003,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Myittha Township,မြစ်သား မြို့နယ်,Shwe Thu Htay Quarter,ရွှေသူဌေး ရပ်ကွက်,ward,6200,6196,linked_local_area,exact_local_under_township,Unique local admin under matched township
0516004,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Myittha Township,မြစ်သား မြို့နယ်,Shan Pwe Quarter,ရှမ်းပွဲ ရပ်ကွက်,ward,6200,6179,linked_local_area,exact_local_under_township,Unique local admin under matched township
0516005,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Myittha Township,မြစ်သား မြို့နယ်,Myo Ma (West) Quarter,မြို့မအနောက် ရပ်ကွက်,ward,6200,6131,linked_local_area,exact_local_under_township,Unique local admin under matched township
0516006,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Myittha Township,မြစ်သား မြို့နယ်,Myo Ma (East) Quarter,မြို့မအရှေ့ ရပ်ကွက်,ward,6200,6189,linked_local_area,exact_local_under_township,Unique local admin under matched township
0517001,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Wundwin Township,ဝမ်းတွင်း မြို့နယ်,Wundwin Myo Ma No (1) Quarter,ဝမ်းတွင်းမြို့မအမှတ်(၁) ရပ်ကွက်,ward,6185,6178,linked_local_area,exact_local_under_township,Unique local admin under matched township
0517002,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Wundwin Township,ဝမ်းတွင်း မြို့နယ်,Wundwin Myo Ma No (2) Quarter,ဝမ်းတွင်းမြို့မအမှတ်(၂) ရပ်ကွက်,ward,6185,6182,linked_local_area,exact_local_under_township,Unique local admin under matched township
0517003,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Wundwin Township,ဝမ်းတွင်း မြို့နယ်,Wundwin Myo Ma No (3) Quarter,ဝမ်းတွင်းမြို့မအမှတ်(၃) ရပ်ကွက်,ward,6185,6184,linked_local_area,exact_local_under_township,Unique local admin under matched township
0517004,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Wundwin Township,ဝမ်းတွင်း မြို့နယ်,Thea Taw Myo Ma No (1) Quarter,သဲတောမြို့မအမှတ်(၁) ရပ်ကွက်,ward,6185,6177,linked_local_area,exact_local_under_township,Unique local admin under matched township
0517005,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Wundwin Township,ဝမ်းတွင်း မြို့နယ်,Thea Taw Myo Ma No (2) Quarter,သဲတောမြို့မအမှတ်(၂) ရပ်ကွက်,ward,6185,6172,linked_local_area,exact_local_under_township,Unique local admin under matched township
0517006,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Wundwin Township,ဝမ်းတွင်း မြို့နယ်,Thea Taw Myo Ma No (3) Quarter,သဲတောမြို့မအမှတ်(၃) ရပ်ကွက်,ward,6185,6171,linked_local_area,exact_local_under_township,Unique local admin under matched township
0519001,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Thazi Township,သာစည် မြို့နယ်,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,ward,6164,6168,linked_local_area,exact_local_under_township,Unique local admin under matched township
0519002,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Thazi Township,သာစည် မြို့နယ်,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,ward,6164,6167,linked_local_area,exact_local_under_township,Unique local admin under matched township
0519003,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Thazi Township,သာစည် မြို့နယ်,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,ward,6164,6163,linked_local_area,exact_local_under_township,Unique local admin under matched township
0519004,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Thazi Township,သာစည် မြို့နယ်,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,ward,6164,6170,linked_local_area,exact_local_under_township,Unique local admin under matched township
0519005,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Thazi Township,သာစည် မြို့နယ်,No (5) Quarter,အမှတ် (၅) ရပ်ကွက်,ward,6164,5949,linked_local_area,exact_local_under_township,Unique local admin under matched township
0519006,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Thazi Township,သာစည် မြို့နယ်,No (6) Quarter,အမှတ် (၆) ရပ်ကွက်,ward,6164,6169,linked_local_area,exact_local_under_township,Unique local admin under matched township
0519007,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Thazi Township,သာစည် မြို့နယ်,No (7) Quarter,အမှတ် (၇) ရပ်ကွက်,ward,6164,6133,linked_local_area,exact_local_under_township,Unique local admin under matched township
0520001,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahlaing Township,မလှိုင် မြို့နယ်,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,ward,6898,6899,linked_local_area,exact_local_under_township,Unique local admin under matched township
0520002,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahlaing Township,မလှိုင် မြို့နယ်,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,ward,6898,6901,linked_local_area,exact_local_under_township,Unique local admin under matched township
0520003,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahlaing Township,မလှိုင် မြို့နယ်,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,ward,6898,6900,linked_local_area,exact_local_under_township,Unique local admin under matched township
0520004,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Mahlaing Township,မလှိုင် မြို့နယ်,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,ward,6898,6893,linked_local_area,exact_local_under_township,Unique local admin under matched township
0521001,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Pyawbwe Township,ပျော်ဘွယ် မြို့နယ်,Shan Pwe Quarter,ရှမ်းပွဲ ရပ်ကွက်,ward,7052,6159,linked_local_area,exact_local_under_township,Unique local admin under matched township
0521002,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Pyawbwe Township,ပျော်ဘွယ် မြို့နယ်,Myin Bet Quarter,မြင်းဘက် ရပ်ကွက်,ward,7052,6158,linked_local_area,exact_local_under_township,Unique local admin under matched township
0521003,Mandalay Region,မန္တလေးတိုင်းဒေသကြီး,Pyawbwe Township,ပျော်ဘွယ် မြို့နယ်,Myo Ma Quarter,မြို့မ ရပ်ကွက်,ward,7052,6154,linked_local_area,exact_local_under_township,Unique local admin under matched township
