source_key,entity_type,source_name_mm,source_name_en,source_parent,source_geometry_preview_path,candidate_core_ids,candidate_names,candidate_parents,candidate_types,name_evidence,overlap_percent,distance_m,dependency_counts,recommended_action,review_decision,selected_core_id,review_note
village:150596:row26:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,​ပေချောင်း,Pay Chaung,Ayeyarwady > Pyapon > Bogale > Aye,reports/admin-reconciliation-v2/phase3-previews/village_150596_row26_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119242;119449;119523,ပေချောင်း [Pay Chaung / ပေချောင်း] | ပေချောင်း [Pay Chaung / ပေချောင်း] | ပေချောင်း [Pay Chaung / ပေချောင်း],ဘိုကလေး | ဘိုကလေး | ဘိုကလေး,village | village | village,exact_normalized_my,,3140.2;239.3;1463.1,119242:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119449:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119523:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119242,Multiple CoreMap settlements share exact normalized name under township | prefer id=119242 by verification/point/names (preserve survivor point)
village:151060:row53:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,မငဲ့ကလေး,Ma Ngeit Ka Lay,Ayeyarwady > Pyapon > Bogale > Byu Sa Khan,reports/admin-reconciliation-v2/phase3-previews/village_151060_row53_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119318;119485,မငဲ့ကလေး [Ma Ngeit Ka Lay / မငဲ့ကလေး] | မငဲ့ကလေး [Ma Ngeit Ka Lay / မငဲ့ကလေး],ဘိုကလေး | ဘိုကလေး,village | village,exact_normalized_my,,70.9;16.3,119318:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119485:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119318,Multiple CoreMap settlements share exact normalized name under township | prefer id=119318 by verification/point/names (preserve survivor point)
village:151142:row71:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,ကြား,Kyar,Ayeyarwady > Pyapon > Bogale > Chaung Hpyar (Nyi Naung),reports/admin-reconciliation-v2/phase3-previews/village_151142_row71_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119108;119183,ကြား [Kyar / ကြား] | ကြား [Kyar / ကြား],ဘိုကလေး | ဘိုကလေး,village | village,exact_normalized_my,,0.0;468.4,119108:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119183:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119108,Multiple CoreMap settlements share exact normalized name under township | prefer id=119108 by verification/point/names (preserve survivor point)
village:216725:row80:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,​ခေတ်ဆန်း,Khit San,Ayeyarwady > Pyapon > Bogale > Ga Yan,reports/admin-reconciliation-v2/phase3-previews/village_216725_row80_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119102;119398,ခေတ်ဆန်း [Khit San / ခေတ်ဆန်း] | ခေတ်ဆန်း [Khit San / ခေတ်ဆန်း],ဘိုကလေး | ဘိုကလေး,village | village,exact_normalized_my,,388.6;44.6,119102:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119398:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119102,Multiple CoreMap settlements share exact normalized name under township | prefer id=119102 by verification/point/names (preserve survivor point)
village:151903:row95:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,အေး,Aye,Ayeyarwady > Pyapon > Bogale > Hay Man,reports/admin-reconciliation-v2/phase3-previews/village_151903_row95_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119298;119301;119375,အေး [Aye / အေး] | အေး [Aye / အေး] | အေး [Aye / အေး],ဘိုကလေး | ဘိုကလေး | ဘိုကလေး,village | village | village,exact_normalized_my,,6720.4;215.7;662.8,119298:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119301:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119375:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119298,Multiple CoreMap settlements share exact normalized name under township | prefer id=119298 by verification/point/names (preserve survivor point)
village:151914:row112:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,လိပ်ကမ္ဘာ,Leik Ka Bar,Ayeyarwady > Pyapon > Bogale > Hay Man,reports/admin-reconciliation-v2/phase3-previews/village_151914_row112_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119162;119478,လိပ်ကမ္ဘာ [Leik Ka Bar / လိပ်ကမ္ဘာ] | လိပ်ကမ္ဘာ [Leik Ka Bar / လိပ်ကမ္ဘာ],ဘိုကလေး | ဘိုကလေး,village | village,exact_normalized_my,,1116.9;0.0,119162:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119478:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119162,Multiple CoreMap settlements share exact normalized name under township | prefer id=119162 by verification/point/names (preserve survivor point)
village:152068:row123:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,ညံတောအင်း,Nyan Taw Inn,Ayeyarwady > Pyapon > Bogale > Hlwa Htaung Su,reports/admin-reconciliation-v2/phase3-previews/village_152068_row123_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119311,တူးမြောင်း [Tu Myaung / တူးမြောင်း],ဘိုကလေး,village,no_exact_name,,1158.5,119311:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},manual_review,,,Spatial-only settlement candidate blocked (do not merge by distance alone)
village:152419:row137:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,ဥတို,U To,Ayeyarwady > Pyapon > Bogale > Hpa Yar Thone Su,reports/admin-reconciliation-v2/phase3-previews/village_152419_row137_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119055;119113;119230,ဥတို [U To / ဥတို] | ဥတို [U To / ဥတို] | ဥတို [U To / ဥတို],ဘိုကလေး | ဘိုကလေး | ဘိုကလေး,village | village | village,exact_normalized_my,,0.0;223.4;34004.5,119055:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119113:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119230:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119055,Multiple CoreMap settlements share exact normalized name under township | prefer id=119055 by verification/point/names (preserve survivor point)
village:153277:row175:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,မငဲ့ကြီး,Ma Ngeit Gyi,Ayeyarwady > Pyapon > Bogale > Ka Ma Ka Lu,reports/admin-reconciliation-v2/phase3-previews/village_153277_row175_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119326;119373,မငဲ့ကြီး [Ma Ngeit Gyi / မငဲ့ကြီး] | မငဲ့ကြီး [Ma Ngeit Gyi / မငဲ့ကြီး],ဘိုကလေး | ဘိုကလေး,village | village,exact_normalized_my,,479.1;190.2,119326:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119373:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119326,Multiple CoreMap settlements share exact normalized name under township | prefer id=119326 by verification/point/names (preserve survivor point)
village:153967:row184:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,ပေါ်တော်မူ,Paw Taw Mu,Ayeyarwady > Pyapon > Bogale > Kan Su (East),reports/admin-reconciliation-v2/phase3-previews/village_153967_row184_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119206;119365,ပေါ်တော်မူ [Paw Taw Mu / ပေါ်တော်မူ] | ပေါ်တော်မူ [Paw Taw Mu / ပေါ်တော်မူ],ဘိုကလေး | ဘိုကလေး,village | village,exact_normalized_my,,34.9;441.8,119206:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119365:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119206,Multiple CoreMap settlements share exact normalized name under township | prefer id=119206 by verification/point/names (preserve survivor point)
village:153973:row185:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,ကဇောင်းလေး,Ka Zaung Lay,Ayeyarwady > Pyapon > Bogale > Kan Su (West),reports/admin-reconciliation-v2/phase3-previews/village_153973_row185_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119217;119363,ကဇောင်းလေး [Ka Zaung Lay / ကဇောင်းလေး] | ကဇောင်းလေး [Ka Zaung Lay / ကဇောင်းလေး],ဘိုကလေး | ဘိုကလေး,village | village,exact_normalized_my,,711.8;219.8,119217:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119363:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119217,Multiple CoreMap settlements share exact normalized name under township | prefer id=119217 by verification/point/names (preserve survivor point)
village:153974:row189:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,စာဖြူစု,Sar Hpyu Su,Ayeyarwady > Pyapon > Bogale > Kan Su (West),reports/admin-reconciliation-v2/phase3-previews/village_153974_row189_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119152;119235;119299,စာဖြူစု [Sar Hpyu Su / စာဖြူစု] | စာဖြူစု [Sar Hpyu Su / စာဖြူစု] | စာဖြူစု [Sar Hpyu Su / စာဖြူစု],ဘိုကလေး | ဘိုကလေး | ဘိုကလေး,village | village | village,exact_normalized_my,,163.2;788.5;17607.8,119152:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119235:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119299:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119152,Multiple CoreMap settlements share exact normalized name under township | prefer id=119152 by verification/point/names (preserve survivor point)
village:154611:row197:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,စာဖြူစု,Sar Hpyu Su,Ayeyarwady > Pyapon > Bogale > Ku Lar Ohn Pin Su,reports/admin-reconciliation-v2/phase3-previews/village_154611_row197_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119152;119235;119299,စာဖြူစု [Sar Hpyu Su / စာဖြူစု] | စာဖြူစု [Sar Hpyu Su / စာဖြူစု] | စာဖြူစု [Sar Hpyu Su / စာဖြူစု],ဘိုကလေး | ဘိုကလေး | ဘိုကလေး,village | village | village,exact_normalized_my,,300.5;347.1;17159.6,119152:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119235:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119299:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119152,Multiple CoreMap settlements share exact normalized name under township | prefer id=119152 by verification/point/names (preserve survivor point)
village:154608:row198:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,တရုပ်ဆိပ်,Ta Yoke Seik,Ayeyarwady > Pyapon > Bogale > Ku Lar Ohn Pin Su,reports/admin-reconciliation-v2/phase3-previews/village_154608_row198_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119180;119357,တရုပ်ဆိပ် [Ta Yoke Seik / တရုပ်ဆိပ်] | တရုပ်ဆိပ် [Ta Yoke Seik / တရုပ်ဆိပ်],ဘိုကလေး | ဘိုကလေး,village | village,exact_normalized_my,,131.6;948.8,119180:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119357:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119180,Multiple CoreMap settlements share exact normalized name under township | prefer id=119180 by verification/point/names (preserve survivor point)
village:154609:row199:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,တုံးလဲ,Tone Le,Ayeyarwady > Pyapon > Bogale > Ku Lar Ohn Pin Su,reports/admin-reconciliation-v2/phase3-previews/village_154609_row199_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119226;119427;119493,တုံးလဲ [Tone Le / တုံးလဲ] | တုံးလဲ [Tone Le / တုံးလဲ] | တုံးလဲ [Tone Le / တုံးလဲ],ဘိုကလေး | ဘိုကလေး | ဘိုကလေး,village | village | village,exact_normalized_my,,51.3;536.8;26056.5,119226:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119427:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119493:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119226,Multiple CoreMap settlements share exact normalized name under township | prefer id=119226 by verification/point/names (preserve survivor point)
village:154850:row203:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,ကွင်းကြီး,Kwin Gyi,Ayeyarwady > Pyapon > Bogale > Kwin Gyi,reports/admin-reconciliation-v2/phase3-previews/village_154850_row203_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119497,ငါးအိမ်တန်း [Ngar Ein Tan / ငါးအိမ်တန်း],ဘိုကလေး,village,no_exact_name,,1141.4,119497:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},manual_review,,,Spatial-only settlement candidate blocked (do not merge by distance alone)
village:154955:row207:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,အကော်,Ah Kaw,Ayeyarwady > Pyapon > Bogale > Kwin Pone Gyi,reports/admin-reconciliation-v2/phase3-previews/village_154955_row207_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119031;119511,အကော် [Ah Kaw / အကော်] | အကော် [Ah Kaw / အကော်],ဘိုကလေး | ဘိုကလေး,village | village,exact_normalized_my,,0.0;179.3,119031:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119511:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119031,Multiple CoreMap settlements share exact normalized name under township | prefer id=119031 by verification/point/names (preserve survivor point)
village:216740:row210:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,ရွှေဘိုစု,Shwe Bo Su,Ayeyarwady > Pyapon > Bogale > Kwin Pone Gyi,reports/admin-reconciliation-v2/phase3-previews/village_216740_row210_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119057;119476,ရွှေဘိုစု [Shwe Bo Su / ရွှေဘိုစု] | ရွှေဘိုစု [Shwe Bo Su / ရွှေဘိုစု],ဘိုကလေး | ဘိုကလေး,village | village,exact_normalized_my,,8090.9;30528.8,119057:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119476:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119057,Multiple CoreMap settlements share exact normalized name under township | prefer id=119057 by verification/point/names (preserve survivor point)
village:155493:row214:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,ကြိမ်ချောင်းကြီး,Kyein Chaung Gyi,Ayeyarwady > Pyapon > Bogale > Kyein Chaung Gyi,reports/admin-reconciliation-v2/phase3-previews/village_155493_row214_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119409;167381,ကြိမ်ချောင်းကြီး [Kyein Chaung Gyi / ကြိမ်ချောင်းကြီး] | ကြိမ်ချောင်းကြီး [Kyein Chaung Gyi (ကြိမ်ချောင်းကြီး) / ကြိမ်ချောင်းကြီး],ဘိုကလေး | ဘိုကလေး,village | village,exact_normalized_my,,169.8;303.1,119409:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 167381:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119409,Multiple CoreMap settlements share exact normalized name under township | prefer id=119409 by verification/point/names (preserve survivor point)
village:155898:row235:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,လေးအိမ်တန်း,Lay Ein Tan,Ayeyarwady > Pyapon > Bogale > Kyon Sa Lu,reports/admin-reconciliation-v2/phase3-previews/village_155898_row235_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119028;119171;119360;119475,လေးအိမ်တန်း [Lay Ein Tan / လေးအိမ်တန်း] | လေးအိမ်တန်း [Lay Ein Tan / လေးအိမ်တန်း] | လေးအိမ်တန်း [Lay Ein Tan / လေးအိမ်တန်း] | လေးအိမ်တန်း [Lay Ein Tan / လေးအိမ်တန်း],ဘိုကလေး | ဘိုကလေး | ဘိုကလေး | ဘိုကလေး,village | village | village | village,exact_normalized_my,,31909.8;9110.3;0.0;450.8,119028:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119171:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119360:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119475:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119028,Multiple CoreMap settlements share exact normalized name under township | prefer id=119028 by verification/point/names (preserve survivor point)
village:155899:row237:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,ဆင်သေကွေ့,Sin Thay Kwayt,Ayeyarwady > Pyapon > Bogale > Kyon Sa Lu,reports/admin-reconciliation-v2/phase3-previews/village_155899_row237_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119041;119465,ဆင်သေကွေ့ [Sin Thay Kwayt / ဆင်သေကွေ့] | ဆင်သေကွေ့ [Sin Thay Kwayt / ဆင်သေကွေ့],ဘိုကလေး | ဘိုကလေး,village | village,exact_normalized_my,,123.7;847.8,119041:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119465:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119041,Multiple CoreMap settlements share exact normalized name under township | prefer id=119041 by verification/point/names (preserve survivor point)
village:157802:row312:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,အေး,Aye,Ayeyarwady > Pyapon > Bogale > Mya Thein Tan,reports/admin-reconciliation-v2/phase3-previews/village_157802_row312_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119298;119301;119375,အေး [Aye / အေး] | အေး [Aye / အေး] | အေး [Aye / အေး],ဘိုကလေး | ဘိုကလေး | ဘိုကလေး,village | village | village,exact_normalized_my,,5956.3;770.1;162.3,119298:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119301:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119375:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119298,Multiple CoreMap settlements share exact normalized name under township | prefer id=119298 by verification/point/names (preserve survivor point)
village:157797:row316:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,လိပ်ကမ္ဘာ,Leik Ka Bar,Ayeyarwady > Pyapon > Bogale > Mya Thein Tan,reports/admin-reconciliation-v2/phase3-previews/village_157797_row316_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119162;119478,လိပ်ကမ္ဘာ [Leik Ka Bar / လိပ်ကမ္ဘာ] | လိပ်ကမ္ဘာ [Leik Ka Bar / လိပ်ကမ္ဘာ],ဘိုကလေး | ဘိုကလေး,village | village,exact_normalized_my,,316.4;1418.8,119162:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119478:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119162,Multiple CoreMap settlements share exact normalized name under township | prefer id=119162 by verification/point/names (preserve survivor point)
village:157872:row319:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,ကဇောင်းလေး,Ka Zaung Lay,Ayeyarwady > Pyapon > Bogale > Myin Ka Kone,reports/admin-reconciliation-v2/phase3-previews/village_157872_row319_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119217;119363,ကဇောင်းလေး [Ka Zaung Lay / ကဇောင်းလေး] | ကဇောင်းလေး [Ka Zaung Lay / ကဇောင်းလေး],ဘိုကလေး | ဘိုကလေး,village | village,exact_normalized_my,,0.0;776.0,119217:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119363:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119217,Multiple CoreMap settlements share exact normalized name under township | prefer id=119217 by verification/point/names (preserve survivor point)
village:158257:row327:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,ကျားချောင်း,Kyar Chaung,Ayeyarwady > Pyapon > Bogale > Nga Pi Chaung,reports/admin-reconciliation-v2/phase3-previews/village_158257_row327_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119017;119243;119499,ကျားချောင်း [Kyar Chaung / ကျားချောင်း] | ကျားချောင်း [Kyar Chaung / ကျားချောင်း] | ကျားချောင်း [Kyar Chaung / ကျားချောင်း],ဘိုကလေး | ဘိုကလေး | ဘိုကလေး,village | village | village,exact_normalized_my,,17459.9;186.1;0.0,119017:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119243:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119499:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119017,Multiple CoreMap settlements share exact normalized name under township | prefer id=119017 by verification/point/names (preserve survivor point)
village:158263:row330:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,ဥတို,U To,Ayeyarwady > Pyapon > Bogale > Nga Pi Chaung,reports/admin-reconciliation-v2/phase3-previews/village_158263_row330_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119055;119113;119230,ဥတို [U To / ဥတို] | ဥတို [U To / ဥတို] | ဥတို [U To / ဥတို],ဘိုကလေး | ဘိုကလေး | ဘိုကလေး,village | village | village,exact_normalized_my,,223.4;0.0;34225.9,119055:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119113:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119230:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119055,Multiple CoreMap settlements share exact normalized name under township | prefer id=119055 by verification/point/names (preserve survivor point)
village:158695:row343:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,ထုံးဘူးကွဲ,Htone Bu Kwe,Ayeyarwady > Pyapon > Bogale > Nyi Naung Wa,reports/admin-reconciliation-v2/phase3-previews/village_158695_row343_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119111;119193,ထုံးဘူးကွဲ [Htone Bu Kwe / ထုံးဘူးကွဲ] | ထုံးဘူးကွဲ [Htone Bu Kwe / ထုံးဘူးကွဲ],ဘိုကလေး | ဘိုကလေး,village | village,exact_normalized_my,,1179.4;0.0,119111:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119193:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119111,Multiple CoreMap settlements share exact normalized name under township | prefer id=119111 by verification/point/names (preserve survivor point)
village:158703:row345:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,ကြား,Kyar,Ayeyarwady > Pyapon > Bogale > Nyi Naung Wa,reports/admin-reconciliation-v2/phase3-previews/village_158703_row345_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119108;119183,ကြား [Kyar / ကြား] | ကြား [Kyar / ကြား],ဘိုကလေး | ဘိုကလေး,village | village,exact_normalized_my,,468.3;0.0,119108:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119183:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119108,Multiple CoreMap settlements share exact normalized name under township | prefer id=119108 by verification/point/names (preserve survivor point)
village:159221:row374:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,မငဲ့ကြီး,Ma Ngeit Gyi,Ayeyarwady > Pyapon > Bogale > Paung Htei,reports/admin-reconciliation-v2/phase3-previews/village_159221_row374_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119326;119373,မငဲ့ကြီး [Ma Ngeit Gyi / မငဲ့ကြီး] | မငဲ့ကြီး [Ma Ngeit Gyi / မငဲ့ကြီး],ဘိုကလေး | ဘိုကလေး,village | village,exact_normalized_my,,0.0;603.5,119326:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119373:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119326,Multiple CoreMap settlements share exact normalized name under township | prefer id=119326 by verification/point/names (preserve survivor point)
village:159380:row376:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,မငဲ့ကလေး,Ma Ngeit Ka Lay,Ayeyarwady > Pyapon > Bogale > Pet Pye,reports/admin-reconciliation-v2/phase3-previews/village_159380_row376_village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp.geojson,119318;119485,မငဲ့ကလေး [Ma Ngeit Ka Lay / မငဲ့ကလေး] | မငဲ့ကလေး [Ma Ngeit Ka Lay / မငဲ့ကလေး],ဘိုကလေး | ဘိုကလေး,village | village,exact_normalized_my,,59.4;118.6,119318:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0} || 119485:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},merge_duplicate_candidate,,119318,Multiple CoreMap settlements share exact normalized name under township | prefer id=119318 by verification/point/names (preserve survivor point)
