postal_code,action,region_name_en,region_name_my,township_name_en,township_name_my,locality_name_en,locality_name_my,inferred_locality_type,matched_township_coremap_id,matched_local_coremap_id,match_method,confidence,source_row_count_en,source_row_count_my,duplicate_extra_source_rows,review_reason
0309233,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Shin Ma Dein Wa Village Tract,ရှင်မဒိန်ဝ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309234,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Thar Yar Kone Village Tract,သာယာကုန်း ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309235,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Yin Khan Wa Village Tract,ယင်ခံဝ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309236,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Mee Zar Village Tract,မီးဇာ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309237,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Set Pyit Pyin Village Tract,စက်ပစ်ပြင် ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309238,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Thea Ma Wa Village Tract,သဲမဝ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309239,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Ah Htet Ba Laing Village Tract,အထက်ဘလိုင် ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309240,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Kun Taung Village Tract,ကွမ်းတောင် ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309241,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Sat Chaing Village Tract,ဆတ်ချိုင် ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309242,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Shin Let Wa Village Tract,ရှင်းလက်ဝ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309243,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Shwe Laik Wa Village Tract,ရွှေလိုက်ဝ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309244,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Sin Oe Wa Village Tract,ဆင်အိုးဝ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309245,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Shar Oh Village Tract,ရှာအို ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309246,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Par Rar Village Tract,ပါရာ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309247,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Pa Tein Ta Lan Village Tract,ပတိန်တလန် ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309248,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,War Yon Village Tract,ဝါးရုံ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309249,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Ma Au Village Tract,မအူ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309250,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Myeik Wa Village Tract,မြိတ်ဝ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309251,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Pa Kar Wa Village Tract,ပကာဝ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309252,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Maw Ta Lar Village Tract,မော်တလာ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309253,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Shwe Lai Pwi Village Tract,ရွှေလိုင်ပွီ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309254,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Ohn Thee Wa Village Tract,အုန်းသီးဝ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309255,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Du Ri Taung Village Tract,ဒူရီတောင် ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309256,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Kon Pyin Village Tract,ကုန်ပြင် ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309257,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Sa Mee Village Tract,ဆမီး ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309258,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Par Maung Village Tract,ပါမောင် ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309259,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Kyet Ma Aing Village Tract,ကြက်မအိုင် ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309260,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Leik Chaung Wa Village Tract,လိပ်ချောင်းဝ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309261,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Tin Bone Village Tract,တင်းဘုန်း ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309262,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,War Tein Village Tract,ဝါတိန် ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309263,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Wet Ma Village Tract,ဝက်မ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309264,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Sar Wa Village Tract,ဆားဝ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309265,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Pyin Wa Village Tract,ပျဉ်ဝ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309266,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Ka Naung Village Tract,ကနောင် ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309267,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Baung Kone Village Tract,ဘောင်ကုန်း ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309268,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Sin Ki Taung Village Tract,စင်ကီတောင် ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309269,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Ka Yet Village Tract,ကယက် ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309270,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Ahr Ki Kone Village Tract,အာကီကုန်း ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309271,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Di Laung Kone Village Tract,ဒီလောင်ကုန်း ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309272,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Taing Wa Village Tract,တိုင်ဝ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309273,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Mee Chaung Bar Wa Village Tract,မီးချောင်းဘားဝ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309274,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Twi Sawt Kone Village Tract,တွီဆော့ကုန်း ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309275,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,War Daing Kone Village Tract,ဝါဒိုင်ကုန်း ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309276,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Laung Yaw Kone Village Tract,လောင်ယော်ကုန်း ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309277,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Sin Li Village Tract,စင်လီ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309278,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Than Htaung Village Tract,သံထောင် ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309279,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Ko Hpay Shey Village Tract,ကိုဖေရှေ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309280,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Ah Lel Dein Kin Village Tract,အလယ်ဒိန်ကင်း ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309281,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Khaik Khar Village Tract,ခိုက်ခါ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309282,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Aht Sa Village Tract,အပ်စ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309283,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Htein Khaung Village Tract,ထိန်းခေါင်း ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309284,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Chaing Sa Nu Village Tract,ချိုင်းစနူး ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309285,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Hmon Ta Nu Village Tract,မှုံတနူး ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309286,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Htoe Nu Village Tract,ထိုးနူး ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309287,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Khan To Village Tract,ခန်တို ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309288,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Gar Rar Pyin Village Tract,ဂါရာပြင် ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309289,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Lan Dan Village Tract,လန်ဒန် ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309290,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Khway Gaung Village Tract,ခွေးခေါင်း ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309291,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Khar Ein Village Tract,ခါအိမ် ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309292,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Tat Chaung Village Tract,တပ်ချောင်း ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309293,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Wun Chaung Wa Village Tract,ဝန်ချောင်းဝ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309294,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Mauk Chaung Wa Village Tract,မောက်ချောင်းဝ ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309295,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Kauk Sin Village Tract,ကောက်စဉ် ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0309296,link_township,Chin State,ချင်းပြည်နယ်,Paletwa Township,ပလက်ဝ မြို့နယ်,Maw Sone Gyi Village Tract,မောစုန်းကြီး ကျေးရွာအုပ်စု,village_tract,6941,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0360001,link_township,Chin State,ချင်းပြည်နယ်,Surkhua Town,ဆူရ်ခွား မြို့,Hseng Lo Tar Quarter,ဆိုင်လိုသာရ် ရပ်ကွက်,ward,6743,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0360002,link_township,Chin State,ချင်းပြည်နယ်,Surkhua Town,ဆူရ်ခွား မြို့,Sa Lung Pu Quarter,ဆလုံပူး ရပ်ကွက်,ward,6743,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0361001,link_township,Chin State,ချင်းပြည်နယ်,Hnaring Town,နှာဟရိန် မြို့,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,ward,6745,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0361002,link_township,Chin State,ချင်းပြည်နယ်,Hnaring Town,နှာဟရိန် မြို့,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,ward,6745,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0362001,link_township,Chin State,ချင်းပြည်နယ်,Rihkhawdar Town,ရိခေါ်ဒါရ် မြို့,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,ward,6739,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0362002,link_township,Chin State,ချင်းပြည်နယ်,Rihkhawdar Town,ရိခေါ်ဒါရ် မြို့,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,ward,6739,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0363001,link_township,Chin State,ချင်းပြည်နယ်,Webula Town,ဝေဘူလ မြို့,Myo Ma Quarter,မြို့မ ရပ်ကွက်,ward,6739,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0363002,link_township,Chin State,ချင်းပြည်နယ်,Webula Town,ဝေဘူလ မြို့,Kyan Bar Yi Quarter,ကျန်ဘာရီ ရပ်ကွက်,ward,6739,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0363003,link_township,Chin State,ချင်းပြည်နယ်,Webula Town,ဝေဘူလ မြို့,Lone That Quarter,လုံးသပ် ရပ်ကွက်,ward,6739,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0363004,link_township,Chin State,ချင်းပြည်နယ်,Webula Town,ဝေဘူလ မြို့,Mualzawl Quarter,မွာလ်ဇောလ် ရပ်ကွက်,ward,6739,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0364001,link_township,Chin State,ချင်းပြည်နယ်,Khaikam Town,ခိုင်ကမ်း မြို့,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,ward,6718,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0364002,link_township,Chin State,ချင်းပြည်နယ်,Khaikam Town,ခိုင်ကမ်း မြို့,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,ward,6718,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0364003,link_township,Chin State,ချင်းပြည်နယ်,Khaikam Town,ခိုင်ကမ်း မြို့,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,ward,6718,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0364004,link_township,Chin State,ချင်းပြည်နယ်,Khaikam Town,ခိုင်ကမ်း မြို့,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,ward,6718,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0365001,link_township,Chin State,ချင်းပြည်နယ်,Cikha Town,ကျီခါး မြို့,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,ward,6712,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0365002,link_township,Chin State,ချင်းပြည်နယ်,Cikha Town,ကျီခါး မြို့,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,ward,6712,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0366001,link_township,Chin State,ချင်းပြည်နယ်,Rezua Town,ရေဇွာ မြို့,Myo Ma Quarter,မြို့မ ရပ်ကွက်,ward,6922,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0366002,link_township,Chin State,ချင်းပြည်နယ်,Rezua Town,ရေဇွာ မြို့,In Yaw Quarter,အင်ရော ရပ်ကွက်,ward,6922,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0366003,link_township,Chin State,ချင်းပြည်နယ်,Rezua Town,ရေဇွာ မြို့,Mual Pi Quarter,မွာပီး ရပ်ကွက်,ward,6922,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0366004,link_township,Chin State,ချင်းပြည်နယ်,Rezua Town,ရေဇွာ မြို့,Laung Ye Quarter,လောင်းရဲ ရပ်ကွက်,ward,6922,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0367001,link_township,Chin State,ချင်းပြည်နယ်,Lalengpi Town,လိုင်လင်းပီ မြို့,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,ward,6922,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0367002,link_township,Chin State,ချင်းပြည်နယ်,Lalengpi Town,လိုင်လင်းပီ မြို့,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,ward,6922,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0368001,link_township,Chin State,ချင်းပြည်နယ်,M'kuiimnu Town,မကွီအိမ်နူး မြို့,M'kuiimnu Quarter,မကွီအိမ်နူး ရပ်ကွက်,ward,6943,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0368002,link_township,Chin State,ချင်းပြည်နယ်,M'kuiimnu Town,မကွီအိမ်နူး မြို့,Kyon Laung Quarter,ကြုံလောင်း ရပ်ကွက်,ward,6943,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0368003,link_township,Chin State,ချင်းပြည်နယ်,M'kuiimnu Town,မကွီအိမ်နူး မြို့,Htein Pyone Quarter,ထိန်ပြုံး ရပ်ကွက်,ward,6943,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0368004,link_township,Chin State,ချင်းပြည်နယ်,M'kuiimnu Town,မကွီအိမ်နူး မြို့,Vi Nu Quarter,ဗွီနူး ရပ်ကွက်,ward,6943,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0369001,link_township,Chin State,ချင်းပြည်နယ်,Kyin Dway Town,ကျင်ဒွေး မြို့,Kyin Dway Quarter,ကျင်ဒွေး ရပ်ကွက်,ward,6949,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0369002,link_township,Chin State,ချင်းပြည်နယ်,Kyin Dway Town,ကျင်ဒွေး မြို့,Hoke Pon Kyin Quarter,ဟုတ်ပုံကျင်း ရပ်ကွက်,ward,6949,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0369003,link_township,Chin State,ချင်းပြည်နယ်,Kyin Dway Town,ကျင်ဒွေး မြို့,Hpone Twi Kyin Quarter,ဖုံးတွီကျင်း ရပ်ကွက်,ward,6949,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0369004,link_township,Chin State,ချင်းပြည်နယ်,Kyin Dway Town,ကျင်ဒွေး မြို့,Htan Kone Quarter,ထန်းကုန်း ရပ်ကွက်,ward,6949,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0370001,link_township,Chin State,ချင်းပြည်နယ်,Samee Town,ဆမီး မြို့,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,ward,6941,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0370002,link_township,Chin State,ချင်းပြည်နယ်,Samee Town,ဆမီး မြို့,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,ward,6941,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0370003,link_township,Chin State,ချင်းပြည်နယ်,Samee Town,ဆမီး မြို့,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,ward,6941,,exact_town_to_parent_township,90,1,1,0,Unique township match; locality not uniquely linked
0401001,link_local_admin,Magway Region,မကွေးတိုင်းဒေသကြီး,Magway Township,မကွေး မြို့နယ်,Myo Haung Quarter,မြို့ဟောင်း ရပ်ကွက်,ward,7072,7017,exact_local_under_township,95,1,1,0,Unique local admin under matched township
0401002,link_local_admin,Magway Region,မကွေးတိုင်းဒေသကြီး,Magway Township,မကွေး မြို့နယ်,Hson Quarter,ဆုံ ရပ်ကွက်,ward,7072,6775,exact_local_under_township,95,1,1,0,Unique local admin under matched township
0401003,link_local_admin,Magway Region,မကွေးတိုင်းဒေသကြီး,Magway Township,မကွေး မြို့နယ်,Zay Lel Soe Quarter,ဈေးလယ်စိုး ရပ်ကွက်,ward,7072,7019,exact_local_under_township,95,1,1,0,Unique local admin under matched township
0401004,link_local_admin,Magway Region,မကွေးတိုင်းဒေသကြီး,Magway Township,မကွေး မြို့နယ်,Myo Ma Oe Bo Quarter,မြို့မအိုးဘို ရပ်ကွက်,ward,7072,6781,exact_local_under_township,95,1,1,0,Unique local admin under matched township
0401005,link_local_admin,Magway Region,မကွေးတိုင်းဒေသကြီး,Magway Township,မကွေး မြို့နယ်,Sar Shwe Kin Quarter,ဆားရွှေကင်း ရပ်ကွက်,ward,7072,7015,exact_local_under_township,95,1,1,0,Unique local admin under matched township
0401006,link_local_admin,Magway Region,မကွေးတိုင်းဒေသကြီး,Magway Township,မကွေး မြို့နယ်,Ywar Thit Pwe Kyo Quarter,ရွာသစ်ပွဲကြို ရပ်ကွက်,ward,7072,7010,exact_local_under_township,95,1,1,0,Unique local admin under matched township
0401007,link_local_admin,Magway Region,မကွေးတိုင်းဒေသကြီး,Magway Township,မကွေး မြို့နယ်,Thein Gar Gi Ri Quarter,သိင်္ဂါဂီရိ ရပ်ကွက်,ward,7072,7013,exact_local_under_township,95,1,1,0,Unique local admin under matched township
0401008,link_township,Magway Region,မကွေးတိုင်းဒေသကြီး,Magway Township,မကွေး မြို့နယ်,Pyi Taw Thar Quarter,ပြည်တော်သာ ရပ်ကွက်,ward,7072,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
0401009,link_township,Magway Region,မကွေးတိုင်းဒေသကြီး,Magway Township,မကွေး မြို့နယ်,Min Kan Gyi Quarter,မင်းကံကြီး ရပ်ကွက်,ward,7072,,exact_township_name,90,1,1,0,Unique township match; locality not uniquely linked
