coremap_id,hierarchy_level,admin_area_type,canonical_name,coremap_path,parent_id,classification,action,preserve_existing_geom,review_reason,point_x,point_y,geom_md5
5117,ward_village_tract,ward,သုခသိဒ္ဓိရပ်ကွက်,country:11:မြန်မာ > state_region:6031:နေပြည်တော် ပြည်ထောင်စုနယ်မြေ > district:6037:ပျဉ်းမနားခရိုင် > township:6029:ဇမ္ဗူသီရိမြို့နယ် > ward_village_tract:5117:သုခသိဒ္ဓိရပ်ကွက်,6029,duplicate,merge_duplicate,True,Candidate merge with sibling CoreMap rows sharing parent and normalized name,96.0473997968632,19.7524464,25fe22326c9dcb0cb4a87e3f1abc7ce1
5119,ward_village_tract,ward,တောင်ဘက်ပိုင်းရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5134:တွံတေးခရိုင် > township:5112:ကွမ်းခြံကုန်းမြို့နယ် > ward_village_tract:5119:တောင်ဘက်ပိုင်းရပ်ကွက်,5112,duplicate,merge_duplicate,True,Candidate merge with sibling CoreMap rows sharing parent and normalized name,96.0187089334236,16.44345375,9f9fc307271b26c46e2c24c2c3b9fca6
5123,ward_village_tract,special_area,Industrial Zone,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > ward_village_tract:5123:Industrial Zone,5170,duplicate,merge_duplicate,True,Candidate merge with sibling CoreMap rows sharing parent and normalized name,96.3379828169933,16.9210355,0d2036347078d2aeef6d0f32a076937c
5126,ward_village_tract,ward,ဝဏ္ဏသိဒ္ဒိရပ်ကွက်,country:11:မြန်မာ > state_region:6031:နေပြည်တော် ပြည်ထောင်စုနယ်မြေ > district:6037:ပျဉ်းမနားခရိုင် > township:6029:ဇမ္ဗူသီရိမြို့နယ် > ward_village_tract:5126:ဝဏ္ဏသိဒ္ဒိရပ်ကွက်,6029,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.0442524664568,19.76489845,71f7c964e7a6d496daa2bd117abe224f
5136,ward_village_tract,special_area,Industrial Zone,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > ward_village_tract:5136:Industrial Zone,5170,duplicate,merge_duplicate,True,Candidate merge with sibling CoreMap rows sharing parent and normalized name,96.343410287234,16.9280149,3bfedaaee71ff4404e2160eddf680819
5138,ward_village_tract,ward,အမှတ် (၇၄) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5138:အမှတ် (၇၄) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2592829821959,16.81369545,3443b44c3f2d0bdca1063d6ecec6a2b1
5151,ward_village_tract,island,Taung Kyun,country:11:မြန်မာ > state_region:6722:ရခိုင်ပြည်နယ် > ward_village_tract:5151:Taung Kyun,6722,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,93.7813560589586,18.5836198,3131f41d1ff2dee6e6e5f35f62cc7023
5153,ward_village_tract,ward,အမှတ် (၈၄) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5153:အမှတ် (၈၄) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.270163086167,16.85733435,515602d75f3ca2f8cc513b095110a67c
5156,ward_village_tract,ward,အမှတ် (၁၅၃) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5165:ဒဂုံမြို့သစ်အရှေ့ပိုင်း > ward_village_tract:5156:အမှတ် (၁၅၃) ရပ်ကွက်,5165,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2697713064923,16.9110777,8e56a2d8885dac1af38a9f0b2363ccf4
5157,ward_village_tract,ward,လေးဒေါင့်ကန် (တောင်) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5165:ဒဂုံမြို့သစ်အရှေ့ပိုင်း > ward_village_tract:5157:လေးဒေါင့်ကန် (တောင်) ရပ်ကွက်,5165,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.3199697161174,16.98011295,8d7b24485b81abf057ddfc6ac5fddbfc
5158,ward_village_tract,ward,ရှမ်းတဲကြီး (တောင်) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5165:ဒဂုံမြို့သစ်အရှေ့ပိုင်း > ward_village_tract:5158:ရှမ်းတဲကြီး (တောင်) ရပ်ကွက်,5165,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.3156954790295,16.99872115,0c4b09ad92262d9f25e81a26301f0981
5160,ward_village_tract,ward,စိုက်ပျိုးမွေးမြူရေး အမှတ် (၁) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5165:ဒဂုံမြို့သစ်အရှေ့ပိုင်း > ward_village_tract:5160:စိုက်ပျိုးမွေးမြူရေး အမှတ် (၁) ရပ်ကွက်,5165,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.3129813354476,16.95534735,b52428405cbb0643c02e8cd8bc701b6b
5166,ward_village_tract,ward,အမှတ် (၁၅၄) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5165:ဒဂုံမြို့သစ်အရှေ့ပိုင်း > ward_village_tract:5166:အမှတ် (၁၅၄) ရပ်ကွက်,5165,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.28767635916,16.9244724,ffe662d4d1d1eb5f4a191a2474f95444
5167,ward_village_tract,ward,သုံးခွ (တောင်) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5165:ဒဂုံမြို့သစ်အရှေ့ပိုင်း > ward_village_tract:5167:သုံးခွ (တောင်) ရပ်ကွက်,5165,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2804334256743,16.9338413,c46bf682f2be188b844499f6ae414a6d
5169,ward_village_tract,ward,ရွာသာကြီး (တောင်) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5165:ဒဂုံမြို့သစ်အရှေ့ပိုင်း > ward_village_tract:5169:ရွာသာကြီး (တောင်) ရပ်ကွက်,5165,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2586709550637,16.9129205,f1bfed4e5593162357bb7f6fc29ef473
5171,ward_village_tract,ward,အမှတ် (၁၅၀) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5165:ဒဂုံမြို့သစ်အရှေ့ပိုင်း > ward_village_tract:5171:အမှတ် (၁၅၀) ရပ်ကွက်,5165,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2872092664091,16.90872025,dc6285c383f4294fd75495d981673025
5172,ward_village_tract,ward,အမှတ် (၉၃) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5172:အမှတ် (၉၃) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2716889855997,16.82079675,99c6fed38f9ec13a6344bc55aa3f7563
5173,ward_village_tract,ward,အမှတ် (၁၄၉) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5165:ဒဂုံမြို့သစ်အရှေ့ပိုင်း > ward_village_tract:5173:အမှတ် (၁၄၉) ရပ်ကွက်,5165,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2912980923944,16.898262,eacb9e036f00c7c7a8421ef470397331
5174,ward_village_tract,ward,အမှတ် (၁၅၁) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5165:ဒဂုံမြို့သစ်အရှေ့ပိုင်း > ward_village_tract:5174:အမှတ် (၁၅၁) ရပ်ကွက်,5165,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2796852019438,16.9002209,938ee87f6e19177950c0660b9cefaf20
5179,ward_village_tract,ward,အမှတ် (၈၉) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5179:အမှတ် (၈၉) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2791315487171,16.8469594,435eaa1fddbb3fcfcd730152cfb264f0
5182,ward_village_tract,ward,အမှတ် (၁၀၆) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5231:ဒဂုံမြို့သစ်တောင်ပိုင်း > ward_village_tract:5182:အမှတ် (၁၀၆) ရပ်ကွက်,5231,duplicate,merge_duplicate,True,Candidate merge with sibling CoreMap rows sharing parent and normalized name,96.2603717631193,16.88504285,18d3bc15dd88b54accfd1efa44590428
5183,ward_village_tract,ward,အမှတ် (၁၀၆) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5231:ဒဂုံမြို့သစ်တောင်ပိုင်း > ward_village_tract:5183:အမှတ် (၁၀၆) ရပ်ကွက်,5231,duplicate,merge_duplicate,True,Candidate merge with sibling CoreMap rows sharing parent and normalized name,96.2603717631193,16.88504285,18d3bc15dd88b54accfd1efa44590428
5185,ward_village_tract,ward,အမှတ် (၁၀၅) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5231:ဒဂုံမြို့သစ်တောင်ပိုင်း > ward_village_tract:5185:အမှတ် (၁၀၅) ရပ်ကွက်,5231,duplicate,merge_duplicate,True,Candidate merge with sibling CoreMap rows sharing parent and normalized name,96.2692011159559,16.8780193,6aa452348dceab7c1df6321ff4b34475
5186,ward_village_tract,ward,အမှတ် (၁၀၅) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5231:ဒဂုံမြို့သစ်တောင်ပိုင်း > ward_village_tract:5186:အမှတ် (၁၀၅) ရပ်ကွက်,5231,duplicate,merge_duplicate,True,Candidate merge with sibling CoreMap rows sharing parent and normalized name,96.2692011159559,16.8780193,6aa452348dceab7c1df6321ff4b34475
5187,ward_village_tract,ward,အမှတ် (၁၄၈) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5187:အမှတ် (၁၄၈) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2808620374992,16.88037525,4278433754c4bf18a71cbb736b0fa322
5192,ward_village_tract,ward,အမှတ် (၉၂) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5192:အမှတ် (၉၂) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2730342838107,16.82792015,3b9d9d9486e6ea60789bb27d795bbd20
5193,ward_village_tract,ward,အမှတ် (၇၈) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5193:အမှတ် (၇၈) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2613595450515,16.8279306,aed0320c5c09590daf385cf88a020dd3
5194,ward_village_tract,ward,အမှတ် (၈၁) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5194:အမှတ် (၈၁) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2682951927048,16.8507166,3e9711094f3794a8ba6b34b096d8b319
5197,ward_village_tract,ward,အမှတ် (၇၃) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5197:အမှတ် (၇၃) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2513462998238,16.8134303,0871f7790806f5b05238f76799dfac86
5198,ward_village_tract,ward,အမှတ် (၇၅) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5198:အမှတ် (၇၅) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2653799903925,16.81707465,4177af0c70a6139f86b9c8ce36a9a6c8
5200,ward_village_tract,ward,အမှတ် (၉၄) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5200:အမှတ် (၉၄) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2660689180147,16.824154,d82fceb8ef0dc5366ac5c6e9b6ede78e
5201,ward_village_tract,ward,အမှတ် (၅၉) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5201:အမှတ် (၅၉) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2540410999692,16.84131375,3be2731a6008eac49fb779e3fecb929d
5202,ward_village_tract,ward,အမှတ် (၈၀) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5202:အမှတ် (၈၀) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2629021668451,16.8434576,ef17b32983e53230b38ca9a8c621f2f8
5203,ward_village_tract,ward,အမှတ် (၇၉) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5203:အမှတ် (၇၉) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2609969413513,16.8370356,b40cae04390e523ed556a78620655583
5204,ward_village_tract,ward,အမှတ် (၉၀) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5204:အမှတ် (၉၀) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2733913090517,16.84056325,464efd8eba6030b3c1127f64eaf080f2
5205,ward_village_tract,ward,အမှတ် (၈၂) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5205:အမှတ် (၈၂) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2631733248972,16.8515627,fc24c8c8d1b1f2caed3673dce73cadcf
5206,ward_village_tract,ward,အမှတ် (၉၁) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5206:အမှတ် (၉၁) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2716230437657,16.83494935,f7e8bdeec1d99c91860b52d36eff19e9
5207,ward_village_tract,special_area,Industrial Zone,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > ward_village_tract:5207:Industrial Zone,5170,duplicate,merge_duplicate,True,Candidate merge with sibling CoreMap rows sharing parent and normalized name,96.2880517450668,16.83458235,d5ac6fe8f34ccbda09a5451638df5c5f
5208,ward_village_tract,ward,အမှတ် (၉၈) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5208:အမှတ် (၉၈) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2999422443238,16.8416746,41d02b0b2a3d80b5ea8a02ee05f42fab
5209,ward_village_tract,ward,အမှတ် (၈၃) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5209:အမှတ် (၈၃) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2656413059232,16.8590851,cd887ab2f31853252316bcfa8335adfd
5210,ward_village_tract,ward,အမှတ် (၈၈) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5210:အမှတ် (၈၈) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2731432409863,16.84729865,f2bd6b1435c56ac6d17b3062a3fdcb6d
5212,ward_village_tract,ward,အမှတ် (၆၈) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5212:အမှတ် (၆၈) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2546769243212,16.85054355,43a9e11d503014f96506353a7009b192
5214,ward_village_tract,ward,အမှတ် (၁၆၈) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5214:အမှတ် (၁၆၈) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2861032423195,16.86600145,3e518a3b1a23f3203bd51f928cade46d
5215,ward_village_tract,special_area,Industrial Zone,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > ward_village_tract:5215:Industrial Zone,5170,duplicate,merge_duplicate,True,Candidate merge with sibling CoreMap rows sharing parent and normalized name,96.2898339599131,16.8486173,f711d1531525c71c46549c6ab0aa7cb4
5216,ward_village_tract,ward,အမှတ် (၈၇) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5216:အမှတ် (၈၇) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2769089404147,16.85604955,0bbf69b1ed2483256a233e16f8bd3107
5217,ward_village_tract,ward,အမှတ် (၆၉) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5217:အမှတ် (၆၉) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2581979093353,16.8563929,7dade8157233aed63ae5a2ddd75e40c6
5220,ward_village_tract,ward,အမှတ် (၈၆) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5220:အမှတ် (၈၆) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2775511437699,16.8623368,61275b76cd545b030fffecda480ef939
5221,ward_village_tract,ward,အမှတ် (၈၅) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5221:အမှတ် (၈၅) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2738684268995,16.8686037,b55f48e56b6a3f3f84305ba7632cdf01
5239,ward_village_tract,ward,၁၄/၂ ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5282:သင်္ဃန်းကျွန်းခရိုင် > township:5267:တောင်ဥက္ကလာပ > ward_village_tract:5239:၁၄/၂ ရပ်ကွက်,5267,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.1899408356696,16.8518979,0996dc43b493a5e7ad4a78c43692447f
5263,ward_village_tract,ward,၁၄/၃ ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5282:သင်္ဃန်းကျွန်းခရိုင် > township:5267:တောင်ဥက္ကလာပ > ward_village_tract:5263:၁၄/၃ ရပ်ကွက်,5267,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.1848264022451,16.85606955,64c5dbdda6035a6cf9932998e7991dd5
5318,ward_village_tract,ward,အဇစ်ကုန်းရပ်ကွက် (ဆရာစံရပ်ကွက်),country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5310:ကမာရွတ်ခရိုင် > township:5565:ဗဟန်း > ward_village_tract:5318:အဇစ်ကုန်းရပ်ကွက် (ဆရာစံရပ်ကွက်),5565,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.157397747961,16.82225495,1a7f40db958c7cf865fa9f331066acd8
5331,ward_village_tract,ward,အမှတ် (၂၄) သုဝဏ္ဏရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5282:သင်္ဃန်းကျွန်းခရိုင် > township:5344:သင်္ဃန်းကျွန်း > ward_village_tract:5331:အမှတ် (၂၄) သုဝဏ္ဏရပ်ကွက်,5344,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.1948132320374,16.81360765,ac75441823a74935e4a0fc77793c179d
5334,ward_village_tract,ward,အမှတ် (၂၉) သုဝဏ္ဏရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5282:သင်္ဃန်းကျွန်းခရိုင် > township:5344:သင်္ဃန်းကျွန်း > ward_village_tract:5334:အမှတ် (၂၉) သုဝဏ္ဏရပ်ကွက်,5344,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2093257469365,16.817051,c3f88cd00a3e8545bbadb6655b1e6af3
5335,ward_village_tract,ward,အမှတ် (၂၅) သုဝဏ္ဏရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5282:သင်္ဃန်းကျွန်းခရိုင် > township:5344:သင်္ဃန်းကျွန်း > ward_village_tract:5335:အမှတ် (၂၅) သုဝဏ္ဏရပ်ကွက်,5344,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2033863912768,16.8231535,554c52ba103bb976a3cf99979501e8b8
5367,ward_village_tract,ward,အမှတ် (၅၈) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5231:ဒဂုံမြို့သစ်တောင်ပိုင်း > ward_village_tract:5367:အမှတ် (၅၈) ရပ်ကွက်,5231,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2482026109067,16.84167625,e2dfb14e92c4c5f79713b88983a84d7e
5369,ward_village_tract,ward,အမှတ် (၆၀) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5369:အမှတ် (၆၀) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2480057525185,16.8316307,de4984755fd32ca9ac99c5cf4d71702c
5370,ward_village_tract,ward,အမှတ် (၆၁) ရပ်ကွက်,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5213:ဒဂုံဆိပ်ကမ်း > ward_village_tract:5370:အမှတ် (၆၁) ရပ်ကွက်,5213,manual_review,manual_review,True,Core WVT not matched to an official MIMU ward/village-tract row,96.2447557012962,16.820313,0ba76d9244d5d0f8ed3e4dc196486304
