duplicate_kind,source_key,source_level,source_name_en,source_name_my,parent_path,coremap_ids,review_reason
repeated_create_same_normalized_path,_05_Ward:2412;_05_Ward:2409,ward_village_tract,No (3) Ward,ရပ်ကွက် (၃),state_region:MMR222:Shan > district:MMR015D007:Matman > township:MMR015005:Pangsang (Panghkam) > ward_village_tract:MMR015005701503:No (3) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_06-VillageTract:12332;_06-VillageTract:12333,ward_village_tract,Nawng Hseng,နောင်ဆိုင်,state_region:MMR222:Shan > district:MMR015D002:Muse > township:MMR015009:Muse > ward_village_tract:MMR015009004:Nawng Hseng,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2358;_05_Ward:2355;_05_Ward:2374,ward_village_tract,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR222:Shan > district:MMR015D002:Muse > township:MMR015009:Muse > ward_village_tract:MMR015009702501:No (1) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2359;_05_Ward:2356;_05_Ward:2375,ward_village_tract,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR222:Shan > district:MMR015D002:Muse > township:MMR015009:Muse > ward_village_tract:MMR015009702502:No (2) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2360;_05_Ward:2357;_05_Ward:2376,ward_village_tract,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR222:Shan > district:MMR015D002:Muse > township:MMR015009:Muse > ward_village_tract:MMR015009702503:No (3) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2361;_05_Ward:2377,ward_village_tract,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,state_region:MMR222:Shan > district:MMR015D002:Muse > township:MMR015009:Muse > ward_village_tract:MMR015009702504:No (4) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2362;_05_Ward:2378,ward_village_tract,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,state_region:MMR222:Shan > district:MMR015D002:Muse > township:MMR015009:Muse > ward_village_tract:MMR015009702505:No (5) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_06-VillageTract:11840;_06-VillageTract:11841,ward_village_tract,Loi Kan,လွယ်ကန်,state_region:MMR222:Shan > district:MMR015D002:Muse > township:MMR015011:Kutkai > ward_village_tract:MMR015011006:Loi Kan,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_06-VillageTract:11908;_06-VillageTract:11909,ward_village_tract,Loi An,လွယ်အံ,state_region:MMR222:Shan > district:MMR015D003:Kyaukme > township:MMR015012:Kyaukme > ward_village_tract:MMR015012013:Loi An,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_06-VillageTract:11678;_06-VillageTract:11679,ward_village_tract,Kawng Hkan,ကောင်းခံ,state_region:MMR222:Shan > district:MMR015D003:Kyaukme > township:MMR015014:Hsipaw > ward_village_tract:MMR015014039:Kawng Hkan,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_06-VillageTract:11695;_06-VillageTract:11696,ward_village_tract,Man Kyawng,မန်ကျောင်း,state_region:MMR222:Shan > district:MMR015D003:Kyaukme > township:MMR015014:Hsipaw > ward_village_tract:MMR015014042:Man Kyawng,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2245;_05_Ward:2250,ward_village_tract,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR222:Shan > district:MMR015D006:Hopang > township:MMR015021:Hopang > ward_village_tract:MMR015021702501:No (1) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2246;_05_Ward:2251,ward_village_tract,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR222:Shan > district:MMR015D006:Hopang > township:MMR015021:Hopang > ward_village_tract:MMR015021702502:No (2) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2247;_05_Ward:2252,ward_village_tract,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR222:Shan > district:MMR015D006:Hopang > township:MMR015021:Hopang > ward_village_tract:MMR015021702503:No (3) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2248;_05_Ward:2253,ward_village_tract,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,state_region:MMR222:Shan > district:MMR015D006:Hopang > township:MMR015021:Hopang > ward_village_tract:MMR015021702504:No (4) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2249;_05_Ward:2254,ward_village_tract,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,state_region:MMR222:Shan > district:MMR015D006:Hopang > township:MMR015021:Hopang > ward_village_tract:MMR015021702505:No (5) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2336;_05_Ward:2333,ward_village_tract,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR222:Shan > self_administered_zone:MMR015S002:Kokang Self-Administered Zone > township:MMR015022:Laukkaing > ward_village_tract:MMR015022701501:No (1) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2337;_05_Ward:2334,ward_village_tract,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR222:Shan > self_administered_zone:MMR015S002:Kokang Self-Administered Zone > township:MMR015022:Laukkaing > ward_village_tract:MMR015022701502:No (2) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2338;_05_Ward:2335,ward_village_tract,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR222:Shan > self_administered_zone:MMR015S002:Kokang Self-Administered Zone > township:MMR015022:Laukkaing > ward_village_tract:MMR015022701503:No (3) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2273;_05_Ward:2276,ward_village_tract,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR222:Shan > self_administered_zone:MMR015S002:Kokang Self-Administered Zone > township:MMR015023:Konkyan > ward_village_tract:MMR015023701501:No (1) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2274;_05_Ward:2277,ward_village_tract,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR222:Shan > self_administered_zone:MMR015S002:Kokang Self-Administered Zone > township:MMR015023:Konkyan > ward_village_tract:MMR015023701502:No (2) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2275;_05_Ward:2278,ward_village_tract,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR222:Shan > self_administered_zone:MMR015S002:Kokang Self-Administered Zone > township:MMR015023:Konkyan > ward_village_tract:MMR015023701503:No (3) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2189;_05_Ward:2183,ward_village_tract,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR222:Shan > district:MMR016D002:Monghsat > township:MMR016008:Mongton > ward_village_tract:MMR016008702501:No (1) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2190;_05_Ward:2184,ward_village_tract,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR222:Shan > district:MMR016D002:Monghsat > township:MMR016008:Mongton > ward_village_tract:MMR016008702502:No (2) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2191;_05_Ward:2185,ward_village_tract,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR222:Shan > district:MMR016D002:Monghsat > township:MMR016008:Mongton > ward_village_tract:MMR016008702503:No (3) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2217;_05_Ward:2231,ward_village_tract,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR222:Shan > district:MMR016D003:Tachileik > township:MMR016009:Tachileik > ward_village_tract:MMR016009702501:No (1) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2218;_05_Ward:2232,ward_village_tract,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR222:Shan > district:MMR016D003:Tachileik > township:MMR016009:Tachileik > ward_village_tract:MMR016009702502:No (2) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:2219;_05_Ward:2233,ward_village_tract,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR222:Shan > district:MMR016D003:Tachileik > township:MMR016009:Tachileik > ward_village_tract:MMR016009702503:No (3) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:229;_05_Ward:244;_05_Ward:225;_05_Ward:222,ward_village_tract,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D001:Pathein > township:MMR017001:Pathein > ward_village_tract:MMR017001701501:No (1) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:236;_05_Ward:245;_05_Ward:226;_05_Ward:223,ward_village_tract,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D001:Pathein > township:MMR017001:Pathein > ward_village_tract:MMR017001701502:No (2) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:237;_05_Ward:246;_05_Ward:227;_05_Ward:224,ward_village_tract,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D001:Pathein > township:MMR017001:Pathein > ward_village_tract:MMR017001701503:No (3) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:238;_05_Ward:228,ward_village_tract,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D001:Pathein > township:MMR017001:Pathein > ward_village_tract:MMR017001701504:No (4) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:206;_05_Ward:199,ward_village_tract,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D001:Pathein > township:MMR017004:Ngapudaw > ward_village_tract:MMR017004702501:No (1) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:207;_05_Ward:200,ward_village_tract,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D001:Pathein > township:MMR017004:Ngapudaw > ward_village_tract:MMR017004702502:No (2) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_06-VillageTract:1835;_06-VillageTract:1836,ward_village_tract,Hpa Yar Kone,ဘုရားကုန်း,state_region:MMR017:Ayeyarwady > district:MMR017D001:Pathein > township:MMR017006:Yegyi > ward_village_tract:MMR017006020:Hpa Yar Kone,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_06-VillageTract:1879;_06-VillageTract:1880,ward_village_tract,Nyaung Pin Thar,ညောင်ပင်သာ,state_region:MMR017:Ayeyarwady > district:MMR017D001:Pathein > township:MMR017006:Yegyi > ward_village_tract:MMR017006032:Nyaung Pin Thar,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:305;_05_Ward:297,ward_village_tract,Myo Ma Ward,မြို့မရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D001:Pathein > township:MMR017006:Yegyi > ward_village_tract:MMR017006701505:Myo Ma Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:70;_05_Ward:43,ward_village_tract,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D002:Hinthada > township:MMR017008:Hinthada > ward_village_tract:MMR017008702501:No (1) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:71;_05_Ward:44,ward_village_tract,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D002:Hinthada > township:MMR017008:Hinthada > ward_village_tract:MMR017008702502:No (2) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:72;_05_Ward:45,ward_village_tract,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D002:Hinthada > township:MMR017008:Hinthada > ward_village_tract:MMR017008702503:No (3) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:73;_05_Ward:46,ward_village_tract,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D002:Hinthada > township:MMR017008:Hinthada > ward_village_tract:MMR017008702504:No (4) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:74;_05_Ward:47,ward_village_tract,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D002:Hinthada > township:MMR017008:Hinthada > ward_village_tract:MMR017008702505:No (5) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:177;_05_Ward:168,ward_village_tract,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D002:Hinthada > township:MMR017011:Myanaung > ward_village_tract:MMR017011701501:No (1) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:178;_05_Ward:169,ward_village_tract,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D002:Hinthada > township:MMR017011:Myanaung > ward_village_tract:MMR017011701502:No (2) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:179;_05_Ward:170,ward_village_tract,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D002:Hinthada > township:MMR017011:Myanaung > ward_village_tract:MMR017011701503:No (3) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:180;_05_Ward:171,ward_village_tract,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D002:Hinthada > township:MMR017011:Myanaung > ward_village_tract:MMR017011701504:No (4) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:80;_05_Ward:75;_05_Ward:83,ward_village_tract,No (1) Ward,(၁) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D002:Hinthada > township:MMR017013:Ingapu > ward_village_tract:MMR017013701501:No (1) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:81;_05_Ward:76;_05_Ward:84,ward_village_tract,No (2) Ward,(၂) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D002:Hinthada > township:MMR017013:Ingapu > ward_village_tract:MMR017013701502:No (2) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:82;_05_Ward:77;_05_Ward:85,ward_village_tract,No (3) Ward,(၃) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D002:Hinthada > township:MMR017013:Ingapu > ward_village_tract:MMR017013701503:No (3) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:78;_05_Ward:86,ward_village_tract,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D002:Hinthada > township:MMR017013:Ingapu > ward_village_tract:MMR017013702504:No (4) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:125;_05_Ward:135;_05_Ward:121,ward_village_tract,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D004:Labutta > township:MMR017016:Labutta > ward_village_tract:MMR017016701501:No (1) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:127;_05_Ward:136;_05_Ward:122,ward_village_tract,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D004:Labutta > township:MMR017016:Labutta > ward_village_tract:MMR017016701502:No (2) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:128;_05_Ward:137;_05_Ward:123,ward_village_tract,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D004:Labutta > township:MMR017016:Labutta > ward_village_tract:MMR017016701503:No (3) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:129;_05_Ward:124,ward_village_tract,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,state_region:MMR017:Ayeyarwady > district:MMR017D004:Labutta > township:MMR017016:Labutta > ward_village_tract:MMR017016701504:No (4) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
extra_core_same_parent_name,,ward_village_tract,Industrial Zone,,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > ward_village_tract:5094:Industrial Zone,5094;5105;5123;5136;5207;5215,"Unmatched CoreMap rows share level, parent and normalized name"
extra_core_same_parent_name,,ward_village_tract,တောင်ဘက်ပိုင်းရပ်ကွက်,,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5134:တွံတေးခရိုင် > township:5112:ကွမ်းခြံကုန်းမြို့နယ် > ward_village_tract:5113:တောင်ဘက်ပိုင်းရပ်ကွက်,5113;5119,"Unmatched CoreMap rows share level, parent and normalized name"
extra_core_same_parent_name,,ward_village_tract,သုခသိဒ္ဓိရပ်ကွက်,,country:11:မြန်မာ > state_region:6031:နေပြည်တော် ပြည်ထောင်စုနယ်မြေ > district:6037:ပျဉ်းမနားခရိုင် > township:6029:ဇမ္ဗူသီရိမြို့နယ် > ward_village_tract:5117:သုခသိဒ္ဓိရပ်ကွက်,5117;6054,"Unmatched CoreMap rows share level, parent and normalized name"
extra_core_same_parent_name,,ward_village_tract,အမှတ် (၁၀၆) ရပ်ကွက်,,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5231:ဒဂုံမြို့သစ်တောင်ပိုင်း > ward_village_tract:5182:အမှတ် (၁၀၆) ရပ်ကွက်,5182;5183,"Unmatched CoreMap rows share level, parent and normalized name"
extra_core_same_parent_name,,ward_village_tract,အမှတ် (၁၀၅) ရပ်ကွက်,,country:11:မြန်မာ > state_region:13:ရန်ကုန်တိုင်းဒေသကြီး > district:5170:ဒဂုံမြို့သစ်ခရိုင် > township:5231:ဒဂုံမြို့သစ်တောင်ပိုင်း > ward_village_tract:5185:အမှတ် (၁၀၅) ရပ်ကွက်,5185;5186,"Unmatched CoreMap rows share level, parent and normalized name"
extra_core_same_parent_name,,ward_village_tract,ဂန့်ဂေါ်ဝိုင်းရပ်ကွက်,,country:11:မြန်မာ > state_region:7169:ပဲခူးတိုင်းဒေသကြီး > district:5923:ပဲခူးခရိုင် > township:5920:ရွှေကျင်မြို့နယ် > ward_village_tract:5891:ဂန့်ဂေါ်ဝိုင်းရပ်ကွက်,5891;5897,"Unmatched CoreMap rows share level, parent and normalized name"
extra_core_same_parent_name,,ward_village_tract,ဓနသိဒ္ဓိရပ်ကွက်,,country:11:မြန်မာ > state_region:6031:နေပြည်တော် ပြည်ထောင်စုနယ်မြေ > district:6037:ပျဉ်းမနားခရိုင် > township:6029:ဇမ္ဗူသီရိမြို့နယ် > ward_village_tract:6011:ဓနသိဒ္ဓိရပ်ကွက်,6011;6024,"Unmatched CoreMap rows share level, parent and normalized name"
extra_core_same_parent_name,,ward_village_tract,ဉာဏသိဒ္ဓိရပ်ကွက်,,country:11:မြန်မာ > state_region:6031:နေပြည်တော် ပြည်ထောင်စုနယ်မြေ > district:6037:ပျဉ်းမနားခရိုင် > township:6029:ဇမ္ဗူသီရိမြို့နယ် > ward_village_tract:6012:ဉာဏသိဒ္ဓိရပ်ကွက်,6012;6022,"Unmatched CoreMap rows share level, parent and normalized name"
extra_core_same_parent_name,,ward_village_tract,ဗလသိဒ္ဓိရပ်ကွက်,,country:11:မြန်မာ > state_region:6031:နေပြည်တော် ပြည်ထောင်စုနယ်မြေ > district:6037:ပျဉ်းမနားခရိုင် > township:6029:ဇမ္ဗူသီရိမြို့နယ် > ward_village_tract:6023:ဗလသိဒ္ဓိရပ်ကွက်,6023;6025,"Unmatched CoreMap rows share level, parent and normalized name"
extra_core_same_parent_name,,ward_village_tract,ငွေတော်ကြည်ကုန်းရပ်ကွက်,,country:11:မြန်မာ > state_region:6832:မန္တလေးတိုင်း > district:6224:မဟာအောင်မြေ > township:6203:ပြည်ကြီးတံခွန် > ward_village_tract:6211:ငွေတော်ကြည်ကုန်းရပ်ကွက်,6211;6212,"Unmatched CoreMap rows share level, parent and normalized name"
extra_core_same_parent_name,,ward_village_tract,မဟာမြိုင်ရပ်ကွက်,,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6799:ကလေးခရိုင် > township:6766:တန့်ဆည်မြို့နယ် > ward_village_tract:6794:မဟာမြိုင်ရပ်ကွက်,6794;6797,"Unmatched CoreMap rows share level, parent and normalized name"
extra_core_same_parent_name,,ward_village_tract,ဧမြဝတီရပ်ကွက်,,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6861:စစ်ကိုင်းခရိုင် > township:6831:စစ်ကိုင်းမြို့နယ် > ward_village_tract:6849:ဧမြဝတီရပ်ကွက်,6849;6853,"Unmatched CoreMap rows share level, parent and normalized name"
extra_core_same_parent_name,,ward_village_tract,ဈေးရပ်ကွက်,,country:11:မြန်မာ > state_region:6832:မန္တလေးတိုင်း > district:6721:မြင်းခြံခရိုင် > township:6903:တောင်သာမြို့နယ် > ward_village_tract:6907:ဈေးရပ်ကွက်,6907;6908,"Unmatched CoreMap rows share level, parent and normalized name"
extra_core_same_parent_name,,ward_village_tract,မြို့မရပ်ကွက်,,country:11:မြန်မာ > state_region:7279:ဧ​ရာဝတီတိုင်း > district:7283:ကျုံပျော်ခရိုင် > township:7187:ရေကြည်မြို့နယ် > ward_village_tract:7262:မြို့မရပ်ကွက်,7262;7269,"Unmatched CoreMap rows share level, parent and normalized name"
