source_ts_pcode,source_ts_name,source_st_pcode,source_st_name,source_dt_pcode,source_dt_name,boundary_count,village_count,status,core_township_id,core_public_id,core_canonical_name,match_method,candidate_coremap_ids,evidence,review_reason
MMR002007,Mese,MMR002,Kayah,MMR002D002,Bawlake,7,14,mapped,5962,8b8bb612-a137-4048-85fa-7cf344633cb9,မယ်စဲ့,name,5962,exact_normalized_en=[5962]|spatial_support=5962:1.00;5972:0.01,
MMR003001,Hpa-An,MMR003,Kayin,MMR003D001,Hpa-An,101,364,mapped,5877,181c660c-5b50-4037-9501-8d5290fdf60b,ဘားအံ,name,5877,exact_normalized_en=[5877]|spatial_support=5877:1.00;5070:0.04;5053:0.01;5098:0.01;5881:0.01,
MMR003002,Hlaingbwe,MMR003,Kayin,MMR003D001,Hpa-An,77,286,mapped,5880,6d850154-f201-4725-b742-0d2e26b3b98f,လှိုင်းဘွဲ့,name,5880,exact_normalized_en=[5880]|spatial_support=5880:1.00;5877:0.04,
MMR003003,Hpapun,MMR003,Kayin,MMR003D004,Hpapun,35,138,mapped,5978,f646fae8-f401-4af2-a4e3-a3adfb6b798d,ဖာပွန်,name,5978,exact_normalized_en=[5978]|spatial_support=5978:1.00;5920:0.01,
MMR003004,Thandaunggyi,MMR003,Kayin,MMR003D001,Hpa-An,63,232,mapped,6018,50cf5e9a-8f0f-4eb2-b870-93ac4354ea7b,သံတောင်ကြီး,name,6018,exact_normalized_en=[6018]|spatial_support=6018:1.00;5971:0.01;6038:0.01;6039:0.01,
MMR003005,Myawaddy,MMR003,Kayin,MMR003D002,Myawaddy,21,56,mapped,5033,273b9ffe-f0b3-408a-a091-ac81bfd57981,မြဝတီ,name,5033,exact_normalized_en=[5033]|spatial_support=5033:1.00,
MMR003006,Kawkareik,MMR003,Kayin,MMR003D003,Kawkareik,55,208,mapped,5030,0c1e0422-330d-4f9e-b926-17fd75d00a9c,ကော့ကရိတ်,name,5030,exact_normalized_en=[5030]|spatial_support=5030:1.00;5098:0.04;5033:0.01;5070:0.01,
MMR003007,Kyainseikgyi,MMR003,Kayin,MMR003D003,Kawkareik,60,207,mapped,7502,3fa70d2c-1c6b-4fd3-bf26-ac089771f85a,ကြာအင်းဆိပ်ကြီး,name,7502,exact_normalized_en=[7502]|spatial_support=7502:1.00;5033:0.01;5108:0.01,
MMR004001,Falam,MMR004,Chin,MMR004D001,Falam,91,176,mapped,6739,8e6d8096-1fd2-45cf-bd3b-615123e89025,ဖလမ်း,name,6739,exact_normalized_en=[6739]|spatial_support=6739:1.00;6718:0.01,
MMR004002,Hakha,MMR004,Chin,MMR004D003,Hakha,31,67,mapped,6743,70cdaaf1-3d52-4cde-86e8-2f1f8b622f49,ဟားခါး,name,6743,exact_normalized_en=[6743]|spatial_support=6743:1.00;6809:0.03;6745:0.01,
MMR004003,Thantlang,MMR004,Chin,MMR004D003,Hakha,38,87,mapped,6745,cc89cf83-55dc-4c9b-9286-69178c26c4d1,ထန်တလန်,name,6745,exact_normalized_en=[6745]|spatial_support=6745:1.00,
MMR004004,Tedim,MMR004,Chin,MMR004D001,Falam,60,134,mapped,6718,6d0a56e1-51d5-454b-aad5-d8bccd6003d3,တီးတိန်,name,6718,exact_normalized_en=[6718]|spatial_support=6718:1.00;6739:0.07;6741:0.01,
MMR004005,Tonzang,MMR004,Chin,MMR004D001,Falam,33,96,mapped,6712,f3446bb2-ea07-4eb5-9bf0-8f33131827c2,တွန်းဇန်,name,6712,exact_normalized_en=[6712]|spatial_support=6712:1.00;6718:0.01,
MMR004006,Mindat,MMR004,Chin,MMR004D002,Mindat,51,178,mapped,6943,a3d8d95b-e0c8-4973-848a-b62ebf542d3d,မင်းတပ်,name,6943,exact_normalized_en=[6943]|spatial_support=6943:1.00;6927:0.01,
MMR004007,Matupi,MMR004,Chin,MMR004D002,Mindat,69,143,mapped,6922,7edf813a-edf2-48cd-8c2e-aa6fd19e3e18,မတူပီ,name,6922,exact_normalized_en=[6922]|spatial_support=6922:1.00,
MMR004008,Kanpetlet,MMR004,Chin,MMR004D002,Mindat,28,107,mapped,6949,673e6f08-eaff-477b-bc3a-681598f36223,ကန်ပက်လက်,name,6949,exact_normalized_en=[6949]|spatial_support=6949:0.98;6926:0.06;7026:0.02,
MMR004009,Paletwa,MMR004,Chin,MMR004D002,Mindat,100,385,mapped,6941,02191b8a-704d-444d-9c61-2fd279e40ed1,ပလက်ဝ,name,6941,exact_normalized_en=[6941]|spatial_support=6941:1.00;6960:0.01;6922:0.01;6949:0.01,
MMR005001,Sagaing,MMR005,Sagaing,MMR005D001,Sagaing,97,168,mapped,6831,a3fe95b9-754b-4041-ace9-f5f407d1153d,စစ်ကိုင်း,name,6831,exact_normalized_en=[6831]|spatial_support=6831:1.00;6535:0.18;6237:0.17;6259:0.17;6203:0.17,
MMR005002,Myinmu,MMR005,Sagaing,MMR005D001,Sagaing,53,87,mapped,6829,75ff8eac-0302-4945-afb3-31c823ae50ff,မြင်းမူ,name,6829,exact_normalized_en=[6829]|spatial_support=6829:1.00;6862:0.12;6857:0.09;6831:0.06;6822:0.04,
MMR005003,Myaung,MMR005,Sagaing,MMR005D001,Sagaing,49,78,mapped,6875,9afca375-72dc-417a-8052-fd32bbaa72f8,မြောင်,name,6875,exact_normalized_en=[6875]|spatial_support=6875:1.00;6862:0.17;6883:0.17;6888:0.12;6857:0.07,
MMR005004,Shwebo,MMR005,Sagaing,MMR005D002,Shwebo,74,169,mapped,6786,80600f77-5563-49a6-ac6f-9ee0397b8459,ရွှေဘို,name,6786,exact_normalized_en=[6786]|spatial_support=6786:1.00;6783:0.12;6828:0.07;6550:0.03;6825:0.01,
MMR005005,Khin-U,MMR005,Sagaing,MMR005D002,Shwebo,65,145,mapped,6783,116ebe5a-45fc-4111-9936-20de2e5079a3,ခင်ဦး,name,6783,exact_normalized_en=[6783]|spatial_support=6783:1.00;6786:0.10,
MMR005006,Wetlet,MMR005,Sagaing,MMR005D002,Shwebo,73,224,mapped,6828,51cb6164-a342-4820-9eb7-00f10f5af4a4,ဝက်လက်,name,6828,exact_normalized_en=[6828]|spatial_support=6828:1.00;6786:0.12;6825:0.03;6831:0.03;6544:0.01,
MMR005007,Kanbalu,MMR005,Sagaing,MMR005D010,Kanbalu,95,273,mapped,6762,28df4faf-3bb8-486f-bd1f-b7c8371bcee9,ကန့်ဘလူ,name,6762,exact_normalized_en=[6762]|spatial_support=6762:1.00;6783:0.05;6554:0.01;6761:0.01;6766:0.01,
MMR005008,Kyunhla,MMR005,Sagaing,MMR005D010,Kanbalu,37,110,mapped,5023,77e076d0-6183-40fd-b8c2-acff13ead27a,ကျွန်းလှ,name,5023,exact_normalized_en=[5023]|spatial_support=5023:1.00;6761:0.05;6762:0.05;6766:0.01,
MMR005009,Ye-U,MMR005,Sagaing,MMR005D002,Shwebo,69,185,mapped,6789,4e96d72b-c2a4-4087-acdf-f69ff529a386,ရေဦး,name,6789,exact_normalized_en=[6789]|spatial_support=6789:1.00;6788:0.14;6766:0.01,
MMR005010,Tabayin,MMR005,Sagaing,MMR005D002,Shwebo,61,184,mapped,6788,0a647bb1-b417-4fa4-9971-c609c43025ff,ဒီပဲယင်း,name,6788,exact_normalized_en=[6788]|spatial_support=6788:1.00;6789:0.04;6825:0.04;6824:0.02;6786:0.01,
MMR005011,Taze,MMR005,Sagaing,MMR005D002,Shwebo,63,263,mapped,6766,0c37fbaa-de5f-444d-ab2a-ab13e6524ed7,တန့်ဆည်,name,6766,exact_normalized_en=[6766]|spatial_support=6766:1.00;6789:0.03,
MMR005012,Monywa,MMR005,Sagaing,MMR005D003,Monywa,55,167,mapped,6822,f542f9e9-d5aa-43ff-a403-441ff3f89b91,မုံရွာ,name,6822,exact_normalized_en=[6822]|spatial_support=6822:1.00;6862:0.14;6872:0.12;6825:0.06;6824:0.03,
MMR005013,Budalin,MMR005,Sagaing,MMR005D003,Monywa,58,186,mapped,6824,7877cbc5-f5c0-4c1e-9a92-4bb2a9a953b6,ဘုတလင်,name,6824,exact_normalized_en=[6824]|spatial_support=6824:1.00;6788:0.09;6822:0.04;6825:0.03;6816:0.01,
MMR005014,Ayadaw,MMR005,Sagaing,MMR005D003,Monywa,40,153,mapped,6825,7f2538a1-9e04-464d-a823-465b9353f8d1,အရာတော်,name,6825,exact_normalized_en=[6825]|spatial_support=6825:1.00;6828:0.04;6829:0.04;6822:0.03;6824:0.03,
MMR005015,Chaung-U,MMR005,Sagaing,MMR005D003,Monywa,33,73,mapped,6862,ea3e81ce-2849-454d-9517-6733661a27a3,ချောင်းဦး,name,6862,exact_normalized_en=[6862]|spatial_support=6862:1.00;6822:0.20;6872:0.12;6875:0.10;6829:0.05,
MMR005016,Yinmarbin,MMR005,Sagaing,MMR005D009,Yinmarbin,47,161,mapped,6816,91b55220-b197-49e3-ac58-54fd8b56765e,ယင်းမာပင်,name,6816,exact_normalized_en=[6816]|spatial_support=6816:1.00;6872:0.15;6814:0.07;6822:0.04;6805:0.01,
MMR005017,Kani,MMR005,Sagaing,MMR005D009,Yinmarbin,49,181,mapped,6805,eef99641-8a5a-4e13-93a3-487c9236f0e4,ကနီ,name,6805,exact_normalized_en=[6805]|spatial_support=6805:1.00;6824:0.09;6816:0.06;6798:0.01,
MMR005018,Salingyi,MMR005,Sagaing,MMR005D009,Yinmarbin,43,149,mapped,6872,9a4ff5bc-0c18-4f38-849e-9e9a5bec38d8,ဆားလင်းကြီး,name,6872,exact_normalized_en=[6872]|spatial_support=6872:1.00;6822:0.12;6862:0.11;6816:0.08;6875:0.01,
MMR005019,Pale,MMR005,Sagaing,MMR005D009,Yinmarbin,63,173,mapped,6814,edf7f426-5a2e-4807-a914-79df997455f5,ပုလဲ,name,6814,exact_normalized_en=[6814]|spatial_support=6814:1.00;6872:0.10;6816:0.08,
MMR005020,Katha,MMR005,Sagaing,MMR005D004,Katha,33,140,mapped,6588,095293bf-0b9b-4ab3-abe0-3912b48f1b1e,ကသာ,name,6588,exact_normalized_en=[6588]|spatial_support=6588:1.00;6587:0.04;6589:0.03;6607:0.01,
MMR005021,Indaw,MMR005,Sagaing,MMR005D004,Katha,42,148,mapped,6607,5941d795-effb-4966-96b2-74294d19f8f3,အင်းတော်,name,6607,exact_normalized_en=[6607]|spatial_support=6607:1.00;6706:0.01;6588:0.01,
MMR005022,Tigyaing,MMR005,Sagaing,MMR005D004,Katha,33,112,mapped,6587,ac1ee905-d224-41e8-88ce-3a5036e05d34,ထီးချိုင့်,name,6587,exact_normalized_en=[6587]|spatial_support=6587:1.00,
MMR005023,Banmauk,MMR005,Sagaing,MMR005D004,Katha,48,216,mapped,6702,acb43757-0344-47f8-a6f0-edb963235506,ဗန်းမောက်,name,6702,exact_normalized_en=[6702]|spatial_support=6702:1.00;6607:0.03;6706:0.01,
MMR005024,Kawlin,MMR005,Sagaing,MMR005D011,Kawlin,55,201,mapped,6761,84a1b427-e7ce-444e-9db5-748689d20934,ကောလင်း,name,6761,exact_normalized_en=[6761]|spatial_support=6761:1.00;6706:0.04;5023:0.01,
MMR005025,Wuntho,MMR005,Sagaing,MMR005D011,Kawlin,43,179,mapped,6706,83d0a50c-1630-455e-83f2-f73c5c9485b7,ဝန်းသို,name,6706,exact_normalized_en=[6706]|spatial_support=6706:1.00;6761:0.01,
MMR005026,Pinlebu,MMR005,Sagaing,MMR005D011,Kawlin,55,265,mapped,6707,5f6297ae-7943-4f0c-ad38-3efcd076d215,ပင်လည်ဘူး,name,6707,exact_normalized_en=[6707]|spatial_support=6707:1.00;6761:0.02;6706:0.01,
MMR005027,Kale,MMR005,Sagaing,MMR005D005,Kale,45,151,mapped,6741,44d39efd-def9-4dd5-a573-f3543a988c81,ကလေး,name,6741,exact_normalized_en=[6741]|spatial_support=6741:1.00,
MMR005028,Kalewa,MMR005,Sagaing,MMR005D005,Kale,40,128,mapped,6742,e888b32b-b200-4e60-9779-35125d286ab0,ကလေးဝ,name,6742,exact_normalized_en=[6742]|spatial_support=6742:1.00;6741:0.03;5022:0.01,
MMR005029,Mingin,MMR005,Sagaing,MMR005D005,Kale,62,188,mapped,6798,ca7ddc81-3d99-4e57-af9d-9f3c15a4a808,မင်းကင်း,name,6798,exact_normalized_en=[6798]|spatial_support=6798:1.00;6742:0.02;6741:0.01;6789:0.01,
MMR005030,Tamu,MMR005,Sagaing,MMR005D006,Tamu,29,60,mapped,6726,fc959785-eb5b-4a8d-8fa3-2b8ef4ad4463,တမူး,name,6726,exact_normalized_en=[6726]|spatial_support=6726:1.00,
MMR005031,Mawlaik,MMR005,Sagaing,MMR005D007,Mawlaik,29,78,mapped,5022,4f9b6c81-68cf-4767-b288-6356bae45984,မော်လိုက်,name,5022,exact_normalized_en=[5022]|spatial_support=5022:1.00;6742:0.01,
MMR005032,Phaungbyin,MMR005,Sagaing,MMR005D007,Mawlaik,44,166,mapped,6715,c079d170-4592-4220-a809-4ae8014e62c4,ဖောင်းပြင်,name,6715,exact_normalized_en=[6715]|spatial_support=6715:1.00;6726:0.01,
MMR005033,Hkamti,MMR005,Sagaing,MMR005D008,Hkamti,30,55,mapped,6694,2e1a75a6-6544-445a-99e9-a2815bd85566,ခန္တီး,name,6694,exact_normalized_en=[6694]|spatial_support=6694:1.00;6692:0.01,
MMR005034,Homalin,MMR005,Sagaing,MMR005D008,Hkamti,81,288,mapped,6701,568658f9-06a6-48b5-8258-23c1733ad239,ဟုမ္မလင်း,name,6701,exact_normalized_en=[6701]|spatial_support=6701:1.00;6699:0.01,
MMR005035,Layshi,MMR005,Sagaing,MMR005S001,Naga Self-Administered Zone,25,57,mapped,6699,b99234fc-d2b4-476d-850a-687e7f3b2a9e,လေရှီး,name,6699,exact_normalized_en=[6699]|spatial_support=6699:0.96;6701:0.04,
MMR005036,Lahe,MMR005,Sagaing,MMR005S001,Naga Self-Administered Zone,37,107,mapped,6692,e5865555-62ad-4691-b0d5-4d1c32960fb8,လဟယ်,name+spatial_tiebreak,6692,"exact_normalized_en=[6692, 6699]|spatial_support=6692:1.00;6694:0.01",
MMR005037,Nanyun,MMR005,Sagaing,MMR005S001,Naga Self-Administered Zone,65,57,mapped,6674,8ce962d0-88de-4d8b-84c1-17eb6ed9c26b,နန်းယွန်း,name,6674,exact_normalized_en=[6674]|spatial_support=6674:1.00,
MMR006001,Dawei,MMR006,Tanintharyi,MMR006D001,Dawei,42,94,mapped,7470,6e588fe0-2d5f-4809-8b82-dac1c7db5a7e,ထားဝယ်,name,7470,exact_normalized_en=[7470]|spatial_support=7470:1.00,
MMR006002,Launglon,MMR006,Tanintharyi,MMR006D001,Dawei,46,113,mapped,7481,7d006710-763d-4f85-9de7-923011443a8b,လောင်းလုံး,name,7481,exact_normalized_en=[7481]|spatial_support=7481:1.00,
MMR006003,Thayetchaung,MMR006,Tanintharyi,MMR006D001,Dawei,45,103,mapped,7471,122269c9-31d6-4b28-b2cb-f6433e09f2d3,သရက်ချောင်း,name,7471,exact_normalized_en=[7471]|spatial_support=7471:1.00,
MMR006004,Yebyu,MMR006,Tanintharyi,MMR006D001,Dawei,40,140,mapped,7503,884fab3e-92ce-4c37-ba27-b1ad2bc2f24c,ရေဖြူ,name,7503,exact_normalized_en=[7503]|spatial_support=7503:1.00,
MMR006005,Myeik,MMR006,Tanintharyi,MMR006D002,Myeik,35,149,mapped,7465,88215f2e-f643-4572-a292-4c9b5b1e5a87,မြိတ်,name,7465,exact_normalized_en=[7465]|spatial_support=7465:1.00,
MMR006006,Kyunsu,MMR006,Tanintharyi,MMR006D002,Myeik,29,183,mapped,7439,7c5cfd66-d305-441b-9b16-6e4e98a4844f,ကျွန်းစု,name,7439,exact_normalized_en=[7439]|spatial_support=7439:1.00;7465:0.02,
MMR006007,Palaw,MMR006,Tanintharyi,MMR006D002,Myeik,39,155,mapped,7469,cbb5dfc0-136f-45a0-924e-c7e0147f1518,ပုလော,name,7469,exact_normalized_en=[7469]|spatial_support=7469:1.00,
MMR006008,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,25,194,mapped,7468,08e5c18f-919d-4121-91a2-3d40bf9f71da,တနင်္သာရီ,name,7468,exact_normalized_en=[7468]|spatial_support=7468:1.00;7465:0.01,
MMR006009,Kawthoung,MMR006,Tanintharyi,MMR006D003,Kawthoung,34,68,mapped,7444,0ddac6e9-b7fb-4d6b-bf8a-57b1aa03a508,ကော့သောင်း,name,7444,exact_normalized_en=[7444]|spatial_support=7444:1.00,
MMR006010,Bokpyin,MMR006,Tanintharyi,MMR006D003,Kawthoung,25,107,mapped,5035,67cda726-bad7-47a7-bef8-042cd509690e,ဘုတ်ပြင်း,name,5035,exact_normalized_en=[5035]|spatial_support=5035:1.00,
MMR007001,Bago,MMR007,Bago (East),MMR007D001,Bago,73,179,mapped,5924,ea329457-de24-49f8-84fe-a2012f2a6b4a,ပဲခူး,name,5924,exact_normalized_en=[5924]|spatial_support=5924:1.00;5873:0.04;5865:0.04;5857:0.04;5922:0.03,
MMR007002,Thanatpin,MMR007,Bago (East),MMR007D001,Bago,67,101,mapped,5865,0aa4b82e-9214-4248-abb3-3886abee3d79,သနပ်ပင်,name,5865,exact_normalized_en=[5865]|spatial_support=5865:1.00;5873:0.05;5922:0.02;5889:0.01,
MMR007003,Kawa,MMR007,Bago (East),MMR007D001,Bago,99,152,mapped,5873,b2669d3b-0c96-4706-9b5d-d3717ee96a08,ကဝ,name,5873,exact_normalized_en=[5873]|spatial_support=5873:1.00;5142:0.13;5865:0.09;5165:0.03;5211:0.01,
MMR007004,Waw,MMR007,Bago (East),MMR007D001,Bago,66,117,mapped,5922,44e12248-4d33-4217-beba-170297188b42,ဝေါ,name,5922,exact_normalized_en=[5922]|spatial_support=5922:1.00;5865:0.10;5889:0.03;5924:0.03;5911:0.01,
MMR007005,Nyaunglebin,MMR007,Bago (East),MMR007D001,Bago,57,136,mapped,5910,fbb410fd-7f59-4a6a-a094-1d7f5809c02b,ညောင်လေးပင်,name,5910,exact_normalized_en=[5910]|spatial_support=5910:1.00;5911:0.10;5920:0.04,
MMR007006,Kyauktaga,MMR007,Bago (East),MMR007D001,Bago,70,222,mapped,5925,6a043b11-5d9c-4c73-ad46-a81d4fb6700d,ကျောက်တံခါး,name,5925,exact_normalized_en=[5925]|spatial_support=5925:1.00;5910:0.05;5911:0.01;5941:0.01,
MMR007007,Daik-U,MMR007,Bago (East),MMR007D001,Bago,55,178,mapped,5911,d7cd1a22-4fcf-40cc-a5d0-efb583c0d919,ဒိုက်ဦး,name,5911,exact_normalized_en=[5911]|spatial_support=5911:1.00;5910:0.17;5922:0.06;5924:0.04,
MMR007008,Shwegyin,MMR007,Bago (East),MMR007D001,Bago,63,79,mapped,5920,621f4278-37c9-4248-95f9-3359b576560a,ရွှေကျင်,name,5920,exact_normalized_en=[5920]|spatial_support=5920:1.00;5910:0.13;5889:0.01;5922:0.01;5941:0.01,
MMR007009,Taungoo,MMR007,Bago (East),MMR007D002,Taungoo,65,211,mapped,6019,0a8a98f0-75ba-4af5-bc1e-88e444e38d5e,တောင်ငူ,name,6019,exact_normalized_en=[6019]|spatial_support=6019:1.00;5971:0.10;6018:0.02,
MMR007010,Yedashe,MMR007,Bago (East),MMR007D002,Taungoo,52,243,mapped,6020,3cbae518-6484-40c0-b1c1-5897a5ec6f61,ရေတာရှည်,name,6020,exact_normalized_en=[6020]|spatial_support=6020:1.00;6019:0.06,
MMR007011,Kyaukkyi,MMR007,Bago (East),MMR007D002,Taungoo,34,161,mapped,5941,42b59e9e-67cd-40ed-8097-1be225540267,ကျောက်ကြီး,name,5941,exact_normalized_en=[5941]|spatial_support=5941:1.00;5971:0.01,
MMR007012,Phyu,MMR007,Bago (East),MMR007D002,Taungoo,62,278,mapped,5942,1790b109-65f8-40a5-9506-e15d542b247f,ဖြူး,name,5942,exact_normalized_en=[5942]|spatial_support=5942:1.00;5925:0.06;5971:0.04;5941:0.04;5943:0.01,
MMR007013,Oktwin,MMR007,Bago (East),MMR007D002,Taungoo,43,217,mapped,5943,d62af6d8-d8cd-47e9-9efe-0963fa8f07d8,အုတ်တွင်း,name,5943,exact_normalized_en=[5943]|spatial_support=5943:1.00;5971:0.22;5942:0.07;6019:0.04,
MMR007014,Htantabin,MMR007,Bago (East),MMR007D002,Taungoo,30,104,mapped,5971,d4213201-c14a-48cf-adef-9ae6be622006,ထန်းတပင်,name+spatial_tiebreak,5971,"exact_normalized_en=[5971, 7298]|spatial_support=5971:1.00",
MMR008001,Pyay,MMR008,Bago (West),MMR008D001,Pyay,58,253,mapped,7139,2f1f583a-5ab0-4e13-9357-13f5b8dc3ad4,ပြည်,name,7139,exact_normalized_en=[7139]|spatial_support=7139:1.00;7137:0.03;7157:0.03;7123:0.02;7151:0.01,
MMR008002,Paukkhaung,MMR008,Bago (West),MMR008D001,Pyay,60,226,mapped,7137,7ef50b48-148f-4042-9152-f57229dc8ecf,ပေါက်ခေါင်း,name,7137,exact_normalized_en=[7137]|spatial_support=7137:1.00;7123:0.07;7139:0.06;7161:0.03;7157:0.01,
MMR008003,Padaung,MMR008,Bago (West),MMR008D001,Pyay,52,210,mapped,6778,a9ab83ec-ebee-4484-80b9-b8b829c4b038,ပန်းတောင်း,name,6778,exact_normalized_en=[6778]|spatial_support=6778:1.00;7151:0.17;7139:0.04;7172:0.04;7114:0.02,
MMR008004,Paungde,MMR008,Bago (West),MMR008D001,Pyay,46,222,mapped,7161,964c827f-a171-4b04-b1a7-02b6c2198bde,ပေါင်းတည်,name,7161,exact_normalized_en=[7161]|spatial_support=7161:1.00;7157:0.21;7162:0.10;7160:0.07;7163:0.02,
MMR008005,Thegon,MMR008,Bago (West),MMR008D001,Pyay,69,307,mapped,7157,1cb6f236-e7e3-4b01-865c-04436c393602,သဲကုန်း,name,7157,exact_normalized_en=[7157]|spatial_support=7157:1.00;7161:0.12;7151:0.10;7139:0.02,
MMR008006,Shwedaung,MMR008,Bago (West),MMR008D001,Pyay,52,275,mapped,7151,2f844ca1-4eb2-4911-b80b-2987d884fddd,ရွှေတောင်,name,7151,exact_normalized_en=[7151]|spatial_support=7151:1.00;7157:0.09;7139:0.04;7172:0.04;6778:0.04,
MMR008007,Thayarwady,MMR008,Bago (West),MMR008D002,Thayarwady,60,260,mapped,7232,560d526f-96ec-4c02-9e4e-16d7c1fec577,သာယာဝတီ,name,7232,exact_normalized_en=[7232]|spatial_support=7232:1.00;7233:0.18;7225:0.10;7259:0.09,
MMR008008,Letpadan,MMR008,Bago (West),MMR008D002,Thayarwady,51,293,mapped,7225,b5d53caf-38cc-4e4a-a62a-d498b35a6ed7,လက်ပံတန်း,name,7225,exact_normalized_en=[7225]|spatial_support=7225:1.00;7232:0.18;7224:0.14;7208:0.07;7259:0.03,
MMR008009,Minhla,MMR008,Bago (West),MMR008D002,Thayarwady,57,242,mapped,7224,f03b16e4-2bbd-42f2-a62b-ad95b37579d6,မင်းလှ,name+spatial_tiebreak,7224,"exact_normalized_en=[7090, 7224]|spatial_support=7224:1.00;7225:0.21;7171:0.08;7232:0.05;7168:0.03",
MMR008010,Okpho,MMR008,Bago (West),MMR008D002,Thayarwady,60,238,mapped,7168,5b5b8580-77e5-423a-9e78-c9dee4c12070,အုတ်ဖို,name,7168,exact_normalized_en=[7168]|spatial_support=7168:1.00;7163:0.22;7224:0.21;7171:0.10;7162:0.10,
MMR008011,Zigon,MMR008,Bago (West),MMR008D002,Thayarwady,31,127,mapped,7162,df682010-f157-4ea8-9528-353045731ea5,ဇီးကုန်း,name,7162,exact_normalized_en=[7162]|spatial_support=7162:1.00;7163:0.25;7160:0.09;7171:0.04;7168:0.01,
MMR008012,Nattalin,MMR008,Bago (West),MMR008D002,Thayarwady,81,334,mapped,7160,d25c0246-f943-42a3-a97b-24f20150614f,နတ်တလင်း,name,7160,exact_normalized_en=[7160]|spatial_support=7160:1.00;7162:0.18;7163:0.14;7161:0.10;7157:0.07,
MMR008013,Monyo,MMR008,Bago (West),MMR008D002,Thayarwady,38,202,mapped,7171,3465bc05-4c64-4087-b9e6-787b2ff029d2,မိုးညို,name,7171,exact_normalized_en=[7171]|spatial_support=7171:1.00;7224:0.07;7163:0.04;7172:0.01,
MMR008014,Gyobingauk,MMR008,Bago (West),MMR008D002,Thayarwady,51,265,mapped,7163,9fd8601d-df57-4568-b7f9-07bfbee0988f,ကြို့ပင်ကောက်,name,7163,exact_normalized_en=[7163]|spatial_support=7163:1.00;7162:0.24;7171:0.14;7168:0.13;7224:0.04,
MMR009001,Magway,MMR009,Magway,MMR009D001,Magway,78,216,mapped,7072,5b67398c-0862-483b-960e-17ccb56205bc,မကွေး,name,7072,exact_normalized_en=[7072]|spatial_support=7072:1.00;7018:0.09;7028:0.03;7081:0.01,
MMR009002,Yenangyaung,MMR009,Magway,MMR009D001,Magway,30,141,mapped,7028,adc69753-da7e-446d-90d4-d97babb81457,ရေနံချောင်း,name,7028,exact_normalized_en=[7028]|spatial_support=7028:1.00;7031:0.03,
MMR009003,Chauk,MMR009,Magway,MMR009D001,Magway,53,223,mapped,7031,e05a66b5-54c8-49a1-ae5c-6c1397b0bb5d,ချောက်,name,7031,exact_normalized_en=[7031]|spatial_support=7031:1.00;7028:0.04;7033:0.01,
MMR009004,Taungdwingyi,MMR009,Magway,MMR009D001,Magway,84,285,mapped,7076,3dbb574f-352d-4102-a2ed-2742a86cea07,တောင်တွင်းကြီး,name,7076,exact_normalized_en=[7076]|spatial_support=7076:1.00;7071:0.12;7081:0.02;5990:0.01,
MMR009005,Myothit,MMR009,Magway,MMR009D001,Magway,54,180,mapped,7071,0ed999bd-23c2-4cca-8abf-ebde524131d1,မြို့သစ်,name,7071,exact_normalized_en=[7071]|spatial_support=7071:1.00;7076:0.04;7072:0.03,
MMR009006,Natmauk,MMR009,Magway,MMR009D001,Magway,81,234,mapped,7038,6769e22f-6fb0-4531-b2a9-543ea3b22586,နတ်မောက်,name,7038,exact_normalized_en=[7038]|spatial_support=7038:1.00;7071:0.07;7050:0.04;7028:0.01,
MMR009007,Minbu,MMR009,Magway,MMR009D002,Minbu,70,150,mapped,7018,781a6371-d321-4408-84f2-36c14d592f4e,မင်းဘူး,name,7018,exact_normalized_en=[7018]|spatial_support=7018:1.00;7024:0.10;7072:0.03;7096:0.02;7028:0.01,
MMR009008,Pwintbyu,MMR009,Magway,MMR009D002,Minbu,58,204,mapped,7024,ac82df72-8e20-43e8-afd4-c406250ebe08,ပွင့်ဖြူ,name,7024,exact_normalized_en=[7024]|spatial_support=7024:1.00;7028:0.06;7018:0.02,
MMR009009,Ngape,MMR009,Magway,MMR009D002,Minbu,35,75,mapped,7096,34560ee0-e930-4424-afca-32e5bd27a0a4,ငဖဲ,name,7096,exact_normalized_en=[7096]|spatial_support=7096:1.00;7018:0.04;7090:0.03,
MMR009010,Salin,MMR009,Magway,MMR009D002,Minbu,109,391,mapped,7033,e56e0039-0795-4131-8298-43d0fc96bbc4,စလင်း,name,7033,exact_normalized_en=[7033]|spatial_support=7033:1.00;7031:0.07;7024:0.02;6916:0.01;7028:0.01,
MMR009011,Sidoktaya,MMR009,Magway,MMR009D002,Minbu,49,111,mapped,7026,83a38b3f-0d35-44c5-9b40-7a53ef37bdcc,စေတုတ္ထရာ,name,7026,exact_normalized_en=[7026]|spatial_support=7026:1.00;7024:0.01;6949:0.01;7033:0.01,
MMR009012,Thayet,MMR009,Magway,MMR009D003,Thayet,54,156,mapped,7127,3947a6a8-b983-4238-a4b8-141c76c2e268,သရက်,name,7127,exact_normalized_en=[7127]|spatial_support=7127:1.00;7107:0.02;7081:0.01;7114:0.01,
