source_ts_pcode,source_ts_name,source_st_pcode,source_st_name,source_dt_pcode,source_dt_name,boundary_count,village_count,status,core_township_id,core_public_id,core_canonical_name,match_method,candidate_coremap_ids,evidence,review_reason
MMR009013,Minhla,MMR009,Magway,MMR009D003,Thayet,73,153,mapped,7090,a24a6a70-fe02-408e-9b16-b1957981e3bd,မင်းလှ,name+spatial_tiebreak,7090,"exact_normalized_en=[7090, 7224]|spatial_support=7090:1.00;7072:0.06;7096:0.01;7018:0.01",
MMR009014,Mindon,MMR009,Magway,MMR009D003,Thayet,81,172,mapped,7107,932e0135-105f-4d20-86df-4eef4c8eebf5,မင်းတုန်း,name,7107,exact_normalized_en=[7107]|spatial_support=7107:1.00;7114:0.03;7127:0.03;7090:0.01,
MMR009015,Kamma,MMR009,Magway,MMR009D003,Thayet,59,152,mapped,7114,c6f57d44-a1b3-40e8-b6d5-b4fefcac8138,ကံမ,name,7114,exact_normalized_en=[7114]|spatial_support=7114:1.00;7139:0.07;7127:0.01;6778:0.01,
MMR009016,Aunglan,MMR009,Magway,MMR009D003,Thayet,107,246,mapped,7123,f18402bf-d644-4254-950b-a5120ecc0944,အောင်လံ,name,7123,exact_normalized_en=[7123]|spatial_support=7123:1.00;7127:0.07;7139:0.05;7081:0.01,
MMR009017,Sinbaungwe,MMR009,Magway,MMR009D003,Thayet,54,142,mapped,7081,64da25b6-6b6b-4dbe-aeea-7576a5ba3327,ဆင်ပေါင်ဝဲ,name,7081,exact_normalized_en=[7081]|spatial_support=7081:1.00;7127:0.01;5990:0.01;7076:0.01,
MMR009018,Pakokku,MMR009,Magway,MMR009D004,Pakokku,57,232,mapped,6914,972fde85-8ce2-48a4-b973-7faeefd60067,ပခုက္ကူ,name,6914,exact_normalized_en=[6914]|spatial_support=6914:1.00;6905:0.07;6883:0.01;6916:0.01;6931:0.01,
MMR009019,Yesagyo,MMR009,Magway,MMR009D004,Pakokku,90,232,mapped,6883,a567c34c-cdc5-4aa5-b61e-b5910579ced0,ရေစကြို,name,6883,exact_normalized_en=[6883]|spatial_support=6883:1.00;6875:0.17;6888:0.09;6862:0.03;6872:0.01,
MMR009020,Myaing,MMR009,Magway,MMR009D004,Pakokku,85,327,mapped,6931,dc1a9828-8631-4051-bdea-5d3d45b96a86,မြိုင်,name,6931,exact_normalized_en=[6931]|spatial_support=6931:1.00;6883:0.04;6872:0.02;6814:0.01;6929:0.01,
MMR009021,Pauk,MMR009,Magway,MMR009D004,Pakokku,73,235,mapped,6929,0f20a56c-a00d-4b9d-b295-40fec54cf542,ပေါက်,name,6929,exact_normalized_en=[6929]|spatial_support=6929:1.00;6914:0.03;6926:0.01;6927:0.01;6931:0.01,
MMR009022,Seikphyu,MMR009,Magway,MMR009D004,Pakokku,45,139,mapped,6916,f415d4d3-7d66-47ad-bbae-10e388fd10fa,ဆိပ်ဖြူ,name,6916,exact_normalized_en=[6916]|spatial_support=6916:1.00;6914:0.12;7031:0.03;6926:0.01,
MMR009023,Gangaw,MMR009,Magway,MMR009D005,Gangaw,76,105,mapped,6809,4f99f426-002f-415d-a1a2-f1c42d36394c,ဂန့်ဂေါ,name,6809,exact_normalized_en=[6809]|spatial_support=6809:1.00;6927:0.01;6814:0.01,
MMR009024,Tilin,MMR009,Magway,MMR009D005,Gangaw,74,93,mapped,6927,231de333-b209-49f7-896e-fb9ce16d9957,ထီးလင်း,name,6927,exact_normalized_en=[6927]|spatial_support=6927:1.00;6929:0.01,
MMR009025,Saw,MMR009,Magway,MMR009D005,Gangaw,67,118,mapped,6926,35042149-23a3-4a72-a88b-36326069306d,ဆော,name,6926,exact_normalized_en=[6926]|spatial_support=6926:1.00;6927:0.01;6949:0.01,
MMR010001,Aungmyaythazan,MMR010,Mandalay,MMR010D001,Mandalay,21,0,mapped,6535,96d53f71-1e23-4f54-ae08-256a6bb1f979,အောင်မြေသာစံ,name,6535,exact_normalized_en=[6535]|spatial_support=6535:1.00;6202:0.25;6203:0.25;6223:0.25;6237:0.25,
MMR010002,Chanayethazan,MMR010,Mandalay,MMR010D001,Mandalay,21,0,mapped,6237,ebbd893e-c9a8-4d26-97c6-a183e784503e,ချမ်းအေးသာစံ,name,6237,exact_normalized_en=[6237]|spatial_support=6237:1.00;6202:0.25;6203:0.25;6223:0.25;6259:0.25,
MMR010003,Mahaaungmyay,MMR010,Mandalay,MMR010D001,Mandalay,19,0,mapped,6259,ea8c7c79-31b4-42bf-8df0-b76369251191,မဟာအောင်မြေ,name,6259,exact_normalized_en=[6259]|spatial_support=6259:0.96;6223:0.29;6202:0.25;6203:0.25;6237:0.25,
MMR010004,Chanmyathazi,MMR010,Mandalay,MMR010D001,Mandalay,15,0,mapped,6223,5ac2a23a-6f1e-49e7-a883-eb467e5db2a0,ချမ်းမြသာစည်,name,6223,exact_normalized_en=[6223]|spatial_support=6223:1.00;6202:0.25;6203:0.25;6205:0.25;6237:0.25,
MMR010005,Pyigyitagon,MMR010,Mandalay,MMR010D001,Mandalay,17,0,mapped,6203,851d1ec6-15f3-4c8a-aa3c-971641692c5f,ပြည်ကြီးတံခွန်,name,6203,exact_normalized_en=[6203]|spatial_support=6203:0.96;6276:0.29;6202:0.25;6205:0.25;6223:0.25,
MMR010006,Amarapura,MMR010,Mandalay,MMR010D001,Mandalay,44,143,mapped,6202,afb23c10-442a-4fd0-8e7d-7c6324c372f2,အမရပူရ,name,6202,exact_normalized_en=[6202]|spatial_support=6202:0.98;6223:0.27;6203:0.25;6205:0.25;6237:0.25,
MMR010007,Patheingyi,MMR010,Mandalay,MMR010D001,Mandalay,59,133,mapped,6276,9db167eb-432e-4714-8910-09500af449e7,ပုသိမ်ကြီး,name,6276,exact_normalized_en=[6276]|spatial_support=6276:1.00;6237:0.25;6259:0.25;6535:0.25;6223:0.24,
MMR010008,Pyinoolwin,MMR010,Mandalay,MMR010D002,Pyinoolwin,41,119,mapped,6536,776f0afa-d089-4aeb-84cf-9d1c24d95100,ပြင်ဦးလွင်,name,6536,exact_normalized_en=[6536]|spatial_support=6536:1.00;6276:0.10;6203:0.04;6205:0.04;6198:0.03,
MMR010009,Madaya,MMR010,Mandalay,MMR010D002,Pyinoolwin,89,279,mapped,6544,21922df7-c2f0-415e-b4dd-c465d1c2ea86,မတ္တရာ,name,6544,exact_normalized_en=[6544]|spatial_support=6544:1.00;6535:0.17;6237:0.14;6259:0.12;6276:0.10,
MMR010010,Singu,MMR010,Mandalay,MMR010D002,Pyinoolwin,39,126,mapped,6550,c9b96340-c36a-4336-81d9-31dc5bccf328,စဉ့်ကူး,name,6550,exact_normalized_en=[6550]|spatial_support=6550:1.00;6828:0.08;6544:0.06,
MMR010011,Mogoke,MMR010,Mandalay,MMR010D002,Pyinoolwin,30,114,mapped,6553,ba378de0-e38a-46d6-9e96-68a7bb2b494e,မိုးကုတ်,name,6553,exact_normalized_en=[6553]|spatial_support=6553:1.00;6558:0.06,
MMR010012,Thabeikkyin,MMR010,Mandalay,MMR010D002,Pyinoolwin,27,73,mapped,6554,5cae90bf-1722-4dd9-b929-8f64e4ff89be,သပိတ်ကျင်း,name,6554,exact_normalized_en=[6554]|spatial_support=6554:1.00;6587:0.01;6550:0.01,
MMR010013,Kyaukse,MMR010,Mandalay,MMR010D003,Kyaukse,91,220,mapped,6198,f74d4311-a45c-4acd-aa25-674834f9bbee,ကျောက်ဆည်,name,6198,exact_normalized_en=[6198]|spatial_support=6198:1.00;6205:0.18;6891:0.10;6200:0.09;6202:0.04,
MMR010014,Sintgaing,MMR010,Mandalay,MMR010D003,Kyaukse,49,167,mapped,6205,c7d0ac0f-3dc8-4499-8117-18331e9c9ee0,စဉ့်ကိုင်,name,6205,exact_normalized_en=[6205]|spatial_support=6205:1.00;6202:0.25;6203:0.21;6891:0.20;6223:0.16,
MMR010015,Myittha,MMR010,Mandalay,MMR010D003,Kyaukse,90,227,mapped,6200,25c792bc-e0be-48fd-8dc5-81095ad06302,မြစ်သား,name,6200,exact_normalized_en=[6200]|spatial_support=6200:1.00;6185:0.04;6187:0.01;6891:0.01;6892:0.01,
MMR010016,Tada-U,MMR010,Mandalay,MMR010D003,Kyaukse,62,150,mapped,6891,fcba5cec-db26-4dd3-99c3-14559fc484c0,တံတားဦး,name,6891,exact_normalized_en=[6891]|spatial_support=6891:1.00;6202:0.09;6205:0.07;6203:0.07;6223:0.06,
MMR010017,Myingyan,MMR010,Mandalay,MMR010D004,Myingyan,70,180,mapped,6888,21bf0318-9035-4e18-b876-068b00439e2d,မြင်းခြံ,name,6888,exact_normalized_en=[6888]|spatial_support=6888:1.00;6857:0.10;6875:0.10;6883:0.04;6903:0.04,
MMR010018,Taungtha,MMR010,Mandalay,MMR010D004,Myingyan,84,232,mapped,6903,18497891-0384-4b32-98c9-08b93feed1f1,တောင်သာ,name,6903,exact_normalized_en=[6903]|spatial_support=6903:1.00;6898:0.05;6888:0.02;6892:0.01,
MMR010019,Natogyi,MMR010,Mandalay,MMR010D004,Myingyan,73,187,mapped,6892,30ca03d5-6bc5-457d-99f0-a5dae4aee99a,နွားထိုးကြီး,name,6892,exact_normalized_en=[6892]|spatial_support=6892:1.00;6888:0.12;6903:0.04;6185:0.02;6891:0.02,
MMR010020,Kyaukpadaung,MMR010,Mandalay,MMR010D005,Nyaung-U,122,337,mapped,7050,3f00393a-8c63-48f6-95ef-86c24469c174,ကျောက်ပန်းတောင်း,name,7050,exact_normalized_en=[7050]|spatial_support=7050:1.00;7031:0.04;6905:0.02;6903:0.01;6898:0.01,
MMR010021,Ngazun,MMR010,Mandalay,MMR010D004,Myingyan,49,157,mapped,6857,6b23b111-7fa1-4947-be07-3514241893bd,ငါန်းဇွန်,name,6857,exact_normalized_en=[6857]|spatial_support=6857:1.00;6829:0.11;6888:0.05;6831:0.04;6891:0.04,
MMR010022,Nyaung-U,MMR010,Mandalay,MMR010D005,Nyaung-U,78,221,mapped,6905,68baff1b-998c-4994-8244-2fe2d9f63b74,ညောင်ဦး,name,6905,exact_normalized_en=[6905]|spatial_support=6905:1.00;6914:0.09;7031:0.01;7050:0.01;6903:0.01,
MMR010023,Yamethin,MMR010,Mandalay,MMR010D006,Yamethin,65,245,mapped,6069,e7bf2f86-c2bc-4d53-a235-44873964e344,ရမည်းသင်း,name,6069,exact_normalized_en=[6069]|spatial_support=6069:1.00;7052:0.13;6067:0.04,
MMR010024,Pyawbwe,MMR010,Mandalay,MMR010D006,Yamethin,85,312,mapped,7052,8f67450f-dd02-45c1-8d9d-d9d41ece6c35,ပျော်ဘွယ်,name,7052,exact_normalized_en=[7052]|spatial_support=7052:1.00;6069:0.08;6164:0.04;7051:0.04;7038:0.01,
MMR010028,Meiktila,MMR010,Mandalay,MMR010D007,Meiktila,59,379,mapped,7051,6b70ffb5-9038-49b1-ae7f-684427d4c4d4,မိတ္ထီလာ,name,7051,exact_normalized_en=[7051]|spatial_support=7051:1.00;7052:0.03;6898:0.02;6185:0.01,
MMR010029,Mahlaing,MMR010,Mandalay,MMR010D007,Meiktila,57,243,mapped,6898,b5d72b9f-c4a4-4a98-89a3-195891569e96,မလှိုင်,name,6898,exact_normalized_en=[6898]|spatial_support=6898:1.00;6903:0.06;6892:0.04;7051:0.04;6185:0.01,
MMR010030,Thazi,MMR010,Mandalay,MMR010D007,Meiktila,88,248,mapped,6164,79459481-30c9-496d-9fdc-e72194270119,သာစည်,name,6164,exact_normalized_en=[6164]|spatial_support=6164:1.00;7052:0.04;7051:0.02;6144:0.01;6185:0.01,
MMR010031,Wundwin,MMR010,Mandalay,MMR010D007,Meiktila,78,215,mapped,6185,4334a141-6dd6-4964-9f93-1c32714a8206,ဝမ်းတွင်း,name,6185,exact_normalized_en=[6185]|spatial_support=6185:1.00;6200:0.05;6898:0.04;6892:0.01;7051:0.01,
MMR011001,Mawlamyine,MMR011,Mon,MMR011D001,Mawlamyine,44,26,mapped,5070,fe444abc-178d-449b-9a02-4bff3872dae5,မော်လမြိုင်,name,5070,exact_normalized_en=[5070]|spatial_support=5070:0.88;5108:0.12;5098:0.10;5110:0.07;5055:0.02,
MMR011002,Kyaikmaraw,MMR011,Mon,MMR011D001,Mawlamyine,46,117,mapped,5098,6bdcc294-f22a-4a66-815e-2489af10ae52,ကျိုက်မရော,name,5098,exact_normalized_en=[5098]|spatial_support=5098:1.00;5070:0.14;5108:0.10,
MMR011003,Chaungzon,MMR011,Mon,MMR011D001,Mawlamyine,48,79,mapped,5110,f99e191e-9bc6-4427-a215-9969728d564f,ချောင်းဆုံ,name,5110,exact_normalized_en=[5110]|spatial_support=5110:1.00;5070:0.20;5108:0.12;5055:0.01,
MMR011004,Thanbyuzayat,MMR011,Mon,MMR011D001,Mawlamyine,43,63,mapped,7482,bfec2286-8963-470f-b164-9357b30d4e04,သံဖြူဇရပ်,name,7482,exact_normalized_en=[7482]|spatial_support=7482:1.00;5108:0.13,
MMR011005,Mudon,MMR011,Mon,MMR011D001,Mawlamyine,39,48,mapped,5108,741fa2dc-d4f8-4cac-8983-6069d8b5c88c,မုဒုံ,name,5108,exact_normalized_en=[5108]|spatial_support=5108:1.00;5098:0.14;5070:0.06;5110:0.04;7482:0.03,
MMR011006,Ye,MMR011,Mon,MMR011D001,Mawlamyine,43,134,mapped,7491,a0b70b70-f37d-41ff-9957-313535770a62,ရေး,name,7491,exact_normalized_en=[7491]|spatial_support=7491:1.00,
MMR011007,Thaton,MMR011,Mon,MMR011D002,Thaton,54,132,mapped,5053,85b93da2-27e7-4d45-8e83-8a3539776f8f,သထုံ,name,5053,exact_normalized_en=[5053]|spatial_support=5053:1.00;5055:0.06;5877:0.05;5881:0.03,
MMR011008,Paung,MMR011,Mon,MMR011D002,Thaton,58,156,mapped,5055,c74837cf-7bc6-4354-941f-f1a904529c22,ပေါင်,name,5055,exact_normalized_en=[5055]|spatial_support=5055:1.00;5070:0.10;5053:0.03;5110:0.01,
MMR011009,Kyaikto,MMR011,Mon,MMR011D002,Thaton,41,70,mapped,5889,63d433c8-858f-40fc-a439-c100f242427e,ကျိုက်ထို,name,5889,exact_normalized_en=[5889]|spatial_support=5889:1.00;5922:0.06;5881:0.04;5865:0.01,
MMR011010,Bilin,MMR011,Mon,MMR011D002,Thaton,57,215,mapped,5881,ef3681ad-b509-43d7-8f58-8d55d89ae95b,ဘီးလင်း,name,5881,exact_normalized_en=[5881]|spatial_support=5881:1.00;5889:0.07;5053:0.04;5877:0.01,
MMR012001,Sittwe,MMR012,Rakhine,MMR012D001,Sittwe,61,88,mapped,6993,819f7b87-8dbf-4de5-98a2-5486f01ce478,စစ်တွေ,name,6993,exact_normalized_en=[6993]|spatial_support=6993:1.00;7000:0.14,
MMR012002,Ponnagyun,MMR012,Rakhine,MMR012D001,Sittwe,97,182,mapped,6987,bcd4d504-e27d-4861-b036-b4b857ff89d4,ပုဏ္ဏားကျွန်း,name,6987,exact_normalized_en=[6987]|spatial_support=6987:1.00;6986:0.15;7000:0.13;6993:0.12;6951:0.06,
MMR012003,Mrauk-U,MMR012,Rakhine,MMR012D005,Mrauk-U,104,245,mapped,6951,9507bdfe-ed00-46b7-9f9e-e4ec83debe07,မြောက်ဦး,name,6951,exact_normalized_en=[6951]|spatial_support=6951:1.00;6987:0.06;6960:0.03;7000:0.03,
MMR012004,Kyauktaw,MMR012,Rakhine,MMR012D005,Mrauk-U,81,263,mapped,6960,9ad7c7bd-8c9d-48ce-85a4-72b48a60c052,ကျောက်တော်,name,6960,exact_normalized_en=[6960]|spatial_support=6960:1.00;6987:0.14;6951:0.09;6986:0.03,
MMR012005,Minbya,MMR012,Rakhine,MMR012D005,Mrauk-U,67,222,mapped,6950,21053ec0-3c86-497e-9aed-d82667ca8b8a,မင်းပြား,name,6950,exact_normalized_en=[6950]|spatial_support=6950:1.00;7000:0.12;6951:0.06;6897:0.01,
MMR012006,Myebon,MMR012,Rakhine,MMR012D005,Mrauk-U,61,143,mapped,6897,ba2d7ed8-46c2-4600-82b0-2ce891dea030,မြေပုံ,name,6897,exact_normalized_en=[6897]|spatial_support=6897:1.00;7000:0.01,
MMR012007,Pauktaw,MMR012,Rakhine,MMR012D001,Sittwe,54,188,mapped,7000,c7e446b4-6cbe-490a-8008-e766aa5f520e,ပေါက်တော,name,7000,exact_normalized_en=[7000]|spatial_support=7000:1.00;6993:0.07,
MMR012008,Rathedaung,MMR012,Rakhine,MMR012D001,Sittwe,93,193,mapped,6986,9ed96ae9-faa6-4198-9e03-b8db24ee490f,ရသေ့တောင်,name,6986,exact_normalized_en=[6986]|spatial_support=6986:1.00;6987:0.10;6993:0.08,
MMR012009,Maungdaw,MMR012,Rakhine,MMR012D002,Maungdaw,104,339,mapped,6966,6620e7fe-f387-484d-8ebb-58f02975674e,မောင်တော,name,6966,exact_normalized_en=[6966]|spatial_support=6966:1.00;6965:0.10;6986:0.01,
MMR012010,Buthidaung,MMR012,Rakhine,MMR012D002,Maungdaw,86,330,mapped,6965,775b6bc4-da21-4482-b9b3-c6f3f34965f1,ဘူးသီးတောင်,name,6965,exact_normalized_en=[6965]|spatial_support=6965:1.00;6966:0.11;6986:0.02,
MMR012011,Kyaukpyu,MMR012,Rakhine,MMR012D003,Kyaukpyu,54,244,mapped,5199,c25fa666-5a35-4e95-af46-319665641346,ကျောက်ဖြူ,name,5199,exact_normalized_en=[5199]|spatial_support=5199:1.00;7184:0.09,
MMR012012,Munaung,MMR012,Rakhine,MMR012D003,Kyaukpyu,37,130,mapped,5091,02024cd8-8421-4c25-8e3f-bd6ecf574ed5,မာန်အောင်,name,5091,exact_normalized_en=[5091]|spatial_support=5091:1.00,
MMR012013,Ramree,MMR012,Rakhine,MMR012D003,Kyaukpyu,56,187,mapped,7184,73a6ff73-0d1a-4839-b932-af06688c50f9,ရမ်းဗြဲ,name,7184,exact_normalized_en=[7184]|spatial_support=7184:1.00;5091:0.01;5199:0.01,
MMR012014,Ann,MMR012,Rakhine,MMR012D003,Kyaukpyu,38,218,mapped,7098,23fcc105-16fc-44f9-9a18-71955d34e0f2,အမ်း,name,7098,exact_normalized_en=[7098]|spatial_support=7098:1.00;5199:0.05,
MMR012015,Thandwe,MMR012,Rakhine,MMR012D004,Thandwe,62,211,mapped,7176,617a076d-421a-4c29-a5f9-e118e2357ee2,သံတွဲ,name,7176,exact_normalized_en=[7176]|spatial_support=7176:1.00,
MMR012016,Toungup,MMR012,Rakhine,MMR012D004,Thandwe,57,197,mapped,7109,30c03d09-353b-4f6f-bbe1-a748be68445c,တောင်ကုတ်,name,7109,exact_normalized_en=[7109]|spatial_support=7109:1.00,
MMR012017,Gwa,MMR012,Rakhine,MMR012D004,Thandwe,38,122,mapped,7188,c2000745-f2c8-42a4-b31d-a10beb1f5db9,ဂွ,name,7188,exact_normalized_en=[7188]|spatial_support=7188:1.00,
MMR013001,Insein,MMR013,Yangon,MMR013D001,Yangon (North),22,0,mapped,5690,b8f2e9b5-304a-4c38-99cc-6d44dc3ddf31,အင်းစိန်,name,5690,exact_normalized_en=[5690]|spatial_support=5690:1.00;5165:0.25;5213:0.25;5231:0.25;5253:0.25,
MMR013002,Mingaladon,MMR013,Yangon,MMR013D001,Yangon (North),35,20,mapped,5801,ea2f6f99-7803-485a-996e-001d35727f82,မင်္ဂလာဒုံ,name,5801,exact_normalized_en=[5801]|spatial_support=5801:0.98;5253:0.27;5165:0.25;5647:0.25;5659:0.25,
MMR013003,Hmawbi,MMR013,Yangon,MMR013D001,Yangon (North),42,151,mapped,5856,fe548c57-494c-4ec6-84a9-a7cb4cd8523a,မှော်ဘီ,name,5856,exact_normalized_en=[5856]|spatial_support=5856:1.00;7298:0.23;5801:0.22;5808:0.22;5690:0.14,
MMR013004,Hlegu,MMR013,Yangon,MMR013D001,Yangon (North),50,142,mapped,5857,1e3bc9ba-d0f3-4a7b-bf4f-8f1f931fafe5,လှည်းကူး,name,5857,exact_normalized_en=[5857]|spatial_support=5857:1.00;5165:0.18;5801:0.17;5856:0.12;5772:0.11,
MMR013005,Taikkyi,MMR013,Yangon,MMR013D001,Yangon (North),85,435,mapped,7233,93303d13-3738-4d01-97f7-5a5b42120022,တိုက်ကြီး,name,7233,exact_normalized_en=[7233]|spatial_support=7233:1.00;7259:0.07;5856:0.06;7232:0.05;7295:0.03,
MMR013006,Htantabin,MMR013,Yangon,MMR013D001,Yangon (North),53,194,mapped,7298,3bb35289-a4da-41a6-ba7f-696085af43bc,ထန်းတပင်,name+spatial_tiebreak,7298,"exact_normalized_en=[5971, 7298]|spatial_support=7298:1.00;5856:0.19;5808:0.17;5675:0.15;5659:0.13",
MMR013007,Shwepyithar,MMR013,Yangon,MMR013D001,Yangon (North),28,5,mapped,5808,83fdd850-2725-4f7b-9989-3c8c740fca64,ရွှေပြည်သာ,name,5808,exact_normalized_en=[5808]|spatial_support=5808:1.00;5165:0.25;5253:0.25;5267:0.25;5289:0.25,
MMR013009,Thingangyun,MMR013,Yangon,MMR013D002,Yangon (East),39,0,mapped,5344,47c4cf97-e6e3-43e5-8112-8553a9162006,သင်္ဃန်းကျွန်း,name,5344,exact_normalized_en=[5344]|spatial_support=5344:1.00;5133:0.25;5165:0.25;5211:0.25;5213:0.25,
MMR013010,Yankin,MMR013,Yangon,MMR013D002,Yangon (East),16,0,mapped,5289,abf42aaf-b407-4556-89a8-93717aa9913e,ရန်ကင်း,name,5289,exact_normalized_en=[5289]|spatial_support=5289:1.00;5133:0.25;5165:0.25;5211:0.25;5213:0.25,
MMR013011,South Okkalapa,MMR013,Yangon,MMR013D002,Yangon (East),14,0,mapped,5267,a71d3103-55b6-4018-98b2-5242a9111329,တောင်ဥက္ကလာပ,name,5267,exact_normalized_en=[5267]|spatial_support=5267:1.00;5133:0.25;5165:0.25;5211:0.25;5213:0.25,
MMR013012,North Okkalapa,MMR013,Yangon,MMR013D002,Yangon (East),21,0,mapped,5772,6d61699b-00df-4810-9ce3-7af5362e87d0,မြောက်ဥက္ကလာပ,name,5772,exact_normalized_en=[5772]|spatial_support=5772:0.96;5801:0.29;5165:0.25;5211:0.25;5213:0.25,
MMR013013,Thaketa,MMR013,Yangon,MMR013D002,Yangon (East),20,0,mapped,5388,d0b0e534-5ce8-4c30-bdde-c0c514eae4a9,သာကေတ,name,5388,exact_normalized_en=[5388]|spatial_support=5388:1.00;5133:0.25;5165:0.25;5211:0.25;5213:0.25,
MMR013014,Dawbon,MMR013,Yangon,MMR013D002,Yangon (East),15,0,mapped,5395,905c5251-04ff-435e-8b1e-d737e8cb3d8e,ဒေါပုံ,name,5395,exact_normalized_en=[5395]|spatial_support=5395:1.00;5133:0.25;5165:0.25;5211:0.25;5213:0.25,
MMR013015,Tamwe,MMR013,Yangon,MMR013D002,Yangon (East),21,0,mapped,5568,80e177c3-7640-4545-8b25-f7b4b96c480b,တာမွေ,name,5568,exact_normalized_en=[5568]|spatial_support=5568:1.00;5133:0.25;5165:0.25;5211:0.25;5213:0.25,
MMR013016,Pazundaung,MMR013,Yangon,MMR013D002,Yangon (East),11,0,mapped,5425,290f5a89-7737-4a9d-9e44-677707932223,ပုဇွန်တောင်,name,5425,exact_normalized_en=[5425]|spatial_support=5425:1.00;5133:0.25;5165:0.25;5211:0.25;5213:0.25,
MMR013017,Botahtaung,MMR013,Yangon,MMR013D002,Yangon (East),13,0,mapped,5446,bb244259-b620-4ff1-b66d-76cf01b66e85,ဗိုလ်တထောင်,name,5446,exact_normalized_en=[5446]|spatial_support=5446:0.94;5476:0.31;5133:0.25;5165:0.25;5211:0.25,
MMR013018,Dagon Myothit (South),MMR013,Yangon,MMR013D002,Yangon (East),45,0,mapped,5231,13288755-ec6b-4a53-beac-6182cfa3ecf4,ဒဂုံမြို့သစ် (တောင်ပိုင်း),name,5231,exact_normalized_en=[5231]|spatial_support=5231:0.87;5165:0.38;5211:0.25;5213:0.25;5253:0.25,
MMR013019,Dagon Myothit (North),MMR013,Yangon,MMR013D002,Yangon (East),28,0,mapped,5722,a95f905d-af9f-4bf0-8614-20c0e41fb231,ဒဂုံမြို့သစ် (မြောက်ပိုင်း),name,5722,exact_normalized_en=[5722]|spatial_support=5722:1.00;5165:0.25;5211:0.25;5213:0.25;5231:0.25,
MMR013020,Dagon Myothit (East),MMR013,Yangon,MMR013D002,Yangon (East),66,5,mapped,5165,9be63a4e-b25b-465a-b61e-3111287d3584,ဒဂုံမြို့သစ် (အရှေ့ပိုင်း),name,5165,exact_normalized_en=[5165]|spatial_support=5165:1.00;5211:0.25;5213:0.25;5231:0.25;5253:0.25,
MMR013021,Dagon Myothit (Seikkan),MMR013,Yangon,MMR013D002,Yangon (East),37,5,mapped,5213,2e3aa5eb-4216-4181-8e69-4f402561a39e,ဒဂုံမြို့သစ် (ဆိပ်ကမ်း),name,5213,exact_normalized_en=[5213]|spatial_support=5213:0.89;5165:0.34;5231:0.27;5211:0.25;5267:0.25,
MMR013022,Mingalartaungnyunt,MMR013,Yangon,MMR013D002,Yangon (East),21,0,mapped,5538,23aa94aa-5598-4b63-8514-42c8ab23553f,မင်္ဂလာတောင်ညွန့်,name,5538,exact_normalized_en=[5538]|spatial_support=5538:1.00;5133:0.25;5165:0.25;5211:0.25;5213:0.25,
MMR013023,Thanlyin,MMR013,Yangon,MMR013D003,Yangon (South),46,57,mapped,5211,08d77dfd-d044-4cb2-84aa-a2078a2ccc9a,သန်လျင်,name,5211,exact_normalized_en=[5211]|spatial_support=5211:1.00;5213:0.25;5231:0.25;5267:0.25;5344:0.25,
MMR013024,Kyauktan,MMR013,Yangon,MMR013D003,Yangon (South),56,88,mapped,5144,e94864c7-fc7b-4d74-96a2-3abfd8539ecf,ကျောက်တန်း,name,5144,exact_normalized_en=[5144]|spatial_support=5144:1.00;5145:0.15;5211:0.12;5133:0.09;5388:0.09,
MMR013025,Thongwa,MMR013,Yangon,MMR013D003,Yangon (South),65,150,mapped,5145,7842fe11-6596-43c5-b306-6f56b8448f1e,သုံးခွ,name,5145,exact_normalized_en=[5145]|spatial_support=5145:0.98;5142:0.23;5144:0.12;5211:0.10;5873:0.06,
MMR013026,Kayan,MMR013,Yangon,MMR013D003,Yangon (South),67,133,mapped,5142,0d929602-d3f1-4a1f-aa9f-fd3ef64a7de8,ခရမ်း,name,5142,exact_normalized_en=[5142]|spatial_support=5142:1.00;5873:0.23;5145:0.14;5211:0.14;5213:0.06,
MMR013027,Twantay,MMR013,Yangon,MMR013D003,Yangon (South),74,207,mapped,7300,3661bfa2-9e70-46c2-a089-13e59e14e8fe,တွံတေး,name,7300,exact_normalized_en=[7300]|spatial_support=7300:1.00;5612:0.19;5659:0.19;5675:0.18;5494:0.18,
MMR013028,Kawhmu,MMR013,Yangon,MMR013D003,Yangon (South),63,125,mapped,5125,b4c491f2-1d8a-4f30-8639-7ac366139d36,ကော့မှူး,name,5125,exact_normalized_en=[5125]|spatial_support=5125:1.00;5112:0.23;5133:0.20;7300:0.14;5612:0.09,
MMR013029,Kungyangon,MMR013,Yangon,MMR013D003,Yangon (South),50,127,mapped,5112,fa5a2d7d-4d4e-48b8-8c10-62cff99eefcc,ကွမ်းခြံကုန်း,name,5112,exact_normalized_en=[5112]|spatial_support=5112:1.00;5125:0.25;5133:0.03;7427:0.03;5144:0.01,
MMR013030,Dala,MMR013,Yangon,MMR013D003,Yangon (South),48,50,mapped,5133,057e8ba4-030a-4fa1-9f1b-9d925cc26199,ဒလ,name,5133,exact_normalized_en=[5133]|spatial_support=5133:1.00;5125:0.25;5344:0.25;5388:0.25;5395:0.25,
MMR013031,Seikgyikanaungto,MMR013,Yangon,MMR013D003,Yangon (South),10,0,mapped,5612,2ebc5cee-9e6a-4611-8848-65ea08074bbb,ဆိပ်ကြီး/ခနောင်တို,name,5612,exact_normalized_en=[5612]|spatial_support=5612:1.00;5133:0.25;5231:0.25;5253:0.25;5267:0.25,
