entity_type,status,region,source_pcode,name_en,name_my,ts_pcode,vt_pcode,source_file,source_row,reasons,flags,lon,lat
village_tract,flagged,Ayeyarwady,MMR017013903,,,MMR017013,,village_tract_boundary_Ayeyarwady_v94.zip:mmr_ady_polbnda_adm4_mimu_250k.shp,112,outside_source_township,missing_name|outside_source_township,94.95416901,17.92743650
village_tract,flagged,Ayeyarwady,MMR017012902,,,MMR017012,,village_tract_boundary_Ayeyarwady_v94.zip:mmr_ady_polbnda_adm4_mimu_250k.shp,192,outside_source_township,missing_name|outside_source_township,94.95148698,18.28785771
village_tract,flagged,Ayeyarwady,MMR017010901,,,MMR017010,,village_tract_boundary_Ayeyarwady_v94.zip:mmr_ady_polbnda_adm4_mimu_250k.shp,229,outside_source_township,missing_name|outside_source_township,94.88167241,17.60296941
village_tract,flagged,Ayeyarwady,MMR017011901,,,MMR017011,,village_tract_boundary_Ayeyarwady_v94.zip:mmr_ady_polbnda_adm4_mimu_250k.shp,269,outside_source_township,missing_name|outside_source_township,94.96909424,18.03536029
village_tract,flagged,Ayeyarwady,MMR017016110,Kaing Thaung,ကိုင်းသောင်,MMR017016,,village_tract_boundary_Ayeyarwady_v94.zip:mmr_ady_polbnda_adm4_mimu_250k.shp,410,outside_source_township,outside_source_township,95.04340084,15.73018406
village_tract,flagged,Ayeyarwady,MMR017018040,Kyet Shar,ကြက်ရှာ,MMR017018,,village_tract_boundary_Ayeyarwady_v94.zip:mmr_ady_polbnda_adm4_mimu_250k.shp,535,outside_source_township,outside_source_township,95.23284098,16.17516128
village_tract,flagged,Ayeyarwady,MMR017018107,Yae Twin Kone,ရေတွင်းကုန်း,MMR017018,,village_tract_boundary_Ayeyarwady_v94.zip:mmr_ady_polbnda_adm4_mimu_250k.shp,630,outside_source_township,outside_source_township,95.04116640,16.08844309
village_tract,flagged,Ayeyarwady,MMR017004071,Hpaung Doe,ဖေါင်ဒိုး,MMR017004,,village_tract_boundary_Ayeyarwady_v94.zip:mmr_ady_polbnda_adm4_mimu_250k.shp,1379,outside_source_township,outside_source_township,94.23315635,16.17835505
village_tract,flagged,Ayeyarwady,MMR017001040,Kan Gyi,ကံကြီး,MMR017001,,village_tract_boundary_Ayeyarwady_v94.zip:mmr_ady_polbnda_adm4_mimu_250k.shp,1467,outside_source_township,outside_source_township,94.52754397,16.93041781
village_tract,flagged,Ayeyarwady,MMR017001044,Ma Gyi Zin,မကျီးဇင်,MMR017001,,village_tract_boundary_Ayeyarwady_v94.zip:mmr_ady_polbnda_adm4_mimu_250k.shp,1481,outside_source_township,outside_source_township,94.59743057,17.39289474
village_tract,flagged,Ayeyarwady,MMR017001042,Tha Bawt Kan,သဘော့ကန်,MMR017001,,village_tract_boundary_Ayeyarwady_v94.zip:mmr_ady_polbnda_adm4_mimu_250k.shp,1500,outside_source_township,outside_source_township,94.56371200,17.19399498
village_tract,flagged,Ayeyarwady,MMR017001704,Urban,,MMR017001,,village_tract_boundary_Ayeyarwady_v94.zip:mmr_ady_polbnda_adm4_mimu_250k.shp,1508,outside_source_township,outside_source_township,94.44976096,16.96214049
village_tract,flagged,Ayeyarwady,MMR017003902,,,MMR017003,,village_tract_boundary_Ayeyarwady_v94.zip:mmr_ady_polbnda_adm4_mimu_250k.shp,1516,outside_source_township,missing_name|outside_source_township,94.78157733,17.24473552
village_tract,flagged,Ayeyarwady,MMR017003066,Kyun Hlyar Gyi,ကျွန်းလျှားကြီး,MMR017003,,village_tract_boundary_Ayeyarwady_v94.zip:mmr_ady_polbnda_adm4_mimu_250k.shp,1542,outside_source_township,outside_source_township,94.65764635,17.14680880
village_tract,flagged,Ayeyarwady,MMR017006901,,,MMR017006,,village_tract_boundary_Ayeyarwady_v94.zip:mmr_ady_polbnda_adm4_mimu_250k.shp,1578,outside_source_township,missing_name|outside_source_township,94.83823140,17.43638240
village_tract,flagged,Ayeyarwady,MMR017003067,Thit Hpyu,သစ်ဖြူ,MMR017003,,village_tract_boundary_Ayeyarwady_v94.zip:mmr_ady_polbnda_adm4_mimu_250k.shp,1580,outside_source_township,outside_source_township,94.66008145,17.35689787
village_tract,flagged,Ayeyarwady,MMR017024070,Aye Yar,အေရာ,MMR017024,,village_tract_boundary_Ayeyarwady_v94.zip:mmr_ady_polbnda_adm4_mimu_250k.shp,1677,outside_source_township,outside_source_township,95.12733594,15.82210075
village_tract,flagged,Ayeyarwady,MMR017024069,Kyun Thar Yar,ကျွန်းသာယာ,MMR017024,,village_tract_boundary_Ayeyarwady_v94.zip:mmr_ady_polbnda_adm4_mimu_250k.shp,1712,outside_source_township,outside_source_township,95.13524186,16.04681606
village_tract,flagged,Bago (West),MMR008003902,,,MMR008003,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,2,outside_source_township,missing_name|outside_source_township,94.83118438,18.67036880
village_tract,flagged,Bago (West),MMR008005904,,,MMR008005,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,262,outside_source_township,missing_name|outside_source_township,95.47902055,18.73437389
village_tract,flagged,Bago (West),MMR008014901,,,MMR008014,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,316,outside_source_township,missing_name|outside_source_township,95.89456889,18.35044623
village_tract,flagged,Bago (West),MMR008008901,,,MMR008008,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,367,outside_source_township,missing_name|outside_source_township,95.98279339,17.94961344
village_tract,flagged,Bago (West),MMR008009901,,,MMR008009,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,416,outside_source_township,missing_name|outside_source_township,95.86725933,18.05458617
village_tract,flagged,Bago (West),MMR008012902,,,MMR008012,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,519,outside_source_township,missing_name|outside_source_township,95.89239217,18.60761441
village_tract,flagged,Bago (West),MMR008010903,,,MMR008010,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,592,outside_source_township,missing_name|outside_source_township,95.95099498,18.21436990
village_tract,flagged,Bago (West),MMR008007901,,,MMR008007,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,656,outside_source_township,missing_name|outside_source_township,95.98658472,17.79512623
village_tract,flagged,Bago (East),MMR007006901,,,MMR007006,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,946,outside_source_township,missing_name|outside_source_township,96.26810856,18.19494376
village_tract,flagged,Bago (East),MMR007013901,,,MMR007013,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,1289,outside_source_township,missing_name|outside_source_township,96.06093095,18.81162801
village_tract,flagged,Bago (East),MMR007012901,,,MMR007012,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,1333,outside_source_township,missing_name|outside_source_township,96.16808125,18.60499447
village_tract,flagged,Bago (East),MMR007009035,Ka Nyin Myaung,ကညင်မြောင်,MMR007009,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,1409,outside_source_township,outside_source_township,96.25981831,19.01015448
village_tract,flagged,Bago (East),MMR007009036,Na Gar Mauk,နဂါးမောက်,MMR007009,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,1421,outside_source_township,outside_source_township,96.64078114,18.94173302
village_tract,flagged,Bago (East),MMR007009032,Wet Khauk Sein,ဝက်ခေါက်စိန်,MMR007009,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,1438,outside_source_township,outside_source_township,96.03468852,19.00814536
village_tract,flagged,Bago (East),MMR007010036,Lone Yan,လုံးရမ်း,MMR007010,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,1454,outside_source_township,outside_source_township,96.13547925,19.24947015
village_tract,flagged,Bago (East),MMR007010031,Sa Kway (Ma Yoe Khon),စကွေး(မရိုးခုံ),MMR007010,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,1465,outside_source_township,outside_source_township,96.00925801,19.16059906
village_tract,flagged,Bago (East),MMR007010035,San Taw Poet,ဆံတော်ပို့,MMR007010,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,1466,outside_source_township,outside_source_township,95.98256803,19.35614976
village_tract,flagged,Bago (East),MMR007010032,Yae Ngan,ရေငန်း,MMR007010,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,1476,outside_source_township,outside_source_township,95.90888245,19.29737366
village_tract,flagged,Bago (East),MMR007010034,Thit Poke Pin,သစ်ပုတ်ပင်,MMR007010,,village_tract_boundary_Bago_v94.zip:mmr_bgo_polbnda_adm4_mimu_250k_1.shp,1477,outside_source_township,outside_source_township,96.06544834,19.41543425
village_tract,flagged,Chin,MMR004004003,Khiangzang,ခိန်းဇန်,MMR004004,,village_tract_boundary_Chin_v94.zip:mmr_chn_polbnda_adm4_mimu_250k.shp,110,outside_source_township,outside_source_township,93.95553789,23.45784906
village_tract,flagged,Kachin,MMR001010901,,,MMR001010,,village_tract_boundary_Kachin_v94.zip:mmr_kch_polbnda_adm4_mimu_250k.shp,1,outside_source_township,missing_name|outside_source_township,97.13986671,24.53333661
village_tract,flagged,Kachin,MMR001010902,,,MMR001010,,village_tract_boundary_Kachin_v94.zip:mmr_kch_polbnda_adm4_mimu_250k.shp,7,outside_source_township,missing_name|outside_source_township,96.93829972,23.92895206
village_tract,flagged,Kachin,MMR001010046,Kawng Ton,ကောင်းတုံ,MMR001010,,village_tract_boundary_Kachin_v94.zip:mmr_kch_polbnda_adm4_mimu_250k.shp,8,outside_source_township,outside_source_township,97.14259906,24.11048656
village_tract,flagged,Kachin,MMR001010045,Hsin Hkan,စင်းခန်း,MMR001010,,village_tract_boundary_Kachin_v94.zip:mmr_kch_polbnda_adm4_mimu_250k.shp,11,outside_source_township,outside_source_township,97.07487990,24.08618962
village_tract,flagged,Kachin,MMR001010047,Nawng Mo,နောင်မို,MMR001010,,village_tract_boundary_Kachin_v94.zip:mmr_kch_polbnda_adm4_mimu_250k.shp,36,outside_source_township,outside_source_township,97.08237960,24.18147288
village_tract,flagged,Kachin,MMR001011034,Pang Hkun Yang,ပန်ခွန်ယန်,MMR001011,,village_tract_boundary_Kachin_v94.zip:mmr_kch_polbnda_adm4_mimu_250k.shp,167,outside_source_township,outside_source_township,96.85920057,24.53996210
village_tract,flagged,Kachin,MMR001007004,Kar Tu,ကာတူ,MMR001007,,village_tract_boundary_Kachin_v94.zip:mmr_kch_polbnda_adm4_mimu_250k.shp,250,outside_source_township,outside_source_township,96.03656406,24.84881512
village_tract,flagged,Kachin,MMR001001011,In Jit Yang,အင်ဂျစ်ယန်,MMR001001,,village_tract_boundary_Kachin_v94.zip:mmr_kch_polbnda_adm4_mimu_250k.shp,395,outside_source_township,outside_source_township,97.29573073,25.91234228
village_tract,flagged,Kachin,MMR001001010,Tang Hpe,တန်ဖဲ,MMR001001,,village_tract_boundary_Kachin_v94.zip:mmr_kch_polbnda_adm4_mimu_250k.shp,413,outside_source_township,outside_source_township,97.27084750,25.67363280
village_tract,flagged,Kachin,MMR001001012,Ti Yang Zug,တီယန်ဇွပ်,MMR001001,,village_tract_boundary_Kachin_v94.zip:mmr_kch_polbnda_adm4_mimu_250k.shp,418,outside_source_township,outside_source_township,97.25194044,26.05303070
village_tract,flagged,Kachin,MMR001016005,Man No,မန်နို,MMR001016,,village_tract_boundary_Kachin_v94.zip:mmr_kch_polbnda_adm4_mimu_250k.shp,537,outside_source_township,outside_source_township,97.46237556,27.58650261
village_tract,flagged,Kachin,MMR001014901,,,MMR001014,,village_tract_boundary_Kachin_v94.zip:mmr_kch_polbnda_adm4_mimu_250k.shp,555,outside_source_township,missing_name|outside_source_township,97.08775196,27.46362277
village_tract,flagged,Kachin,MMR001014012,Long Sha Yang,လုံယှာယန်,MMR001014,,village_tract_boundary_Kachin_v94.zip:mmr_kch_polbnda_adm4_mimu_250k.shp,561,outside_source_township,outside_source_township,97.65523849,27.05513682
village_tract,flagged,Kachin,MMR001014013,Tsum Pi Yang,ဆွမ်ပီယန်,MMR001014,,village_tract_boundary_Kachin_v94.zip:mmr_kch_polbnda_adm4_mimu_250k.shp,569,outside_source_township,outside_source_township,97.43114323,26.95260360
village_tract,flagged,Kayah,MMR002001012,Law Da Lay,လောဓလေး,MMR002001,,village_tract_boundary_Kayah_v94.zip:mmr_kyh_polbnda_adm4_250k_mimu_1.shp,71,outside_source_township,outside_source_township,97.45777533,19.43399354
village_tract,flagged,Kayah,MMR002004003,Shadaw (Middle),ရှားတောအလယ်ပိုင်း,MMR002004,,village_tract_boundary_Kayah_v94.zip:mmr_kyh_polbnda_adm4_250k_mimu_1.shp,82,outside_source_township,outside_source_township,97.67677175,19.44273743
village_tract,flagged,Kayah,MMR002004001,Shadaw (North),ရှားတောမြောက်ပိုင်း,MMR002004,,village_tract_boundary_Kayah_v94.zip:mmr_kyh_polbnda_adm4_250k_mimu_1.shp,83,outside_source_township,outside_source_township,97.51010910,19.76820217
village_tract,flagged,Kayah,MMR002004002,Shadaw (South),ရှားတောတောင်ပိုင်း,MMR002004,,village_tract_boundary_Kayah_v94.zip:mmr_kyh_polbnda_adm4_250k_mimu_1.shp,84,outside_source_township,outside_source_township,97.47707439,19.57494394
village_tract,flagged,Kayin,MMR003002027,Yae Ta Khun,ရေတံခွန်,MMR003002,,village_tract_boundary_Kayin_v94.zip:mmr_kyn_polbnda_adm4_unhcr_mimu_250k.shp,76,outside_source_township,outside_source_township,97.72615022,17.74010744
village_tract,flagged,Kayin,MMR003001058,Pyin Ma Pin Seik,ပျဉ်းမပင်ဆိပ်,MMR003001,,village_tract_boundary_Kayin_v94.zip:mmr_kyn_polbnda_adm4_unhcr_mimu_250k.shp,151,outside_source_township,outside_source_township,97.43697486,17.57913912
village_tract,flagged,Magway,MMR009007901,,,MMR009007,,village_tract_boundary_Magway_v94.zip:mmr_mgy_polbnda_adm4_wfp_mimu_250k_1.shp,571,outside_source_township,missing_name|outside_source_township,94.52087854,20.15612473
village_tract,flagged,Magway,MMR009008007,Chaung Son,ချောင်းဆုံ,MMR009008,,village_tract_boundary_Magway_v94.zip:mmr_mgy_polbnda_adm4_wfp_mimu_250k_1.shp,678,outside_source_township,outside_source_township,94.51009783,20.45198135
village_tract,flagged,Magway,MMR009008003,Sin Lu Myauk,ဆင်လူးမြောက်,MMR009008,,village_tract_boundary_Magway_v94.zip:mmr_mgy_polbnda_adm4_wfp_mimu_250k_1.shp,712,outside_source_township,outside_source_township,94.43142491,20.44586141
village_tract,flagged,Magway,MMR009010086,Kywe U,ကျွဲဦး,MMR009010,,village_tract_boundary_Magway_v94.zip:mmr_mgy_polbnda_adm4_wfp_mimu_250k_1.shp,735,outside_source_township,outside_source_township,94.30688191,20.78649660
village_tract,flagged,Magway,MMR009010902,,,MMR009010,,village_tract_boundary_Magway_v94.zip:mmr_mgy_polbnda_adm4_wfp_mimu_250k_1.shp,736,outside_source_township,missing_name|outside_source_township,94.50924583,20.82221990
village_tract,flagged,Magway,MMR009010089,Shwe Zan Thee,ရွှေဇံသီး,MMR009010,,village_tract_boundary_Magway_v94.zip:mmr_mgy_polbnda_adm4_wfp_mimu_250k_1.shp,792,outside_source_township,outside_source_township,94.57994417,20.92720586
village_tract,flagged,Magway,MMR009011009,Nat Gyi,နတ်ကြီး,MMR009011,,village_tract_boundary_Magway_v94.zip:mmr_mgy_polbnda_adm4_wfp_mimu_250k_1.shp,864,outside_source_township,outside_source_township,94.07075918,20.55678737
village_tract,flagged,Magway,MMR009015901,,,MMR009015,,village_tract_boundary_Magway_v94.zip:mmr_mgy_polbnda_adm4_wfp_mimu_250k_1.shp,1305,outside_source_township,missing_name|outside_source_township,94.76285614,19.02249164
village_tract,flagged,Mandalay,MMR010013902,,,MMR010013,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,2,outside_source_township,missing_name|outside_source_township,96.56641675,21.67739526
village_tract,flagged,Mandalay,MMR010013084,Ohn Kyaw,အုန်းကြော,MMR010013,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,50,outside_source_township,outside_source_township,96.77918029,21.86373757
village_tract,flagged,Mandalay,MMR010013082,Ye,ရဲ,MMR010013,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,85,outside_source_township,outside_source_township,96.40800107,21.66809022
village_tract,flagged,Mandalay,MMR010013085,Za Yit Khe,ဇရစ်ခဲ,MMR010013,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,93,outside_source_township,outside_source_township,96.58882844,21.79329152
village_tract,flagged,Mandalay,MMR010015901,,,MMR010015,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,94,outside_source_township,missing_name|outside_source_township,96.26516313,21.20811880
village_tract,flagged,Mandalay,MMR010015080,Khin Lel,ခင်လယ်,MMR010015,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,115,outside_source_township,outside_source_township,96.32467248,21.25495120
village_tract,flagged,Mandalay,MMR010015081,Kyi Taing,ကျီတိုင်,MMR010015,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,121,outside_source_township,outside_source_township,96.34319752,21.19982499
village_tract,flagged,Mandalay,MMR010014004,Sun Ye,စွန်ရဲ,MMR010014,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,213,outside_source_township,outside_source_township,96.21942880,21.73919898
village_tract,flagged,Mandalay,MMR010007901,,,MMR010007,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,345,outside_source_township,missing_name|outside_source_township,96.26598574,22.00742665
village_tract,flagged,Mandalay,MMR010030018,Kywe Tat Son,ကျွဲတပ်ဆုံ,MMR010030,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,546,outside_source_township,outside_source_township,96.24302495,20.79883742
village_tract,flagged,Mandalay,MMR010030079,Lel Pyin,လယ်ပြင်,MMR010030,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,547,outside_source_township,outside_source_township,96.39608411,20.62508073
village_tract,flagged,Mandalay,MMR010030073,Pyi Nyaung,ပြည်ညောင်,MMR010030,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,567,outside_source_township,outside_source_township,96.36157585,20.85081574
village_tract,flagged,Mandalay,MMR010030050,Thet Kei Deik,သက္ကယ်ဒိတ်,MMR010030,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,578,outside_source_township,outside_source_township,96.30445547,20.90969774
village_tract,flagged,Mandalay,MMR010030075,War Ywet,ဝါးရွက်,MMR010030,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,584,outside_source_township,outside_source_township,96.46936977,20.89696745
village_tract,flagged,Mandalay,MMR010030072,Yin Mar Pin,ယင်းမာပင်,MMR010030,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,586,outside_source_township,outside_source_township,96.37268737,20.76839786
village_tract,flagged,Mandalay,MMR010009038,Yae Kyi,ရေကြည်,MMR010009,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,1183,outside_source_township,outside_source_township,96.31199358,22.15134761
village_tract,flagged,Mandalay,MMR010011017,Ohn Dan,အုန်ဒန်,MMR010011,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,1206,outside_source_township,outside_source_township,96.25601275,22.98154043
village_tract,flagged,Mandalay,MMR010011021,Shwe Nyaung Pin,ရွှေညောင်ပင်,MMR010011,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,1209,outside_source_township,outside_source_township,96.21631541,22.86656647
village_tract,flagged,Mandalay,MMR010010901,,,MMR010010,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,1257,outside_source_township,missing_name|outside_source_township,96.19325291,22.56583927
village_tract,flagged,Mandalay,MMR010010003,Shwe Kyin,ရွှေကျင်,MMR010010,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,1285,outside_source_township,outside_source_township,95.94128559,22.72601020
village_tract,flagged,Mandalay,MMR010012019,Maing Daing,မိုင်းဒိုင်း,MMR010012,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,1313,outside_source_township,outside_source_township,96.29497235,23.55826977
village_tract,flagged,Mandalay,MMR010024036,Pay Pin Shey,ပေပင်ရှည်,MMR010024,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,1367,outside_source_township,outside_source_township,95.75596207,20.45010997
village_tract,flagged,Mandalay,MMR010023033,Nan Khwe,နန်းခွဲ,MMR010023,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,1431,outside_source_township,outside_source_township,96.39535577,20.53409122
village_tract,flagged,Mandalay,MMR010023021,Sin Twin Kyaung Kone,ဆင်တွင်းကျောင်းကုန်း,MMR010023,,village_tract_boundary_Mandalay_v94.zip:mmr_mdy_polbnda_adm4_mimu_250k.shp,1440,outside_source_township,outside_source_township,96.39206242,20.43903020
village_tract,flagged,Mon,MMR011004024,Wea Kha Mi,ဝဲခမိ,MMR011004,,village_tract_boundary_Mon_v94.zip:mmr_mon_polbnda_adm4_unicef_mimu_250k.shp,176,outside_source_township,outside_source_township,97.83760438,15.72388599
village_tract,flagged,Mon,MMR011006901,,,MMR011006,,village_tract_boundary_Mon_v94.zip:mmr_mon_polbnda_adm4_unicef_mimu_250k.shp,179,outside_source_township,missing_name|outside_source_township,98.08568766,15.19124912
village_tract,flagged,Mon,MMR011006017,Ku Lar Koke,ကုလားကုတ်,MMR011006,,village_tract_boundary_Mon_v94.zip:mmr_mon_polbnda_adm4_unicef_mimu_250k.shp,201,outside_source_township,outside_source_township,97.65488911,15.54328682
village_tract,flagged,Mon,MMR011010043,Baw Naw Khee,ဘောနောခီး,MMR011010,,village_tract_boundary_Mon_v94.zip:mmr_mon_polbnda_adm4_unicef_mimu_250k.shp,220,outside_source_township,outside_source_township,97.34926440,17.63987155
village_tract,flagged,Mon,MMR011010045,Win Tar Pan,ဝင်းတာပန်,MMR011010,,village_tract_boundary_Mon_v94.zip:mmr_mon_polbnda_adm4_unicef_mimu_250k.shp,253,outside_source_township,outside_source_township,97.44682858,17.24934520
village_tract,flagged,Mon,MMR011010010,Zoke Ka Li,ဇုက္ကလီ,MMR011010,,village_tract_boundary_Mon_v94.zip:mmr_mon_polbnda_adm4_unicef_mimu_250k.shp,258,outside_source_township,outside_source_township,97.08642621,17.07861551
village_tract,flagged,Nay Pyi Taw,MMR018007012,Chaung Gwa,ချောင်းခွ,MMR018007,,village_tract_boundary_Nay_Pyi_Taw_v94.zip:mmr_npt_polbnda_adm4_250k_mimu_1.shp,16,outside_source_township,outside_source_township,95.84810997,19.48766327
village_tract,flagged,Nay Pyi Taw,MMR018007020,Da Lant Chun,ဒလန့်ချွန်,MMR018007,,village_tract_boundary_Nay_Pyi_Taw_v94.zip:mmr_npt_polbnda_adm4_250k_mimu_1.shp,18,outside_source_township,outside_source_township,95.76752842,19.60674167
village_tract,flagged,Nay Pyi Taw,MMR018007059,Oke Shit Hlaing,ဥသျှစ်လှိုင်း,MMR018007,,village_tract_boundary_Nay_Pyi_Taw_v94.zip:mmr_npt_polbnda_adm4_250k_mimu_1.shp,22,outside_source_township,outside_source_township,95.94646403,19.76085529
village_tract,flagged,Nay Pyi Taw,MMR018007033,Lel Tar Gyi,လယ်တာကြီး,MMR018007,,village_tract_boundary_Nay_Pyi_Taw_v94.zip:mmr_npt_polbnda_adm4_250k_mimu_1.shp,31,outside_source_township,outside_source_township,95.86716066,19.86495072
village_tract,flagged,Nay Pyi Taw,MMR018007040,Min Pyin,မင်းပြင်,MMR018007,,village_tract_boundary_Nay_Pyi_Taw_v94.zip:mmr_npt_polbnda_adm4_250k_mimu_1.shp,33,outside_source_township,outside_source_township,95.84142535,19.59569720
village_tract,flagged,Nay Pyi Taw,MMR018007016,Swei Taw Hmyaung,စွယ်တော်မျှောင်,MMR018007,,village_tract_boundary_Nay_Pyi_Taw_v94.zip:mmr_npt_polbnda_adm4_250k_mimu_1.shp,50,outside_source_township,outside_source_township,95.82422461,19.69273543
village_tract,flagged,Nay Pyi Taw,MMR018007043,Tha Yet Chaung,သရက်ချောင်း,MMR018007,,village_tract_boundary_Nay_Pyi_Taw_v94.zip:mmr_npt_polbnda_adm4_250k_mimu_1.shp,54,outside_source_township,outside_source_township,95.83426419,19.76809295
village_tract,flagged,Nay Pyi Taw,MMR018007058,Zali Hnget Gyi Taung,ဇလီငှက်ကြီးတောင်,MMR018007,,village_tract_boundary_Nay_Pyi_Taw_v94.zip:mmr_npt_polbnda_adm4_250k_mimu_1.shp,70,outside_source_township,outside_source_township,96.43088334,19.53869544
village_tract,flagged,Nay Pyi Taw,MMR018006029,Ah Lel Chaung,အလယ်ချောင်း,MMR018006,,village_tract_boundary_Nay_Pyi_Taw_v94.zip:mmr_npt_polbnda_adm4_250k_mimu_1.shp,74,outside_source_township,outside_source_township,96.60458583,19.50740113
village_tract,flagged,Nay Pyi Taw,MMR018006024,Bant Bar,ဘန့်ဘား,MMR018006,,village_tract_boundary_Nay_Pyi_Taw_v94.zip:mmr_npt_polbnda_adm4_250k_mimu_1.shp,75,outside_source_township,outside_source_township,96.43654296,19.59789467
village_tract,flagged,Nay Pyi Taw,MMR018006027,Boet Ma,ဘို့မ,MMR018006,,village_tract_boundary_Nay_Pyi_Taw_v94.zip:mmr_npt_polbnda_adm4_250k_mimu_1.shp,76,outside_source_township,outside_source_township,96.51636924,19.57574746
village_tract,flagged,Nay Pyi Taw,MMR018006023,Koe Tit,ကိုးတစ်,MMR018006,,village_tract_boundary_Nay_Pyi_Taw_v94.zip:mmr_npt_polbnda_adm4_250k_mimu_1.shp,81,outside_source_township,outside_source_township,96.53235638,19.49922634
village_tract,flagged,Nay Pyi Taw,MMR018006028,Me Pauk,မဲပေါက်,MMR018006,,village_tract_boundary_Nay_Pyi_Taw_v94.zip:mmr_npt_polbnda_adm4_250k_mimu_1.shp,89,outside_source_township,outside_source_township,96.47739928,19.80572307
village_tract,flagged,Nay Pyi Taw,MMR018006026,Pyay Taung Koe,ပြည်တောင်ကိုး,MMR018006,,village_tract_boundary_Nay_Pyi_Taw_v94.zip:mmr_npt_polbnda_adm4_250k_mimu_1.shp,96,outside_source_township,outside_source_township,96.56515723,19.70119842
village_tract,flagged,Nay Pyi Taw,MMR018006025,Thit Tun,သစ်တွန်,MMR018006,,village_tract_boundary_Nay_Pyi_Taw_v94.zip:mmr_npt_polbnda_adm4_250k_mimu_1.shp,104,outside_source_township,outside_source_township,96.40187928,19.70320713
