source_key,source_row_number,source_sheet,hierarchy_level,source_subtype,source_official,source_gad_status,source_name_en,source_name_my,source_parent_path,matched_coremap_id,existing_coremap_path,existing_canonical_name,existing_parent_id,target_parent_coremap_id,target_parent_path,action,confidence,name_evidence,hierarchy_evidence,spatial_evidence,preserve_existing_geom,manual_review_reason,review_notes,candidate_coremap_ids,mimu_comparison_geometry_available,audit_only_source_pcode,audit_only_parent_pcode
_05_Ward:2101,2101,_05_Ward,ward_village_tract,ward,True,Active,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,state_region:MMR005:Sagaing > district:MMR005D002:Shwebo > township:MMR005004:Shwebo > ward_village_tract:MMR005004702504:No (4) Ward,,,,,6786,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6785:ရွှေဘိုခရိုင် > township:6786:ရွှေဘိုမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=6786;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005004702504,MMR005004
_06-VillageTract:9982,9982,_06-VillageTract,ward_village_tract,village_tract,True,Active,Na Gar Paw,နဂါးပေါ်,state_region:MMR005:Sagaing > district:MMR005D010:Kanbalu > township:MMR005007:Kanbalu > ward_village_tract:MMR005007018:Na Gar Paw,,,,,6762,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6785:ရွှေဘိုခရိုင် > township:6762:ကန့်ဘလူမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=6762;strict_candidate_pool=5,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005007018,MMR005007
_05_Ward:1957,1957,_05_Ward,ward_village_tract,ward,True,Active,Nagar Paw Ward,နဂါးပေါ်ရပ်ကွက်,state_region:MMR005:Sagaing > district:MMR005D010:Kanbalu > township:MMR005007:Kanbalu > ward_village_tract:MMR005007702506:Nagar Paw Ward,,,,,6762,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6785:ရွှေဘိုခရိုင် > township:6762:ကန့်ဘလူမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=6762;strict_candidate_pool=5,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005007702506,MMR005007
_06-VillageTract:10360,10360,_06-VillageTract,ward_village_tract,village_tract,True,Active,Myo Ma,မြို့မ,state_region:MMR005:Sagaing > district:MMR005D005:Kale > township:MMR005029:Mingin > ward_village_tract:MMR005029005:Myo Ma,,,,,6798,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6799:ကလေးခရိုင် > township:6798:မင်းကင်းမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=6798;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005029005,MMR005029
_05_Ward:2004,2004,_05_Ward,ward_village_tract,ward,True,Active,Myo Ma Ward,မြို့မရပ်ကွက်,state_region:MMR005:Sagaing > district:MMR005D005:Kale > township:MMR005029:Mingin > ward_village_tract:MMR005029701501:Myo Ma Ward,,,,,6798,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6799:ကလေးခရိုင် > township:6798:မင်းကင်းမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=6798;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005029701501,MMR005029
_05_Ward:2124,2124,_05_Ward,ward_village_tract,ward,True,Active,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR005:Sagaing > district:MMR005D006:Tamu > township:MMR005030:Tamu > ward_village_tract:MMR005030702501:No (1) Ward,,,,,6726,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6725:တမူးခရိုင် > township:6726:တမူးမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=6726;strict_candidate_pool=4,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005030702501,MMR005030
_05_Ward:2119,2119,_05_Ward,ward_village_tract,ward,True,Active,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR005:Sagaing > district:MMR005D006:Tamu > township:MMR005030:Tamu > ward_village_tract:MMR005030703501:No (1) Ward,,,,,6726,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6725:တမူးခရိုင် > township:6726:တမူးမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=6726;strict_candidate_pool=4,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005030703501,MMR005030
_05_Ward:2125,2125,_05_Ward,ward_village_tract,ward,True,Active,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR005:Sagaing > district:MMR005D006:Tamu > township:MMR005030:Tamu > ward_village_tract:MMR005030702502:No (2) Ward,,,,,6726,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6725:တမူးခရိုင် > township:6726:တမူးမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=6726;strict_candidate_pool=4,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005030702502,MMR005030
_05_Ward:2120,2120,_05_Ward,ward_village_tract,ward,True,Active,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR005:Sagaing > district:MMR005D006:Tamu > township:MMR005030:Tamu > ward_village_tract:MMR005030703502:No (2) Ward,,,,,6726,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6725:တမူးခရိုင် > township:6726:တမူးမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=6726;strict_candidate_pool=4,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005030703502,MMR005030
_05_Ward:2126,2126,_05_Ward,ward_village_tract,ward,True,Active,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR005:Sagaing > district:MMR005D006:Tamu > township:MMR005030:Tamu > ward_village_tract:MMR005030702503:No (3) Ward,,,,,6726,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6725:တမူးခရိုင် > township:6726:တမူးမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=6726;strict_candidate_pool=4,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005030702503,MMR005030
_05_Ward:2121,2121,_05_Ward,ward_village_tract,ward,True,Active,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR005:Sagaing > district:MMR005D006:Tamu > township:MMR005030:Tamu > ward_village_tract:MMR005030703503:No (3) Ward,,,,,6726,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6725:တမူးခရိုင် > township:6726:တမူးမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=6726;strict_candidate_pool=4,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005030703503,MMR005030
_06-VillageTract:9748,9748,_06-VillageTract,ward_village_tract,village_tract,True,Active,Hin Naung,ဟင်နောင်,state_region:MMR005:Sagaing > district:MMR005D008:Hkamti > township:MMR005034:Homalin > ward_village_tract:MMR005034032:Hin Naung,,,,,6701,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6700:ခန္တီးခရိုင် > township:6701:ဟုမ္မလင်းမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=6701;strict_candidate_pool=2,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005034032,MMR005034
_06-VillageTract:9749,9749,_06-VillageTract,ward_village_tract,village_tract,True,Active,Hin Naung,ဟင်နောင်,state_region:MMR005:Sagaing > district:MMR005D008:Hkamti > township:MMR005034:Homalin > ward_village_tract:MMR005034073:Hin Naung,,,,,6701,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6700:ခန္တီးခရိုင် > township:6701:ဟုမ္မလင်းမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=6701;strict_candidate_pool=2,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005034073,MMR005034
_05_Ward:1905,1905,_05_Ward,ward_village_tract,ward,True,Active,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR005:Sagaing > district:MMR005D008:Hkamti > township:MMR005034:Homalin > ward_village_tract:MMR005034702501:No (1) Ward,,,,,6701,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6700:ခန္တီးခရိုင် > township:6701:ဟုမ္မလင်းမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=6701;strict_candidate_pool=2,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005034702501,MMR005034
_05_Ward:1903,1903,_05_Ward,ward_village_tract,ward,True,Active,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR005:Sagaing > district:MMR005D008:Hkamti > township:MMR005034:Homalin > ward_village_tract:MMR005034703501:No (1) Ward,,,,,6701,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6700:ခန္တီးခရိုင် > township:6701:ဟုမ္မလင်းမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=6701;strict_candidate_pool=2,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005034703501,MMR005034
_05_Ward:1908,1908,_05_Ward,ward_village_tract,ward,True,Active,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR005:Sagaing > district:MMR005D008:Hkamti > township:MMR005034:Homalin > ward_village_tract:MMR005034702502:No (2) Ward,,,,,6701,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6700:ခန္တီးခရိုင် > township:6701:ဟုမ္မလင်းမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=6701;strict_candidate_pool=2,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005034702502,MMR005034
_05_Ward:1904,1904,_05_Ward,ward_village_tract,ward,True,Active,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR005:Sagaing > district:MMR005D008:Hkamti > township:MMR005034:Homalin > ward_village_tract:MMR005034703502:No (2) Ward,,,,,6701,country:11:မြန်မာ > state_region:6703:စစ်ကိုင်းတိုင်းဒေသကြီး > district:6700:ခန္တီးခရိုင် > township:6701:ဟုမ္မလင်းမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=6701;strict_candidate_pool=2,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005034703502,MMR005034
_05_Ward:2049,2049,_05_Ward,ward_village_tract,ward,True,Active,Myo Ma Ward,မြို့မရပ်ကွက်,state_region:MMR005:Sagaing > self_administered_zone:MMR005S001:Naga Self-Administered Zone > township:MMR005037:Nanyun > ward_village_tract:MMR005037701502:Myo Ma Ward,,,,,,,manual_review,100,no_exact_match,strict_parent_core=unresolved;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005037701502,MMR005037
_05_Ward:2048,2048,_05_Ward,ward_village_tract,ward,True,Active,Myo Ma Ward,မြို့မရပ်ကွက်,state_region:MMR005:Sagaing > self_administered_zone:MMR005S001:Naga Self-Administered Zone > township:MMR005037:Nanyun > ward_village_tract:MMR005037703501:Myo Ma Ward,,,,,,,manual_review,100,no_exact_match,strict_parent_core=unresolved;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR005037703501,MMR005037
_05_Ward:2741,2741,_05_Ward,ward_village_tract,ward,True,Active,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR006:Tanintharyi > district:MMR006D002:Myeik > township:MMR006007:Palaw > ward_village_tract:MMR006007701501:No (1) Ward,,,,,7469,country:11:မြန်မာ > state_region:7449:တနင်္သာရီတိုင်း > district:7448:မြိတ်ခရိုင် > township:7469:ပုလောမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=7469;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR006007701501,MMR006007
_05_Ward:2737,2737,_05_Ward,ward_village_tract,ward,True,Active,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR006:Tanintharyi > district:MMR006D002:Myeik > township:MMR006007:Palaw > ward_village_tract:MMR006007702501:No (1) Ward,,,,,7469,country:11:မြန်မာ > state_region:7449:တနင်္သာရီတိုင်း > district:7448:မြိတ်ခရိုင် > township:7469:ပုလောမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=7469;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR006007702501,MMR006007
_05_Ward:2733,2733,_05_Ward,ward_village_tract,ward,True,Active,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR006:Tanintharyi > district:MMR006D002:Myeik > township:MMR006007:Palaw > ward_village_tract:MMR006007703501:No (1) Ward,,,,,7469,country:11:မြန်မာ > state_region:7449:တနင်္သာရီတိုင်း > district:7448:မြိတ်ခရိုင် > township:7469:ပုလောမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=7469;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR006007703501,MMR006007
_05_Ward:2742,2742,_05_Ward,ward_village_tract,ward,True,Active,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR006:Tanintharyi > district:MMR006D002:Myeik > township:MMR006007:Palaw > ward_village_tract:MMR006007701502:No (2) Ward,,,,,7469,country:11:မြန်မာ > state_region:7449:တနင်္သာရီတိုင်း > district:7448:မြိတ်ခရိုင် > township:7469:ပုလောမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=7469;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR006007701502,MMR006007
_05_Ward:2738,2738,_05_Ward,ward_village_tract,ward,True,Active,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR006:Tanintharyi > district:MMR006D002:Myeik > township:MMR006007:Palaw > ward_village_tract:MMR006007702502:No (2) Ward,,,,,7469,country:11:မြန်မာ > state_region:7449:တနင်္သာရီတိုင်း > district:7448:မြိတ်ခရိုင် > township:7469:ပုလောမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=7469;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR006007702502,MMR006007
_05_Ward:2734,2734,_05_Ward,ward_village_tract,ward,True,Active,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR006:Tanintharyi > district:MMR006D002:Myeik > township:MMR006007:Palaw > ward_village_tract:MMR006007703502:No (2) Ward,,,,,7469,country:11:မြန်မာ > state_region:7449:တနင်္သာရီတိုင်း > district:7448:မြိတ်ခရိုင် > township:7469:ပုလောမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=7469;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR006007703502,MMR006007
_05_Ward:2743,2743,_05_Ward,ward_village_tract,ward,True,Active,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR006:Tanintharyi > district:MMR006D002:Myeik > township:MMR006007:Palaw > ward_village_tract:MMR006007701503:No (3) Ward,,,,,7469,country:11:မြန်မာ > state_region:7449:တနင်္သာရီတိုင်း > district:7448:မြိတ်ခရိုင် > township:7469:ပုလောမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=7469;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR006007701503,MMR006007
_05_Ward:2739,2739,_05_Ward,ward_village_tract,ward,True,Active,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR006:Tanintharyi > district:MMR006D002:Myeik > township:MMR006007:Palaw > ward_village_tract:MMR006007702503:No (3) Ward,,,,,7469,country:11:မြန်မာ > state_region:7449:တနင်္သာရီတိုင်း > district:7448:မြိတ်ခရိုင် > township:7469:ပုလောမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=7469;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR006007702503,MMR006007
_05_Ward:2735,2735,_05_Ward,ward_village_tract,ward,True,Active,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR006:Tanintharyi > district:MMR006D002:Myeik > township:MMR006007:Palaw > ward_village_tract:MMR006007703503:No (3) Ward,,,,,7469,country:11:မြန်မာ > state_region:7449:တနင်္သာရီတိုင်း > district:7448:မြိတ်ခရိုင် > township:7469:ပုလောမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=7469;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR006007703503,MMR006007
_05_Ward:2744,2744,_05_Ward,ward_village_tract,ward,True,Active,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,state_region:MMR006:Tanintharyi > district:MMR006D002:Myeik > township:MMR006007:Palaw > ward_village_tract:MMR006007701504:No (4) Ward,,,,,7469,country:11:မြန်မာ > state_region:7449:တနင်္သာရီတိုင်း > district:7448:မြိတ်ခရိုင် > township:7469:ပုလောမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=7469;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR006007701504,MMR006007
_05_Ward:2740,2740,_05_Ward,ward_village_tract,ward,True,Active,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,state_region:MMR006:Tanintharyi > district:MMR006D002:Myeik > township:MMR006007:Palaw > ward_village_tract:MMR006007702504:No (4) Ward,,,,,7469,country:11:မြန်မာ > state_region:7449:တနင်္သာရီတိုင်း > district:7448:မြိတ်ခရိုင် > township:7469:ပုလောမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=7469;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR006007702504,MMR006007
_05_Ward:2736,2736,_05_Ward,ward_village_tract,ward,True,Active,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,state_region:MMR006:Tanintharyi > district:MMR006D002:Myeik > township:MMR006007:Palaw > ward_village_tract:MMR006007703504:No (4) Ward,,,,,7469,country:11:မြန်မာ > state_region:7449:တနင်္သာရီတိုင်း > district:7448:မြိတ်ခရိုင် > township:7469:ပုလောမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=7469;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR006007703504,MMR006007
_06-VillageTract:2040,2040,_06-VillageTract,ward_village_tract,village_tract,True,Active,Ywar Thit,ရွာသစ်,state_region:MMR111:Bago > district:MMR007D001:Bago > township:MMR007001:Bago > ward_village_tract:MMR007001019:Ywar Thit,,,,,5924,country:11:မြန်မာ > state_region:7169:ပဲခူးတိုင်းဒေသကြီး > district:5923:ပဲခူးခရိုင် > township:5924:ပဲခူးမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=5924;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR007001019,MMR007001
_05_Ward:340,340,_05_Ward,ward_village_tract,ward,True,Active,Ywar Thit Ward,ရွာသစ်ရပ်ကွက်,state_region:MMR111:Bago > district:MMR007D001:Bago > township:MMR007001:Bago > ward_village_tract:MMR007001701521:Ywar Thit Ward,,,,,5924,country:11:မြန်မာ > state_region:7169:ပဲခူးတိုင်းဒေသကြီး > district:5923:ပဲခူးခရိုင် > township:5924:ပဲခူးမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=5924;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR007001701521,MMR007001
_05_Ward:326,326,_05_Ward,ward_village_tract,ward,True,Active,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR111:Bago > district:MMR007D001:Bago > township:MMR007001:Bago > ward_village_tract:MMR007001701523:No (1) Ward,,,,,5924,country:11:မြန်မာ > state_region:7169:ပဲခူးတိုင်းဒေသကြီး > district:5923:ပဲခူးခရိုင် > township:5924:ပဲခူးမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=5924;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR007001701523,MMR007001
_05_Ward:347,347,_05_Ward,ward_village_tract,ward,True,Active,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR111:Bago > district:MMR007D001:Bago > township:MMR007001:Bago > ward_village_tract:MMR007001703501:No (1) Ward,,,,,5924,country:11:မြန်မာ > state_region:7169:ပဲခူးတိုင်းဒေသကြီး > district:5923:ပဲခူးခရိုင် > township:5924:ပဲခူးမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=5924;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR007001703501,MMR007001
_05_Ward:327,327,_05_Ward,ward_village_tract,ward,True,Active,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR111:Bago > district:MMR007D001:Bago > township:MMR007001:Bago > ward_village_tract:MMR007001701524:No (2) Ward,,,,,5924,country:11:မြန်မာ > state_region:7169:ပဲခူးတိုင်းဒေသကြီး > district:5923:ပဲခူးခရိုင် > township:5924:ပဲခူးမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=5924;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR007001701524,MMR007001
_05_Ward:348,348,_05_Ward,ward_village_tract,ward,True,Active,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR111:Bago > district:MMR007D001:Bago > township:MMR007001:Bago > ward_village_tract:MMR007001703502:No (2) Ward,,,,,5924,country:11:မြန်မာ > state_region:7169:ပဲခူးတိုင်းဒေသကြီး > district:5923:ပဲခူးခရိုင် > township:5924:ပဲခူးမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=5924;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR007001703502,MMR007001
_05_Ward:328,328,_05_Ward,ward_village_tract,ward,True,Active,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR111:Bago > district:MMR007D001:Bago > township:MMR007001:Bago > ward_village_tract:MMR007001701525:No (3) Ward,,,,,5924,country:11:မြန်မာ > state_region:7169:ပဲခူးတိုင်းဒေသကြီး > district:5923:ပဲခူးခရိုင် > township:5924:ပဲခူးမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=5924;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR007001701525,MMR007001
_05_Ward:349,349,_05_Ward,ward_village_tract,ward,True,Active,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR111:Bago > district:MMR007D001:Bago > township:MMR007001:Bago > ward_village_tract:MMR007001703503:No (3) Ward,,,,,5924,country:11:မြန်မာ > state_region:7169:ပဲခူးတိုင်းဒေသကြီး > district:5923:ပဲခူးခရိုင် > township:5924:ပဲခူးမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=5924;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR007001703503,MMR007001
_05_Ward:329,329,_05_Ward,ward_village_tract,ward,True,Active,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,state_region:MMR111:Bago > district:MMR007D001:Bago > township:MMR007001:Bago > ward_village_tract:MMR007001701526:No (4) Ward,,,,,5924,country:11:မြန်မာ > state_region:7169:ပဲခူးတိုင်းဒေသကြီး > district:5923:ပဲခူးခရိုင် > township:5924:ပဲခူးမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=5924;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR007001701526,MMR007001
_05_Ward:350,350,_05_Ward,ward_village_tract,ward,True,Active,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,state_region:MMR111:Bago > district:MMR007D001:Bago > township:MMR007001:Bago > ward_village_tract:MMR007001703504:No (4) Ward,,,,,5924,country:11:မြန်မာ > state_region:7169:ပဲခူးတိုင်းဒေသကြီး > district:5923:ပဲခူးခရိုင် > township:5924:ပဲခူးမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=5924;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR007001703504,MMR007001
_05_Ward:330,330,_05_Ward,ward_village_tract,ward,True,Active,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,state_region:MMR111:Bago > district:MMR007D001:Bago > township:MMR007001:Bago > ward_village_tract:MMR007001701527:No (5) Ward,,,,,5924,country:11:မြန်မာ > state_region:7169:ပဲခူးတိုင်းဒေသကြီး > district:5923:ပဲခူးခရိုင် > township:5924:ပဲခူးမြို့နယ်,manual_review,100,no_exact_match,strict_parent_core=5924;strict_candidate_pool=0,no_mimu_comparison_geometry,False,Unresolved duplicate create for same normalized hierarchy path,Unresolved duplicate create for same normalized hierarchy path,,False,MMR007001701527,MMR007001
