group_id,postal_codes,postal_row_count,locality_mm,locality_en,normalized_name_mm,normalized_name_en,township_en,township_mm,township_public_id,township_core_id,expected_locality_type,candidate_ids,candidate_public_ids,candidate_mm_en_primary,candidate_aliases,candidate_type_hierarchy,candidate_summary,mimu_hits,name_evidence,recommendation,review_decision,selected_admin_public_id,proposed_alias_mm,proposed_alias_en,review_note,preview_file
3a9f781ed9c2,1008005;1070002,2,မြို့မ ရပ်ကွက်,Myo Ma Quarter,မ,myoma,Ngathaingchaung Town,ငသိုင်းချောင်း မြို့,938a79c1-c5f0-4a7a-9f2a-120dff8c8750,7187,ward,7262;7269,f58552ab-5582-4170-ae18-aee9fc84715b;7ec6eadf-2545-4e0e-8176-4ab68f29d4fd,မြို့မရပ်ကွက် /  || မြို့မရပ်ကွက် / ,mm=[];en=[Myo Ma Ward] || mm=[];en=[Myo Ma Ward],ward|parent=938a79c1-c5f0-4a7a-9f2a-120dff8c8750 || ward|parent=938a79c1-c5f0-4a7a-9f2a-120dff8c8750,7262/f58552ab-5582-4170-ae18-aee9fc84715b:ward:မြို့မရပ်ကွက်/(aliases_mm=;aliases_en=Myo Ma Ward) || 7269/7ec6eadf-2545-4e0e-8176-4ab68f29d4fd:ward:မြို့မရပ်ကွက်/(aliases_mm=;aliases_en=Myo Ma Ward),MMR017006701505:Myo Ma Ward/မြို့မရပ်ကွက်;MMR017006702502:Myo Ma Ward/မြို့မရပ်ကွက်,multiple_candidates,confirmed_non_admin,confirmed_non_admin,,,,multiple candidates / conflict; no unique exact proof,02-postal-review-previews/3a9f781ed9c2.json
4353d59b29af,0110229,1,နမ္မတီး ကျေးရွာအုပ်စု,Nam Ma Tee Village Tract,နမ္မတီး,nammatee,Mogaung Township,မိုးကောင်း မြို့နယ်,00bb5083-77f4-4aa5-8a54-ba210d766395,6660,village_tract,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/4353d59b29af.json
9572d4501c68,0110237,1,နမ်းခမ်း ကျေးရွာအုပ်စု,Nam Hkam Village Tract,နမ်းခမ်း,namhkam,Mogaung Township,မိုးကောင်း မြို့နယ်,00bb5083-77f4-4aa5-8a54-ba210d766395,6660,village_tract,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/9572d4501c68.json
141c243665f0,0110201,1,နောင်ကိုင်ထော် ကျေးရွာအုပ်စု,Nawng Kaing Htaw Village Tract,နောင်ကိုင်ထော်,nawngkainghtaw,Mogaung Township,မိုးကောင်း မြို့နယ်,00bb5083-77f4-4aa5-8a54-ba210d766395,6660,village_tract,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/141c243665f0.json
164175f02357,0110212,1,မုတ်နောင် ကျေးရွာအုပ်စု,Moke Nawng Village Tract,မုတ်နောင်,mokenawng,Mogaung Township,မိုးကောင်း မြို့နယ်,00bb5083-77f4-4aa5-8a54-ba210d766395,6660,village_tract,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/164175f02357.json
88629b5b9f53,0714005,1,ကမ်းနားတန်း ရပ်ကွက်,Kan Nar Tan Quarter,ကမ်းနားတန်း,kannartan,Munaung Township,မာန်အောင် မြို့နယ်,02024cd8-8421-4c25-8e3f-bd6ecf574ed5,5091,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/88629b5b9f53.json
b0494292b88c,0714002,1,မြို့မ ရပ်ကွက်,Myo Ma Quarter,မ,myoma,Munaung Township,မာန်အောင် မြို့နယ်,02024cd8-8421-4c25-8e3f-bd6ecf574ed5,5091,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/b0494292b88c.json
f6e44868afdd,0714003,1,ရန်အောင်မြင် ရပ်ကွက်,Yan Aung Myin Quarter,ရန်အောင်မြင်,yanaungmyin,Munaung Township,မာန်အောင် မြို့နယ်,02024cd8-8421-4c25-8e3f-bd6ecf574ed5,5091,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/f6e44868afdd.json
d2be73ddd087,0714004,1,မြို့သစ် ရပ်ကွက်,Myo Thit Quarter,သစ်,myothit,Munaung Township,မာန်အောင် မြို့နယ်,02024cd8-8421-4c25-8e3f-bd6ecf574ed5,5091,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/d2be73ddd087.json
b333297b311f,0714001,1,အနောက်စု ရပ်ကွက်,Ah Nauk Su Quarter,အနောက်စု,ahnauksu,Munaung Township,မာန်အောင် မြို့နယ်,02024cd8-8421-4c25-8e3f-bd6ecf574ed5,5091,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/b333297b311f.json
5ab22b42e986,0309200,1,ကင်ဝ ကျေးရွာအုပ်စု,Kin Wa Village Tract,ကင်ဝ,kinwa,Paletwa Township,ပလက်ဝ မြို့နယ်,02191b8a-704d-444d-9c61-2fd279e40ed1,6941,village_tract,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/5ab22b42e986.json
45fe5ef10922,0309257,1,ဆမီး ကျေးရွာအုပ်စု,Sa Mee Village Tract,ဆမီး,samee,Paletwa Township,ပလက်ဝ မြို့နယ်,02191b8a-704d-444d-9c61-2fd279e40ed1,6941,village_tract,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/45fe5ef10922.json
e2e266080585,0309004,1,ကင်ဝ ရပ်ကွက်,KinWa Quarter,ကင်ဝ,kinwa,Paletwa Township,ပလက်ဝ မြို့နယ်,02191b8a-704d-444d-9c61-2fd279e40ed1,6941,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/e2e266080585.json
093c8688e0b3,0215006,1,စက်ပန်း ရပ်ကွက်,Set Pan Quarter,စက်ပန်း,setpan,Katha Township,ကသာ မြို့နယ်,095293bf-0b9b-4ab3-abe0-3912b48f1b1e,6588,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/093c8688e0b3.json
702d70aa910f,0215005,1,ဇေယျာချောင် ရပ်ကွက်,Zay Yar Chaung Quarter,ဇေယျာချောင်,zayyarchaung,Katha Township,ကသာ မြို့နယ်,095293bf-0b9b-4ab3-abe0-3912b48f1b1e,6588,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/702d70aa910f.json
a1655e8f6452,0215003,1,တောင်ပိုင်း ရပ်ကွက်,Taung Paing Quarter,တောင်ပိုင်း,taungpaing,Katha Township,ကသာ မြို့နယ်,095293bf-0b9b-4ab3-abe0-3912b48f1b1e,6588,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/a1655e8f6452.json
cb50fa9ab7a6,0215009,1,ပတ္တမြား ရပ်ကွက်,Pa Da Myar Quarter,ပတ္တမြား,padamyar,Katha Township,ကသာ မြို့နယ်,095293bf-0b9b-4ab3-abe0-3912b48f1b1e,6588,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/cb50fa9ab7a6.json
0ca93979c513,0215008,1,ပိန္နဲကုန်း ရပ်ကွက်,Pein Hne Kone Quarter,ပိန္နဲကုန်း,peinhnekone,Katha Township,ကသာ မြို့နယ်,095293bf-0b9b-4ab3-abe0-3912b48f1b1e,6588,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/0ca93979c513.json
85b77d202493,0215001,1,မြောက်ပိုင်း ရပ်ကွက်,Myauk Paing Quarter,မြောက်ပိုင်း,myaukpaing,Katha Township,ကသာ မြို့နယ်,095293bf-0b9b-4ab3-abe0-3912b48f1b1e,6588,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/85b77d202493.json
592c193457ad,0215007,1,လျှပ်စစ်ကုန်း ရပ်ကွက်,Hlyat Sit Kone Quarter,လျှပ်စစ်ကုန်း,hlyatsitkone,Katha Township,ကသာ မြို့နယ်,095293bf-0b9b-4ab3-abe0-3912b48f1b1e,6588,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/592c193457ad.json
974d2e4c817b,0215010,1,သဖန်းဆိုင်း ရပ်ကွက်,Tha Hpan Saing Quarter,သဖန်းဆိုင်း,thahpansaing,Katha Township,ကသာ မြို့နယ်,095293bf-0b9b-4ab3-abe0-3912b48f1b1e,6588,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/974d2e4c817b.json
bcb5018bf5ee,0215004,1,သူဌေးကုန်း ရပ်ကွက်,Thu Htay Kone Quarter,သူဌေးကုန်း,thuhtaykone,Katha Township,ကသာ မြို့နယ်,095293bf-0b9b-4ab3-abe0-3912b48f1b1e,6588,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/bcb5018bf5ee.json
e9582e911ed4,0215002,1,အလယ်ပိုင်း ရပ်ကွက်,Ah Lel Paing Quarter,အလယ်ပိုင်း,ahlelpaing,Katha Township,ကသာ မြို့နယ်,095293bf-0b9b-4ab3-abe0-3912b48f1b1e,6588,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/e9582e911ed4.json
1a8011d0c1ab,0118001,1,အမှတ် (၁) ရပ်ကွက်,No (1) Quarter,၁,1,Khaunglanhpu Township,ခေါင်လန်ဖူး မြို့နယ်,096f8dca-1a90-4741-a264-840963b4794f,6687,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/1a8011d0c1ab.json
b3d6a7cecd62,0118002,1,အမှတ် (၂) ရပ်ကွက်,No (2) Quarter,၂,2,Khaunglanhpu Township,ခေါင်လန်ဖူး မြို့နယ်,096f8dca-1a90-4741-a264-840963b4794f,6687,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/b3d6a7cecd62.json
026d9f9683ab,0118003,1,အမှတ် (၃) ရပ်ကွက်,No (3) Quarter,၃,3,Khaunglanhpu Township,ခေါင်လန်ဖူး မြို့နယ်,096f8dca-1a90-4741-a264-840963b4794f,6687,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/026d9f9683ab.json
7f6d1eb0a41d,0118004,1,အမှတ် (၄) ရပ်ကွက်,No (4) Quarter,၄,4,Khaunglanhpu Township,ခေါင်လန်ဖူး မြို့နယ်,096f8dca-1a90-4741-a264-840963b4794f,6687,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/7f6d1eb0a41d.json
b869c66c6d22,1501202,1,ပြန့်ကပြေး ကျေးရွာအုပ်စု,Pyant Ka Pyay Village Tract,ပြန့်ကပြေး,pyantkapyay,Za Bu Thi Ri Township,ဇမ္ဗူသီရိ မြို့နယ်,0a007cb6-42ca-4887-8528-30777e3cb976,6029,village_tract,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/b869c66c6d22.json
6676483e54a7,1501010,1,ဓနသိဒ္ဓိ ရပ်ကွက်,Dha Na Theik Di Quarter,ဓနသိဒ္ဓိ,dhanatheikdi,Za Bu Thi Ri Township,ဇမ္ဗူသီရိ မြို့နယ်,0a007cb6-42ca-4887-8528-30777e3cb976,6029,ward,6024;6011;7608,eeec9dcc-e0c6-40e2-b75d-ab645e49e6b4;18201e24-096c-40b1-b4b8-3f51015dd2b8;9a8f1282-b7a1-49e0-8fdc-0f5d01158ac3,ဓနသိဒ္ဓိရပ်ကွက် /  || ဓနသိဒ္ဓိရပ်ကွက် /  || ဓနသိဒ္ဓိရပ်ကွက် / Dha Na Theik Di Ward,mm=[];en=[Dha Na Theik Di Ward] || mm=[];en=[Dha Na Theik Di Ward] || mm=[];en=[],ward|parent=0a007cb6-42ca-4887-8528-30777e3cb976 || ward|parent=0a007cb6-42ca-4887-8528-30777e3cb976 || ward|parent=0a007cb6-42ca-4887-8528-30777e3cb976,6024/eeec9dcc-e0c6-40e2-b75d-ab645e49e6b4:ward:ဓနသိဒ္ဓိရပ်ကွက်/(aliases_mm=;aliases_en=Dha Na Theik Di Ward) || 6011/18201e24-096c-40b1-b4b8-3f51015dd2b8:ward:ဓနသိဒ္ဓိရပ်ကွက်/(aliases_mm=;aliases_en=Dha Na Theik Di Ward) || 7608/9a8f1282-b7a1-49e0-8fdc-0f5d01158ac3:ward:ဓနသိဒ္ဓိရပ်ကွက်/Dha Na Theik Di Ward(aliases_mm=;aliases_en=),MMR018002701510:Dha Na Theik Di Ward/ဓနသိဒ္ဓိရပ်ကွက်,multiple_candidates,confirmed_non_admin,confirmed_non_admin,,,,multiple CoreMap candidates; cannot auto-match without unique bilingual proof,02-postal-review-previews/6676483e54a7.json
65f4fb872e49,1501009,1,ဗလသိဒ္ဓိ ရပ်ကွက်,Ba La Theik Di Quarter,ဗလသိဒ္ဓိ,balatheikdi,Za Bu Thi Ri Township,ဇမ္ဗူသီရိ မြို့နယ်,0a007cb6-42ca-4887-8528-30777e3cb976,6029,ward,6023;6025,dda8330a-acd9-4e72-a9a5-d6786c100cca;3a9ddc81-23ca-43a9-bbf7-8b2ce67cc57a,ဗလသိဒ္ဓိရပ်ကွက် /  || ဗလသိဒ္ဓိရပ်ကွက် / ,mm=[];en=[Ba La Theik Di Ward] || mm=[];en=[Ba La Theik Di Ward],ward|parent=0a007cb6-42ca-4887-8528-30777e3cb976 || ward|parent=0a007cb6-42ca-4887-8528-30777e3cb976,6023/dda8330a-acd9-4e72-a9a5-d6786c100cca:ward:ဗလသိဒ္ဓိရပ်ကွက်/(aliases_mm=;aliases_en=Ba La Theik Di Ward) || 6025/3a9ddc81-23ca-43a9-bbf7-8b2ce67cc57a:ward:ဗလသိဒ္ဓိရပ်ကွက်/(aliases_mm=;aliases_en=Ba La Theik Di Ward),MMR018002701509:Ba La Theik Di Ward/ဗလသိဒ္ဓိရပ်ကွက်,multiple_candidates,confirmed_non_admin,confirmed_non_admin,,,,multiple CoreMap candidates; cannot auto-match without unique bilingual proof,02-postal-review-previews/65f4fb872e49.json
8547fa830587,0904206,1,နန်းလင်း ကျေးရွာအုပ်စု,Nan Lin Village Tract,နန်းလင်း,nanlin,Bawlake Township,ဘောလခဲ မြို့နယ်,0a75da9d-650b-4084-9851-235afc2b7bc8,6006,village_tract,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/8547fa830587.json
dc008233159f,0904001,1,ကယားပိုင်း ရပ်ကွက်,Kayah Paing Quarter,ကယားပိုင်း,kayahpaing,Bawlake Township,ဘောလခဲ မြို့နယ်,0a75da9d-650b-4084-9851-235afc2b7bc8,6006,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/dc008233159f.json
9dda6fd66140,0904002,1,ရှမ်းပိုင်း ရပ်ကွက်,Shan Paing Quarter,ရှမ်းပိုင်း,shanpaing,Bawlake Township,ဘောလခဲ မြို့နယ်,0a75da9d-650b-4084-9851-235afc2b7bc8,6006,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/9dda6fd66140.json
b0b5b991e42e,1306001,1,ချောင်းတောင် ရပ်ကွက်,Chaung Taung Quarter,ချောင်းတောင်,chaungtaung,Kawkareik Township,ကော့ကရိတ် မြို့နယ်,0c1e0422-330d-4f9e-b926-17fd75d00a9c,5030,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/b0b5b991e42e.json
6ea772c985f9,1306007,1,တံတားဦး ရပ်ကွက်,Ta Dar U Quarter,တံတားဦး,tadaru,Kawkareik Township,ကော့ကရိတ် မြို့နယ်,0c1e0422-330d-4f9e-b926-17fd75d00a9c,5030,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/6ea772c985f9.json
a67dce335e35,1306002,1,ဝင်းကြီး ရပ်ကွက်,Win Gyi Quarter,ဝင်းကြီး,wingyi,Kawkareik Township,ကော့ကရိတ် မြို့နယ်,0c1e0422-330d-4f9e-b926-17fd75d00a9c,5030,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/a67dce335e35.json
8a57f7facd02,1306004,1,အထက်တောင်သူစု ရပ်ကွက်,Ah Htet Taung Thu Su Quarter,အထက်တောင်သူစု,ahhtettaungthusu,Kawkareik Township,ကော့ကရိတ် မြို့နယ်,0c1e0422-330d-4f9e-b926-17fd75d00a9c,5030,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/8a57f7facd02.json
4eb0db7b19f7,1306006,1,အနောက်ပိုင်း ရပ်ကွက်,Ah Nauk Paing Quarter,အနောက်ပိုင်း,ahnaukpaing,Kawkareik Township,ကော့ကရိတ် မြို့နယ်,0c1e0422-330d-4f9e-b926-17fd75d00a9c,5030,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/4eb0db7b19f7.json
305f318b909c,1306003,1,အလယ်တန်း ရပ်ကွက်,Ah Lel Tan Quarter,အလယ်တန်း,ahleltan,Kawkareik Township,ကော့ကရိတ် မြို့နယ်,0c1e0422-330d-4f9e-b926-17fd75d00a9c,5030,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/305f318b909c.json
472c99b6de4f,1306005,1,အောက်တောင်သူစု ရပ်ကွက်,Auk Taung Thu Su Quarter,အောက်တောင်သူစု,auktaungthusu,Kawkareik Township,ကော့ကရိတ် မြို့နယ်,0c1e0422-330d-4f9e-b926-17fd75d00a9c,5030,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/472c99b6de4f.json
b00e2592722a,0222003,1,မဟာမြိုင် ရပ်ကွက်,Ma Har Myaing Quarter,မဟာမြိုင်,maharmyaing,Taze Township,တန့်ဆည် မြို့နယ်,0c37fbaa-de5f-444d-ab2a-ab13e6524ed7,6766,ward,6794;6797,78361f3d-1c68-4771-9960-71409026dbc6;30309448-fabf-4601-ae5c-48a8ed285394,မဟာမြိုင်ရပ်ကွက် /  || မဟာမြိုင်ရပ်ကွက် / ,mm=[];en=[Ma Har Myaing Ward] || mm=[];en=[Ma Har Myaing Ward],ward|parent=0c37fbaa-de5f-444d-ab2a-ab13e6524ed7 || ward|parent=0c37fbaa-de5f-444d-ab2a-ab13e6524ed7,6794/78361f3d-1c68-4771-9960-71409026dbc6:ward:မဟာမြိုင်ရပ်ကွက်/(aliases_mm=;aliases_en=Ma Har Myaing Ward) || 6797/30309448-fabf-4601-ae5c-48a8ed285394:ward:မဟာမြိုင်ရပ်ကွက်/(aliases_mm=;aliases_en=Ma Har Myaing Ward),MMR005011701503:Ma Har Myaing Ward/မဟာမြိုင်ရပ်ကွက်,multiple_candidates,confirmed_non_admin,confirmed_non_admin,,,,multiple CoreMap candidates; cannot auto-match without unique bilingual proof,02-postal-review-previews/b00e2592722a.json
dcd2c5befe8c,0222004,1,မေတ္တာမြိုင် ရပ်ကွက်,Myit Tar Myaing Quarter,မေတ္တာမြိုင်,myittarmyaing,Taze Township,တန့်ဆည် မြို့နယ်,0c37fbaa-de5f-444d-ab2a-ab13e6524ed7,6766,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/dcd2c5befe8c.json
bc2d2539d8de,0266001,1,အမှတ် (၁) ရပ်ကွက်,No (1) Quarter,၁,1,Myothit Town,မြို့သစ် မြို့,0ed999bd-23c2-4cca-8abf-ebde524131d1,7071,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/bc2d2539d8de.json
8c9b4a62b284,0266002,1,အမှတ် (၂) ရပ်ကွက်,No (2) Quarter,၂,2,Myothit Town,မြို့သစ် မြို့,0ed999bd-23c2-4cca-8abf-ebde524131d1,7071,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/8c9b4a62b284.json
ca660bcc37de,0266003,1,အမှတ် (၃) ရပ်ကွက်,No (3) Quarter,၃,3,Myothit Town,မြို့သစ် မြို့,0ed999bd-23c2-4cca-8abf-ebde524131d1,7071,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/ca660bcc37de.json
98e44e8027a1,0423004,1,ရွှေပေါက်ပင် ရပ်ကွက်,Shwe Pauk Pin Quarter,ရွှေပေါက်ပင်,shwepaukpin,Pauk Township,ပေါက် မြို့နယ်,0f20a56c-a00d-4b9d-b295-40fec54cf542,6929,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/98e44e8027a1.json
edf2ca6ffb62,0423003,1,အောင်ချမ်းသာ ရပ်ကွက်,Aung Chan Thar Quarter,အောင်ချမ်းသာ,aungchanthar,Pauk Township,ပေါက် မြို့နယ်,0f20a56c-a00d-4b9d-b295-40fec54cf542,6929,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/edf2ca6ffb62.json
95a34fe1a8be,0423002,1,အောင်တော်မူ ရပ်ကွက်,Aung Taw Mu Quarter,အောင်တော်မူ,aungtawmu,Pauk Township,ပေါက် မြို့နယ်,0f20a56c-a00d-4b9d-b295-40fec54cf542,6929,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/95a34fe1a8be.json
bb329e87fcf5,0423001,1,အောင်တံခွန် ရပ်ကွက်,Aung Ta Khon Quarter,အောင်တံခွန်,aungtakhon,Pauk Township,ပေါက် မြို့နယ်,0f20a56c-a00d-4b9d-b295-40fec54cf542,6929,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/bb329e87fcf5.json
b7cf424f8481,1143203,1,စိုက်ပျိုးမွေးမြူရေးကျေးရွာအမှတ် (၁) ကျေးရွာအုပ်စု,Saik Pyo Mway Myu Yay Kyay Ywar (1) Village Tract,စိုက်ပျိုးမွေးမြူရေးကျေးရွာ၁,saikpyomwaymyuyaykyayywar1,Dagon Myothit (South) Township,ဒဂုံမြို့သစ် (တောင်ပိုင်း) မြို့နယ်,13288755-ec6b-4a53-beac-6182cfa3ecf4,5231,village_tract,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/b7cf424f8481.json
8461b1fe8685,1604008,1,နောင်မို ရပ်ကွက်,Nawng Mo Quarter,နောင်မို,nawngmo,Tangyan Township,တန့်ယန်း မြို့နယ်,161dd5c6-c71d-4247-98f6-4c681f506a18,6467,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/8461b1fe8685.json
57c9de1c9e09,1604009,1,မန်စန် ရပ်ကွက်,Man Hsan Quarter,မန်စန်,manhsan,Tangyan Township,တန့်ယန်း မြို့နယ်,161dd5c6-c71d-4247-98f6-4c681f506a18,6467,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/57c9de1c9e09.json
8ef936532064,1604006,1,ဝိန်းလောင်း ရပ်ကွက်,Wein Lawng Quarter,ဝိန်းလောင်း,weinlawng,Tangyan Township,တန့်ယန်း မြို့နယ်,161dd5c6-c71d-4247-98f6-4c681f506a18,6467,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/8ef936532064.json
3be182b8dd05,1604010,1,ဟိုနမ့် ရပ်ကွက်,Ho Nam Quarter,ဟိုနမ့်,honam,Tangyan Township,တန့်ယန်း မြို့နယ်,161dd5c6-c71d-4247-98f6-4c681f506a18,6467,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/3be182b8dd05.json
b8ac183c1aad,1604001,1,အမှတ် (၁) ရပ်ကွက်,No (1) Quarter,၁,1,Tangyan Township,တန့်ယန်း မြို့နယ်,161dd5c6-c71d-4247-98f6-4c681f506a18,6467,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/b8ac183c1aad.json
0e2f863cefdc,1604002,1,အမှတ် (၂) ရပ်ကွက်,No (2) Quarter,၂,2,Tangyan Township,တန့်ယန်း မြို့နယ်,161dd5c6-c71d-4247-98f6-4c681f506a18,6467,ward,,,,,,,,no_exact,confirmed_non_admin,confirmed_non_admin,,,,no CoreMap or MIMU exact identity under township; keep as non-linked postal locality,02-postal-review-previews/0e2f863cefdc.json
